struct_idx	OldPhillimore	NewPhillimore
17874	"SN,D10"	S276
17875	"SN,D11"	S277
17876	"SN,D12"	S278
17877	"SN,D13"	S279
17878	"SN,D14"	S280
17879	"SN,D15"	S281
17880	"SN,D16"	S282
17881	"SN,D17"	S283
17882	"SN,D18"	S284
17883	"SN,D19"	S285
17884	"SN,D20"	S286
17885	"SN,D21"	S287
17886	"SN,Ma1"	S288
17887	"SN,Ma2"	S289
17888	"SN,Ma3"	S290
17889	"SN,Ma4"	S291
17890	"SN,Ma5"	S292
17891	"SN,Ma6"	S293
17892	"SN,Ma7"	S294
17893	"SN,Ma8"	S295
17894	"SN,Ma9"	S296
17895	"SN,Ma10"	S297
17896	"SN,Ma11"	S298
17897	"SN,Ma12"	S299
17898	"SN,Ma13"	S300
17899	"SN,Ma14"	S301
17900	"SN,Ma15"	S302
17901	"SN,Ma16"	S303
17902	"SN,Ma17"	S304
17903	"SN,Ma18"	S305
17904	"SN,Ma19"	S306
17905	"SN,Ma20"	S307
17906	"SN,Ma21"	S308
17907	"SN,Ma22"	S309
17908	"SN,Ma23"	S310
17909	"SN,Ma24"	S311
17910	"SN,B1"	S312
17911	"SN,B2"	S313
17912	"SN,B3"	S314
17913	"SN,B4"	S315
17914	"SN,B5"	S316
17915	"SN,B6"	S317
17916	"SN,B7"	S318
17917	"SN,B8"	S319
17918	"SN,B9"	S320
17919	"SN,B10"	S321
17920	"SN,B11"	S322
17921	"SN,B12"	S323
17922	"SN,B13"	S324
17923	"SN,B14"	S325
17924	"SN,B15"	S326
17925	"SN,B16"	S327
17926	"SN,B17"	S328
17927	"SN,B18"	S329
17928	"SN,B19"	S330
17929	"SN,B20"	S331
17930	"SN,B21"	S332
17931	"SN,B22"	S333
17932	"SN,B23"	S334
17933	"SN,B24"	S335
17934	"SN,B25"	S336
17935	"SN,B26"	S337
17936	"SN,B27"	S338
17937	"SN,Bi1"	S339
17938	"SN,Bi2"	S340
17939	"SN,Bi3"	S341
17940	"SN,Bi4"	S342
17941	"SN,Bi5"	S343
17942	"SN,Bi6"	S344
17943	"SN,Bi7"	S345
17944	"SN,Bi8"	S346
17945	"SN,A1"	S347
17946	"SN,A2"	S348
17947	"SN,A3"	S349
17948	"SN,A4"	S350
17949	"SN,A5"	S351
17950	"SN,A6"	S352
17951	"SN,A7"	S353
17952	"SN,A8"	S354
17953	"SN,A9"	S355
17954	"SN,A10"	S356
17955	"SN,A11"	S357
17956	"SN,CtA"	"SN,CtA"
17957	"SN,CtA1"	S358
17958	"SN,CtA2"	S359
17959	"SN,CtA3"	S360
17960	"SN,CtA4"	S361
17961	"SN,CtA5"	S362
17962	"SN,CtA6"	S363
17963	"SN,CtA7"	S364
17964	"SN,CtA8"	S365
17965	"SN,CtA9"	S366
17966	"SN,CtA10"	S367
17967	"SN,CtA11"	S368
17968	"SN,CtA12"	S369
17969	"SN,CtA13"	S370
17970	"SN,CtA14"	S371
17971	"SN,CtA15"	S372
17972	"SN,CtA16"	S373
17973	"SN,CtA17"	S374
17974	"SN,CtA18"	S375
17975	****	****
17976	"SN,CtA19"	S376
17977	"SN,CtA20"	S377
17978	"SN,CtA21"	S378
17979	"SN,CtA22"	S379
17980	"SN,CtA23"	S380
17981	"SN,CtA24"	S381
17982	"SN,CtA25"	S382
17983	"SN,CtA26"	S383
17984	"SN,CtA27"	S384
17985	"SN,CtA28"	S385
17986	"SN,CtA29"	S386
17987	"SN,CtA30"	S387
17988	"SN,CtA31"	S388
17989	"SN,CtA32"	S389
17990	"SN,CtA33"	S390
17991	"SN,CtA34"	S391
17992	"SN,CtA35"	S392
17993	"SN,CtA36"	S393
17994	"SN,CtA37"	S394
17995	"SN,CtA38"	S395
17996	"SN,CtA39"	S396
17997	"SN,CtA40"	S397
17998	"SN,CtA41"	S398
17999	"SN,CtA42"	S399
18000	"SN,CtA43"	S400
18001	"SN,CtA44"	S401
18002	"SN,CtA45"	S402
18003	"SE,He1"	S403
18004	"SE,He2"	S404
18005	"SE,He3"	S405
18006	"SE,He4"	S406
18007	"SE,He5"	S407
18008	"SE,He6"	S408
18009	"SE,He7"	S409
18010	"SE,He8"	S410
18011	"SE,He9"	S411
18012	"SE,He10"	S412
18013	"SE,He11"	S413
18014	"SE,Wel1"	S414
18015	"SE,Wel2"	S415
18016	"SE,Wel3"	S416
18017	"SE,Wel4"	S417
18018	"SE,Wel5"	S418
18019	"SE,Wel6"	S419
18020	"SE,Wel7"	S420
18021	"SE,C1"	S421
18022	"SE,C2"	S422
18023	"SE,C3"	S423
18024	"SE,C4"	S424
18025	"SE,C5"	S425
18026	"SE,C6"	S426
18027	"SE,C7"	S427
18028	"SE,C8"	S428
18029	"SE,C9"	S429
18030	"SE,C10"	S430
18031	"SE,How1"	S431
18032	"SE,How2"	S432
18033	"SE,How3"	S433
18034	"SE,How4"	S434
18035	"SE,How5"	S435
18036	"SE,How6"	S436
18037	"SE,How7"	S437
18038	"SE,How8"	S438
18039	"SE,How9"	S439
18040	"SE,How10"	S440
18041	"SE,How11"	S441
18042	"SE,Wei1"	S442
18043	"SE,Wei2"	S443
18044	"SE,Wei3"	S444
18045	"SE,Wei4"	S445
18046	"SE,Wei5"	S446
18047	"SE,Wei6"	S447
18048	"SE,Wei7"	S448
18049	"SE,Sn1"	S449
18050	"SE,Sn2"	S450
18051	"SE,Sn3"	S451
18052	"SE,Sn4"	S452
18053	"SE,Sn5"	S453
18054	"SE,Sn6"	S454
18055	"SE,Sn7"	S455
18056	"SE,Sn8"	S456
18057	"SE,Sn9"	S457
18058	"SE,Sn10"	S458
18059	"SE,Dr1"	S459
18060	"SE,Dr2"	S460
18061	"SE,Dr3"	S461
18062	"SE,Dr4"	S462
18063	"SE,Dr5"	S463
18064	"SE,Dr6"	S464
18065	"SE,Wa1"	S465
18066	"SE,Wa2"	S466
18067	"SE,Wa3"	S467
18068	"SE,Wa4"	S468
18069	"SE,Wa5"	S469
18070	"SE,Wa6"	S470
18071	"SE,Wa7"	S471
18072	"SE,Wa8"	S472
18073	"SE,P1"	S473
18074	"SE,P2"	S474
18075	"SE,P3"	S475
18076	"SE,P4"	S476
18077	"SE,P5"	S477
18078	"SE,P6"	S478
18079	"SE,P7"	S479
18080	"SE,P8"	S480
18081	"SE,P9"	S481
18082	"SE,Hu1"	S482
18083	"SE,Hu2"	S483
18084	"SE,Hu3"	S484
18085	"SE,Hu4"	S485
18086	"SE,Hu5"	S486
18087	"SE,Hu6"	S487
18088	"SE,Hu7"	S488
18089	"SE,Hu8"	S489
18090	"SE,Tu1"	S490
18091	"SE,Tu2"	S491
18092	"SE,Tu3"	S492
18093	"SE,Tu4"	S493
18094	"SE,Tu5"	S494
18095	"SE,Tu6"	S495
18096	"SE,Tu7"	S496
18097	"SE,Tu8"	S497
18098	"SE,Bt1"	S498
18099	"SE,Bt2"	S499
18100	"SE,Bt3"	S500
18101	"SE,Bt4"	S501
18102	"SE,Bt5"	S502
18103	"SE,Bt6"	S503
18104	"SE,Bt7"	S504
18105	"SE,Bt8"	S505
18106	"SE,Bt9"	S506
18107	"SE,Sc1"	S507
18108	"SE,Sc2"	S508
18109	"SE,Sc3"	S509
18110	"SE,Sc4"	S510
18111	"SE,Sc5"	S511
18112	"SE,Sc6"	S512
18113	"SE,Sc7"	S513
18114	"SE,Sc8"	S514
18115	"SE,Sc9"	S515
18116	"SE,Sc10"	S516
18117	"SE,Ac1"	S517
18118	"SE,Ac2"	S518
18119	"SE,Ac3"	S519
18120	"SE,Ac4"	S520
18121	"SE,Ac5"	S521
18122	"SE,Ac6"	S522
18123	"SE,Ac7"	S523
18124	"SE,Ac8"	S524
18125	"SE,Ac9"	S525
18126	"SE,Ac10"	S526
18127	"SE,Ac11"	S527
18128	"SE,Ac12"	S528
18129	"SE,Th1"	S529
18130	"SE,Th2"	S530
18131	"SE,Th3"	S531
18132	"SE,Th4"	S532
18133	"SE,Th5"	S533
18134	"SE,Th6"	S534
18135	"SE,Th7"	S535
18136	"SE,Th8"	S536
18137	"SE,Th9"	S537
18138	"SE,Th10"	S538
18139	"SE,Th11"	S539
18140	"SE,Th12"	S540
18141	"SE,Th13"	S541
18142	"SE,Th14"	S542
18143	"SE,So1"	S543
18144	"SE,So2"	S544
18145	"SE,Mid1"	S545
18146	"SE,Mid2"	S546
18147	"SE,Mid3"	S547
18148	"SE,No1"	S548
18149	"SE,No2"	S549
18150	"SE,Hol1"	S550
18151	"SE,Hol2"	S551
18152	"SE,Hol3"	S552
18153	"SE,Hol4"	S553
18154	"SE,Hol5"	S554
18155	"SE,Hol6"	S555
18156	"SE,Hol7"	S556
18157	"SE,Hol8"	S557
18158	"SE,Hol9"	S558
18159	"SE,Hol10"	S559
18160	"SE,Hol11"	S560
18161	"SE,Hol12"	S561
18162	"SE,Hol13"	S562
18163	"SE,Hol14"	S563
18164	"SE,Hol15"	S564
18165	"SE,Hol16"	S565
18166	"SE,Hol17"	S566
18167	"SE,Hol18"	S567
18168	"SE,Hol19"	S568
18169	"SE,Hol20"	S569
18170	"SE,Hol21"	S570
18171	"SE,Hol22"	S571
18172	"SE,Hol23"	S572
18173	"SE,Hol24"	S573
18174	"SE,Hol25"	S574
18175	"SE,Hol26"	S575
