statistics_id	struct_idx	county	phillimore	tenant_in_chief	riding	wapentake	vill	carucates	g_code	notes	phillimore_ref
3820	17650	YS	"SW,Sf11"	Roger of Bully	West Riding	Strafforth	Hoyland [Nether]	2	geld		10W18
3840	17650	YS	"SW,Sf11"	Roger of Bully	West Riding	Strafforth	Wombwell	2	geld	"2.125 carucates total for Wombwell, Toftes & Melton"	10W19
3860	17650	YS	"SW,Sf11"	Roger of Bully	West Riding	Strafforth	[West] Melton		recorded elsewhere	"2.125 carucates total for Wombwell, Toftes & Melton"	10W19
3880	17650	YS	"SW,Sf11"	Roger of Bully	West Riding	Strafforth	{Toftes}		recorded elsewhere	"2.125 carucates total for Wombwell, Toftes & Melton"	10W19
3900	17651	YS	"SW,Sf12"	King William	West Riding	Strafforth	{Toftes}	2.12	geld		1Y19
3920	17651	YS	"SW,Sf12"	Walter of Aincourt	West Riding	Strafforth	{Toftes}	4.25	geld		19W2
3960	17651	YS	"SW,Sf12"	Walter of Aincourt	West Riding	Strafforth	Rawmarsh	4	geld		19W3
3980	17652	YS	"SW,Sf13"	Earl Aubrey (of Coucy)	West Riding	Strafforth	Hickleton	5.62	geld		27W1
4000	17652	YS	"SW,Sf13"	Earl Aubrey (of Coucy)	West Riding	Strafforth	Hickleton	1.62	geld		27W1
4020	17652	YS	"SW,Sf13"	King William	West Riding	Strafforth	Darfield	4	geld		29W3
4040	17653	YS	"SW,Sf14"	Roger of Bully	West Riding	Strafforth	[High] Melton	8	geld		10W20
4060	17653	YS	"SW,Sf14"	Roger of Bully	West Riding	Strafforth	Wildthorpe	2	geld		10W21
4080	17653	YS	"SW,Sf14"	Roger of Bully	West Riding	Strafforth	Cadeby	3	geld		10W22
4100	17654	YS	"SW,Sf15"	Earl Aubrey (of Coucy)	West Riding	Strafforth	Cadeby	2.12	geld		27W2
4140	17654	YS	"SW,Sf15"	Roger of Bully	West Riding	Strafforth	Sprotbrough	8	geld	"8 carucates between Sprotbrough, Cusworth and Balby. Tenant-in-chief omitted (implying Earl Aubrey) supplied by main text."	10W23
4160	17654	YS	"SW,Sf15"	Roger of Bully	West Riding	Strafforth	Cusworth		recorded elsewhere	"8 carucates between Sprotbrough, Cusworth and Balby. Tenant-in-chief omitted (implying Earl Aubrey) supplied by main text."	10W23
4180	17654	YS	"SW,Sf15"	Roger of Bully	West Riding	Strafforth	Balby		recorded elsewhere	"8 carucates between Sprotbrough, Cusworth and Balby. Tenant-in-chief omitted (implying Earl Aubrey) supplied by main text."	10W23
4200	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Balby	1	geld	This holding is not recorded in the main text.	-
4240	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	[West] Melton	5.5	geld	5 carucates between West Melton and 4 unnamed outliers in the main text.	29W5
4260	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Hoyland [Nether]		recorded elsewhere	5 carucates between West Melton and 4 unnamed outliers in the main text.	(29W5)
4280	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Thorpe [Hesley]		recorded elsewhere	5 carucates between West Melton and 4 unnamed outliers in the main text.	(29W5)
4300	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Wentworth		recorded elsewhere	5 carucates between West Melton and 4 unnamed outliers in the main text.	(29W5)
4320	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Brampton [Bierlow]		recorded elsewhere	5 carucates between West Melton and 4 unnamed outliers in the main text.	(29W5)
4340	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Wath [upon Dearne]	7.62	geld	"7.625 carucates between Wath, Melton, Wentworth and Eldeberge, the latter three presumably the 3 unnamed outliers in the main text."	29W6
4360	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	[West] Melton		recorded elsewhere	"7.625 carucates between Wath, Melton, Wentworth and Eldeberge, the latter three presumably the 3 unnamed outliers in the main text."	(29W6)
4380	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	Wentworth		recorded elsewhere	"7.625 carucates between Wath, Melton, Wentworth and Eldeberge, the latter three presumably the 3 unnamed outliers in the main text."	(29W6)
4400	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	{Eldeberge}		recorded elsewhere	"7.625 carucates between Wath, Melton, Wentworth and Eldeberge, the latter three presumably the 3 unnamed outliers in the main text."	(29W6)
4420	17655	YS	"SW,Sf16"	King William	West Riding	Strafforth	[West] Melton	1.62	geld	"Perhaps included in the 6.25 carucates held by Arnthorr in Melton, Brampton and 4 outliers in the main text."	(29W7)
4440	17656	YS	"SW,Sf17"	King William	West Riding	Strafforth	Brampton [Bierlow]	3.12	geld	"3.125 carucates between Brampton, Thorpe & Eldeberge; perhaps included in the 6.25 carucates held by Arnthorr in Melton, Brampton and 4 outliers in the main text."	29W7
4460	17656	YS	"SW,Sf17"	King William	West Riding	Strafforth	Thorpe [Hesley]		recorded elsewhere	"3.125 carucates between Brampton, Thorpe & Eldeberge; perhaps included in the 6.25 carucates held by Arnthorr in Melton, Brampton and 4 outliers in the main text."	(29W7)
4480	17656	YS	"SW,Sf17"	King William	West Riding	Strafforth	{Eldeberge}		recorded elsewhere	"3.125 carucates between Brampton, Thorpe & Eldeberge; perhaps included in the 6.25 carucates held by Arnthorr in Melton, Brampton and 4 outliers in the main text."	(29W7)
4500	17656	YS	"SW,Sf17"	King William	West Riding	Strafforth	Billingley	0.5	geld		29W8
4520	17657	YS	"SW,Sf18"	King William	West Riding	Strafforth	Wentworth	1.25	geld	This holding is not apparently recorded in the main text.	-
4540	17657	YS	"SW,Sf18"	Roger of Bully	West Riding	Strafforth	[Little] Houghton	2.5	geld		10W24
4560	17658	YS	"SW,Sf19"	Roger of Bully	West Riding	Strafforth	Billingley	5	geld		10W25
4580	17658	YS	"SW,Sf19"	Roger of Bully	West Riding	Strafforth	Bolton [upon Dearne]	2.5	geld		10W26
4600	17658	YS	"SW,Sf19"	William of Percy	West Riding	Strafforth	Bolton [upon Dearne]	2.5	geld		13W7
4620	17659	YS	"SW,Sf20"	Roger of Bully	West Riding	Strafforth	Goldthorpe	4.75	geld	5 carucates between Goldthopre & Thurnscoe in the main text.	10W28
4640	17659	YS	"SW,Sf20"	Roger of Bully	West Riding	Strafforth	Thurnscoe		recorded elsewhere	5 carucates between Goldthopre & Thurnscoe in the main text.	10W28
4660	17659	YS	"SW,Sf20"	Roger of Bully	West Riding	Strafforth	Marr	4.5	geld	3.25 carucates in the main text; another holding of 1.375 (10W40).	10W27
4680	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Marr	0.62	geld		5W9
4720	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Hexthorpe	22.5	geld	22.5 carucates in all for manor and dependencies: see 5W8 were total given as 18 carucates.	5W8
4740	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Doncaster		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4760	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Balby		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4780	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Littleworth		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4800	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Warmsworth		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4820	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Loversall		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4840	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Austerfield		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4860	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	Auckley		recorded elsewhere	5W8 gives breakdown but totals do not agree.	5W8
4880	17660	YS	"SW,Sf21"	Count of Mortain	West Riding	Strafforth	another Auckley		recorded elsewhere	"3.125 carucates between Brampton, Thorpe & Eldeberge. This holding is not recorded in the main text."	-
4900	17660	YS	"SW,Sf21"	Geoffrey Alselin	West Riding	Strafforth	Branton	14.18	geld	14 carucates and 21.5 bovates between Branton and Cantley.	18W1
4920	17660	YS	"SW,Sf21"	Geoffrey Alselin	West Riding	Strafforth	Cantley		recorded elsewhere	14 carucates and 21.5 bovates between Branton and Cantley.	18W1
4940	17661	YS	"SW,Sf22"	Ernwin the priest	West Riding	Strafforth	Armthorpe	5	geld		29W9
4960	17661	YS	"SW,Sf22"	Roger of Bully	West Riding	Strafforth	[Kirk] Bramwith	1.5	geld		10W29
4980	17662	YS	"SW,Sf23"	Count of Mortain	West Riding	Strafforth	Barnby [Dun]	2.25	geld		5W10
5000	17662	YS	"SW,Sf23"	William of Percy	West Riding	Strafforth	Barnby [Dun]	1.12	geld		13W8
5010	17662	YS	"SW,Sf23"	Roger of Bully	West Riding	Strafforth	Barnby [Dun]	1.12	geld		10W30
5020	17663	YS	"SW,Sf24"	Count of Mortain	West Riding	Strafforth	[Long] Sandall	6.62	geld		5W11
5040	17663	YS	"SW,Sf24"	Count of Mortain	West Riding	Strafforth	Hooton [Levitt]	3.75	geld		5W12
5060	17664	YS	"SW,Sf25"	William of Percy	West Riding	Strafforth	[Old] Edlington	3.75	geld	"3.75 carucates between Edlington, Braithwell & Doncaster."	13W9
5080	17664	YS	"SW,Sf25"	William of Percy	West Riding	Strafforth	Braithwell		recorded elsewhere	"3.75 carucates between Edlington, Braithwell & Doncaster."	13W9
5100	17664	YS	"SW,Sf25"	William of Percy	West Riding	Strafforth	Doncaster		recorded elsewhere	"3.75 carucates between Edlington, Braithwell & Doncaster."	13W9
5120	17665	YS	"SW,Sf26"	William of Percy	West Riding	Strafforth	Thrybergh	4	geld		13W10
5140	17665	YS	"SW,Sf26"	William of Percy	West Riding	Strafforth	Dalton	2.75	geld		13W11
5160	17665	YS	"SW,Sf26"	Count of Mortain	West Riding	Strafforth	Rotherham	5	geld		5W13
5180	17666	YS	"SW,Sf27"	Roger of Bully	West Riding	Strafforth	Kimberworth	6	geld		10W31
5200	17666	YS	"SW,Sf27"	Gilbert Tison	West Riding	Strafforth	Swinton	3.75	geld	3.5 carucates in the main text.	21W2
5220	17667	YS	"SW,Sf28"	Roger of Bully	West Riding	Strafforth	Hampole	3	geld		10W32
5240	17667	YS	"SW,Sf28"	Roger of Bully	West Riding	Strafforth	Frickley	0.75	geld	0.75 carucates between Frickley & Stotfold.	10W33
5260	17667	YS	"SW,Sf28"	Roger of Bully	West Riding	Strafforth	Stotfold		recorded elsewhere	0.75 carucates between Frickley & Stotfold.	10W33
5280	17667	YS	"SW,Sf28"	Count of Mortain	West Riding	Strafforth	Hooton [Pagnell]	10	geld		5W14
5300	17668	YS	"SW,Sf29"	Roger of Bully	West Riding	Strafforth	Brodsworth	5.5	geld	5.5 carucates between Brodsworth & Pickburn (the latter not mentioned in the main text).	10W34
5320	17668	YS	"SW,Sf29"	Roger of Bully	West Riding	Strafforth	Pickburn		recorded elsewhere		10W34
5340	17668	YS	"SW,Sf29"	Count of Mortain	West Riding	Strafforth	Pickburn	2.5	geld		5W15
5360	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	Todwick	12	geld		5W16
5380	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	[Great] Houghton	6	geld		5W17
5400	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	Thurnscoe	2	geld	5W18 gives breakdown	5W18
5420	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	Clayton	1	recorded elsewhere	5W18 gives breakdown	5W18
5440	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	Deightonby [Fields]	2.04	recorded elsewhere	5W18 gives breakdown	5W18
5460	17669	YS	"SW,Sf30"	Count of Mortain	West Riding	Strafforth	Stotfold	1	recorded elsewhere	5W18 gives breakdown	5W18
5480	17669	YS	"SW,Sf30"	William of Percy	West Riding	Strafforth	Stotfold	0.75	geld	This holding is not apparently recorded in the main text.	-
5500	17670	YS	"SW,Sf31"	King William	West Riding	Strafforth	Goldthorpe	1.25	geld		1W21
5520	17670	YS	"SW,Sf31"	Count of Mortain	West Riding	Strafforth	Whiston	9.5	geld	9.5 carucates between Whiston and Handsworth.	5W19
5540	17670	YS	"SW,Sf31"	Count of Mortain	West Riding	Strafforth	Handsworth		recorded elsewhere	9.5 carucates between Whiston and Handsworth.	5W19
5560	17671	YS	"SW,Sf32"	Count of Mortain	West Riding	Strafforth	Treeton	3	geld		5W20
5580	17671	YS	"SW,Sf32"	Count of Mortain	West Riding	Strafforth	Aughton [Hall]	2.75	geld		5W21
5600	17671	YS	"SW,Sf32"	Count of Mortain	West Riding	Strafforth	Wales	1	geld		5W23
5620	17672	YS	"SW,Sf33"	Count of Mortain	West Riding	Strafforth	Aston	2.25	geld		5W22
5640	17672	YS	"SW,Sf33"	Count of Mortain	West Riding	Strafforth	Ulley	4	geld		5W24
5660	17672	YS	"SW,Sf33"	Count of Mortain	West Riding	Strafforth	Brampton [en le Morthen]	6	geld		5W25
5680	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	Wheatley	15	geld	Breakdown in main text totals 15.5625 carucates.	5W26-27
5700	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	Doncaster		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W30
5720	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	Adwick [le Street]		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W30
5740	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	{Scinestorp}		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W30
5760	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	Langthwaite		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W28-30
5780	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	Bentley		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W30
5800	17673	YS	"SW,Sf34"	Count of Mortain	West Riding	Strafforth	[Kirk] Sandall		recorded elsewhere	Breakdown in main text totals 15.5625 carucates.	5W30
5820	17673	YS	"SW,Sf34"	Roger of Bully	West Riding	Strafforth	Holdworth	2	geld		10W35
5840	17674	YS	"SW,Sf35"	Countess Judith	West Riding	Strafforth	Hallam	29	geld		10W41
5860	17674	YS	"SW,Sf35"	Countess Judith	West Riding	Strafforth	Attercliffe	3	geld		10W42
5880	17674	YS	"SW,Sf35"	Countess Judith	West Riding	Strafforth	Sheffield	3	geld		10W42
5900	17675	YS	"SW,Sf36"	King William	West Riding	Strafforth	{[Walder]shelf}	1	geld		1W22
5920	17675	YS	"SW,Sf36"	Roger of Bully	West Riding	Strafforth	Ughill	1.75	geld	"Ughill, Worrall & Wadsley total 1.75 carucates."	10W36
5940	17675	YS	"SW,Sf36"	Roger of Bully	West Riding	Strafforth	Worrall		recorded elsewhere	"Ughill, Worrall & Wadsley total 1.75 carucates."	10W36
5960	17675	YS	"SW,Sf36"	Roger of Bully	West Riding	Strafforth	Wadsley		recorded elsewhere	"Ughill, Worrall & Wadsley total 1.75 carucates."	10W36
5980	17676	YS	"SW,Sf37"	Ilbert of Lacy	West Riding	Strafforth	[South] Elmsall	11	geld	"Elmsall, Frickley, Thorpe & Kirkby total 11 carucates."	9W34
6000	17676	YS	"SW,Sf37"	Ilbert of Lacy	West Riding	Strafforth	Frickley		recorded elsewhere	"Elmsall, Frickley, Thorpe & Kirkby total 11 carucates."	9W34
6020	17676	YS	"SW,Sf37"	Ilbert of Lacy	West Riding	Strafforth	[Moor]thorpe		recorded elsewhere	"Elmsall, Frickley, Thorpe & Kirkby total 11 carucates."	9W34
6040	17676	YS	"SW,Sf37"	Ilbert of Lacy	West Riding	Strafforth	[South] Kirkby		recorded elsewhere	"Elmsall, Frickley, Thorpe & Kirkby total 11 carucates."	9W34
6060	17677	YS	"SW,O1"	Roger of Bully	West Riding	`Osgodcross'	Arksey	2.75	geld		10W37
6080	17677	YS	"SW,O1"	Roger of Bully	West Riding	`Osgodcross'	Bentley	2.25	geld		10W38
6100	17678	YS	"SW,O2"	Roger of Bully	West Riding	`Osgodcross'	Adwick [le Street]	7.25	geld	"6 carucates in the main text, or 7.375 with its jurisdiction (10W40)."	10W39
6120	17678	YS	"SW,O2"	Count of Mortain	West Riding	`Osgodcross'	Adwick [le Street]	0.25	geld		5W31
6140	17678	YS	"SW,O2"	Ilbert of Lacy	West Riding	`Osgodcross'	Norton	5	geld		9W35
6160	17679	YS	"SW,O3"	Roger of Bully	West Riding	`Osgodcross'	Scawsby	5	geld		10W43
6180	17679	YS	"SW,O3"	Ilbert of Lacy	West Riding	`Osgodcross'	Campsall	2.5	geld		9W36
6200	17680	YS	"SW,O4"	Ilbert of Lacy	West Riding	`Osgodcross'	Skellow	4	geld		9W39
6220	17680	YS	"SW,O4"	Ilbert of Lacy	West Riding	`Osgodcross'	Burgh[Wallis]	3	geld		9W37
6240	17680	YS	"SW,O4"	Ilbert of Lacy	West Riding	`Osgodcross'	Owston	4	geld		9W40
6260	17681	YS	"SW,O5"	Ilbert of Lacy	West Riding	`Osgodcross'	`Newsham'	2	geld	Newshah & Sutton total 2 carucates.	9W41
6280	17681	YS	"SW,O5"	Ilbert of Lacy	West Riding	`Osgodcross'	Sutton		recorded elsewhere	Newshah & Sutton total 2 carucates.	9W41
6300	17681	YS	"SW,O5"	Ilbert of Lacy	West Riding	`Osgodcross'	Skelbrooke	3	geld		9W42
6320	17681	YS	"SW,O5"	Ilbert of Lacy	West Riding	`Osgodcross'	Hamphall [Stubbs]	1	geld		9W43
6340	17682	YS	"SW,O6"	Ilbert of Lacy	West Riding	`Osgodcross'	[Walden] Stubbs	3.06	geld		9W44
6360	17682	YS	"SW,O6"	Ilbert of Lacy	West Riding	`Osgodcross'	Thorpe [Audlin]	6.37	geld		9W46
6380	17683	YS	"SW,O7"	Ilbert of Lacy	West Riding	`Osgodcross'	Badsworth	9.62	geld	"Badsworth, Upton & Rogerthorpe total 9.625 carucates."	9W45
6400	17683	YS	"SW,O7"	Ilbert of Lacy	West Riding	`Osgodcross'	Upton		recorded elsewhere	"Badsworth, Upton & Rogerthorpe total 9.625 carucates."	9W45
6420	17683	YS	"SW,O7"	Ilbert of Lacy	West Riding	`Osgodcross'	Rogerthorpe [Manor]		recorded elsewhere	"Badsworth, Upton & Rogerthorpe total 9.625 carucates."	9W45
6440	17684	YS	"SW,O8"	Ilbert of Lacy	West Riding	`Osgodcross'	[Kirk and Little] Smeaton	4	geld		9W47
6460	17684	YS	"SW,O8"	Ilbert of Lacy	West Riding	`Osgodcross'	Womersley	6	geld		9W49
6480	17685	YS	"SW,O9"	Ilbert of Lacy	West Riding	`Osgodcross'	Stapleton	4	geld		9W50
6500	17685	YS	"SW,O9"	Ilbert of Lacy	West Riding	`Osgodcross'	Darrington	6	geld		9W51
6520	17685	YS	"SW,O9"	Ilbert of Lacy	West Riding	`Osgodcross'	Hessle	0.06	geld		9W53
6540	17686	YS	"SW,O10"	Ilbert of Lacy	West Riding	`Osgodcross'	[High and Low] Ackworth	6	geld		9W52
6560	17686	YS	"SW,O10"	Ilbert of Lacy	West Riding	`Osgodcross'	[Glass] Houghton	6	geld		9W55
6580	17686	YS	"SW,O10"	Ilbert of Lacy	West Riding	`Osgodcross'	Ferry [Fryston]	5	geld		9W57
6600	17687	YS	"SW,O11"	Ilbert of Lacy	West Riding	`Osgodcross'	Featherstone	16	geld	"Featherstone, Purston, Hardwick & Nostell total 16 carucates."	9W54
6620	17687	YS	"SW,O11"	Ilbert of Lacy	West Riding	`Osgodcross'	Purston [Jaglin]		recorded elsewhere	"Featherstone, Purston, Hardwick & Nostell total 16 carucates."	9W54
6640	17687	YS	"SW,O11"	Ilbert of Lacy	West Riding	`Osgodcross'	[West] Hardwick		recorded elsewhere	"Featherstone, Purston, Hardwick & Nostell total 16 carucates."	9W54
6660	17687	YS	"SW,O11"	Ilbert of Lacy	West Riding	`Osgodcross'	Nostell [Priory]		recorded elsewhere	"Featherstone, Purston, Hardwick & Nostell total 16 carucates."	9W54
6680	17688	YS	"SW,O12"	Ilbert of Lacy	West Riding	`Osgodcross'	Wheldale	7	geld	Wheldale & Fryston total 7 carucates.	9W56
6700	17688	YS	"SW,O12"	Ilbert of Lacy	West Riding	`Osgodcross'	[Water] Fryston		recorded elsewhere	Wheldale & Fryston total 7 carucates.	9W56
6720	17688	YS	"SW,O12"	Ilbert of Lacy	West Riding	`Osgodcross'	Knottingley	4	geld		9W58
6740	17689	YS	"SW,O13"	Ilbert of Lacy	West Riding	`Osgodcross'	Beal	4	geld		9W59
6760	17689	YS	"SW,O13"	Ilbert of Lacy	West Riding	`Osgodcross'	Kellington	2	geld		9W60
6780	17689	YS	"SW,O13"	Ilbert of Lacy	West Riding	`Osgodcross'	[North] Elmsall	8	geld		9W63
6800	17690	YS	"SW,O14"	Ilbert of Lacy	West Riding	`Osgodcross'	Roall [Hall]	4	geld	Roall & Eggborough total 4 carucates.	9W61
6820	17690	YS	"SW,O14"	Ilbert of Lacy	West Riding	`Osgodcross'	[High and Low] Eggborough		recorded elsewhere	Roall & Eggborough total 4 carucates.	9W61
6840	17690	YS	"SW,O14"	Ilbert of Lacy	West Riding	`Osgodcross'	Kellington	4	geld	Kellington & Eggborough total 4 carucates.	9W62
6860	17690	YS	"SW,O14"	Ilbert of Lacy	West Riding	`Osgodcross'	[High and Low] Eggborough		recorded elsewhere	Kellington & Eggborough total 4 carucates.	9W61
6880	17691	YS	"SW,O15"	King William	West Riding	`Osgodcross'	Tanshelf	16	geld	"'in alms, 2 carucates'. This holding is not apparently recorded in the main text."	-
6900	17692	YS	"SW,O16"	King William	West Riding	`Osgodcross'	Hensall	4	geld		1Y12
6920	17692	YS	"SW,O16"	King William	West Riding	`Osgodcross'	Whitley	2	geld		29W10
6940	17692	YS	"SW,O16"	Ilbert of Lacy	West Riding	`Osgodcross'	Minsthorpe	2	geld		9W64
6960	17693	YS	"SW,St1"	Ilbert of Lacy	West Riding	Staincross	Kinsley	3	geld		9W65
6980	17693	YS	"SW,St1"	Ilbert of Lacy	West Riding	Staincross	Hemsworth	4	geld		9W66
7000	17693	YS	"SW,St1"	King William	West Riding	Staincross	Barnby [Hall]	2	geld	This holding is not recorded in the main text.	-
7020	17694	YS	"SW,St2"	King William	West Riding	Staincross	Silkstone	1.5	geld	This holding is not apparently recorded in the main text.	-
7040	17694	YS	"SW,St2"	Geoffrey of la Guerche	West Riding	Staincross	Adlingfleet	6	geld		17W1
7060	17695	YS	"SW,St3"	Ilbert of Lacy	West Riding	Staincross	Brierley	6	geld	Brierley & Hiendley total 6 carucates.	9W67
7080	17695	YS	"SW,St3"	Ilbert of Lacy	West Riding	Staincross	[South] Hiendley		recorded elsewhere	Brierley & Hiendley total 6 carucates.	9W67
7100	17695	YS	"SW,St3"	Ilbert of Lacy	West Riding	Staincross	Royston	4	geld		9W68
7120	17696	YS	"SW,St4"	Ilbert of Lacy	West Riding	Staincross	Dodworth	5	geld		9W69
7140	17696	YS	"SW,St4"	Ilbert of Lacy	West Riding	Staincross	Cawthorne	3	geld		9W70
7160	17696	YS	"SW,St4"	Ilbert of Lacy	West Riding	Staincross	Silkstone	3	geld		9W64. 9W70
7180	17697	YS	"SW,St5"	Ilbert of Lacy	West Riding	Staincross	Penistone	1.25	geld		9W71
7200	17697	YS	"SW,St5"	Ilbert of Lacy	West Riding	Staincross	Darton	1	geld		9W73
7220	17697	YS	"SW,St5"	Ilbert of Lacy	West Riding	Staincross	Barugh	3	geld		9W72
7240	17698	YS	"SW,St6"	Ilbert of Lacy	West Riding	Staincross	Kexbrough	2.5	geld		9W74
7260	17698	YS	"SW,St6"	Ilbert of Lacy	West Riding	Staincross	[High] Hoyland	2	geld		9W75
7280	17699	YS	"SW,St7"	King William	West Riding	Staincross	{Sactun}	12	geld		1Y13
7300	17699	YS	"SW,St7"	Ilbert of Lacy	West Riding	Staincross	Shafton	18	geld	Shafton & Carlton total 18 carucates.	9W76
7320	17699	YS	"SW,St7"	Ilbert of Lacy	West Riding	Staincross	Carlton		recorded elsewhere	Shafton & Carlton total 18 carucates.	9W76
7340	17700	YS	"SW,St8"	Ilbert of Lacy	West Riding	Staincross	Worsborough	5.5	geld		9W77
7360	17700	YS	"SW,St8"	Count of Mortain	West Riding	Staincross	Pilley	2	geld		5W32
7380	17700	YS	"SW,St8"	King William	West Riding	Staincross	Wortley	4	geld		29W26
7400	17701	YS	"SW,St9"	Count of Mortain	West Riding	Staincross	Wortley	1	geld		5W34
7420	17701	YS	"SW,St9"	Count of Mortain	West Riding	Staincross	Tankersley	1.5	geld		5W33
7440	17702	YS	"SW,St10"	Ilbert of Lacy	West Riding	Staincross	Thurgoland	4.5	geld		9W78
7460	17702	YS	"SW,St10"	Ilbert of Lacy	West Riding	Staincross	Stainborough [Castle]	2	geld		9W79
7480	17702	YS	"SW,St10"	Ilbert of Lacy	West Riding	Staincross	Hunshelf [Hall]	3	geld		9W85
7500	17703	YS	"SW,St11"	Ilbert of Lacy	West Riding	Staincross	Thurlstone	6	geld	Thurlstone & Ingbirchworth total 6 carucates.	9W86
7520	17703	YS	"SW,St11"	Ilbert of Lacy	West Riding	Staincross	[Ing]birchworth		recorded elsewhere	Thurlstone & Ingbirchworth total 6 carucates.	9W86
