statistics_id	struct_idx	county	phillimore	tenant_in_chief	riding	wapentake	vill	carucates	g_code	notes	phillimore_ref
20500	17880	YS	"SN,D16"	Berengar of Tosny	North Riding	{Dic}	{Liedtorp}	3.5	geld		8N7
20520	17880	YS	"SN,D16"	King William	North Riding	{Dic}	Ellerburn	1	geld		1Y4
20540	17880	YS	"SN,D16"	King William	North Riding	{Dic}	[Low] Dalby	2	geld		1N50
20560	17881	YS	"SN,D17"	King William	North Riding	{Dic}	`Kettlethorpe'	1.5	geld	One carucate is recorded in the main text and attributed to the king	(1N51)
20580	17881	YS	"SN,D17"	Count of Mortain	North Riding	{Dic}	`Kettlethorpe'	1	geld	One carucate is recorded in the main text and attributed to the king	1N51
20600	17881	YS	"SN,D17"	King William	North Riding	{Dic}	Lockton	5	geld		1N52
20620	17882	YS	"SN,D18"	King William	North Riding	{Dic}	Levisham	2.75	geld		1Y4
20640	17882	YS	"SN,D18"	King William	North Riding	{Dic}	Middleton	5	geld		1Y4
20660	17882	YS	"SN,D18"	King William	North Riding	{Dic}	Aislaby	4	geld		1N53
20680	17883	YS	"SN,D19"	King William	North Riding	{Dic}	Wrelton	1.5	geld		1N54
20700	17883	YS	"SN,D19"	King William	North Riding	{Dic}	Barton [le Street]	0.5	geld		1Y4
20720	17883	YS	"SN,D19"	King William	North Riding	{Dic}	Cawthorn	1	geld		1N55
20740	17884	YS	"SN,D20"	King William	North Riding	{Dic}	Cropton	5	geld		1N56
20760	17884	YS	"SN,D20"	Abbot of York	North Riding	{Dic}	Lastingham	2	geld		8N3
20780	17884	YS	"SN,D20"	Berengar of Tosny	North Riding	{Dic}	Lastingham	1	geld		8N3
20800	17884	YS	"SN,D20"	King William	North Riding	{Dic}	{Baschesbi}	1	geld		1N57
20820	17885	YS	"SN,D21"	Abbot of York	North Riding	{Dic}	Appleton [le Moors]	2	geld	This holding is not recorded in the main text.	-
20840	17885	YS	"SN,D21"	Berengar of Tosny	North Riding	{Dic}	Sinnington	3	geld		8N8
20860	17885	YS	"SN,D21"	Berengar of Tosny	North Riding	{Dic}	Marton	5	geld		8N16
20880	17886	YS	"SN,Ma1"	King William	North Riding	{Maneshou}	Thornton [Riseborough]	4	geld		1N58
20900	17886	YS	"SN,Ma1"	Berengar of Tosny	North Riding	{Maneshou}	Kirby [Misperton]	7	geld	Berenger of Tosny and the Abbot of York from him.	8N1
20920	17886	YS	"SN,Ma1"	Berengar of Tosny	North Riding	{Maneshou}	Another Kirby [Misperton]		recorded elsewhere		8N1
20940	17887	YS	"SN,Ma2"	King William	North Riding	{Maneshou}	[Great and Little] Habton	6.5	geld		1N59
20960	17887	YS	"SN,Ma2"	Count of Mortain	North Riding	{Maneshou}	[Great and Little] Habton	0.5	geld		5N35
20980	17887	YS	"SN,Ma2"	King William	North Riding	{Maneshou}	{Salescale}	0.75	geld	This holding is not recorded in the main text.	-
21000	17888	YS	"SN,Ma3"	King William	North Riding	{Maneshou}	Ryton	2.5	geld		1N60
21020	17888	YS	"SN,Ma3"	King William	North Riding	{Maneshou}	Newsham	3.75	geld		1N61
21040	17888	YS	"SN,Ma3"	King William	North Riding	{Maneshou}	Amotherby		recorded elsewhere		1N62
21060	17888	YS	"SN,Ma3"	King William	North Riding	{Maneshou}	Wykeham	1	geld		1N63
21080	17889	YS	"SN,Ma4"	King William	North Riding	{Maneshou}	Amotherby	2.5	geld		1N62
21100	17889	YS	"SN,Ma4"	Count of Mortain	North Riding	{Maneshou}	Amotherby	1.5	geld		5N36
21120	17889	YS	"SN,Ma4"	King William	North Riding	{Maneshou}	Wykeham [Hill]	2	geld		1N64
21140	17890	YS	"SN,Ma5"	Archbishop of York	North Riding	{Maneshou}	Wykeham [Hill]	0.5	geld		2N1
21160	17890	YS	"SN,Ma5"	Ralph Payenel	North Riding	{Maneshou}	Wykeham [Hill]	0.75	geld		16N1
21200	17890	YS	"SN,Ma5"	Archbishop of York	North Riding	{Maneshou}	[Old] Malton	1	geld		2N7
21220	17890	YS	"SN,Ma5"	King William	North Riding	{Maneshou}	[Old] Malton	11.5	geld		1N65-66
21240	17891	YS	"SN,Ma6"	Count of Mortain	North Riding	{Maneshou}	[Old] Malton	1.5	geld		5N37
21280	17891	YS	"SN,Ma6"	King William	North Riding	{Maneshou}	Broughton	8.25	geld		1N67
21300	17891	YS	"SN,Ma6"	Berengar of Tosny	North Riding	{Maneshou}	Broughton	1	geld		8N17
21320	17892	YS	"SN,Ma7"	King William	North Riding	{Maneshou}	Swinton	11	geld		1N68
21340	17892	YS	"SN,Ma7"	King William	North Riding	{Maneshou}	Appleton [le Street]	5	geld		1N69
21360	17892	YS	"SN,Ma7"	Archbishop of York	North Riding	{Maneshou}	Salton	9	geld		2N2
21380	17893	YS	"SN,Ma8"	Archbishop of York	North Riding	{Maneshou}	Brawby	6	geld		2N3
21400	17893	YS	"SN,Ma8"	Archbishop of York	North Riding	{Maneshou}	[Great] Barugh	3	geld		2N4
21420	17893	YS	"SN,Ma8"	King William	North Riding	{Maneshou}	[Great] Barugh	2	geld		1N70
21440	17893	YS	"SN,Ma8"	Archbishop of York	North Riding	{Maneshou}	[Little] Barugh	0.5	geld		2N4
21460	17894	YS	"SN,Ma9"	King William	North Riding	{Maneshou}	[Little] Barugh	1.5	geld		1N71
21500	17894	YS	"SN,Ma9"	Berengar of Tosny	North Riding	{Maneshou}	[Great] Edstone	8	geld		8N22
21520	17894	YS	"SN,Ma9"	Berengar of Tosny	North Riding	{Maneshou}	[Little] Edstone	3	geld		8N23
21540	17895	YS	"SN,Ma10"	King William	North Riding	{Maneshou}	[North] Holme [House]	1.5	geld		1N72
21560	17895	YS	"SN,Ma10"	Berengar of Tosny	North Riding	{Maneshou}	[North] Holme [House]	1.5	geld		8N18
21580	17895	YS	"SN,Ma10"	Berengar of Tosny	North Riding	{Maneshou}	Sinnington	2	geld		8N25
21600	17896	YS	"SN,Ma11"	Archbishop of York	North Riding	{Maneshou}	Nawton	4	geld		2N6
21620	17896	YS	"SN,Ma11"	Berengar of Tosny	North Riding	{Maneshou}	Nawton	2	geld		8N24
21640	17897	YS	"SN,Ma12"	Berengar of Tosny	North Riding	{Maneshou}	Welburn	1	geld		8N26
21660	17897	YS	"SN,Ma12"	King William	North Riding	{Maneshou}	Welburn	1	geld		1N73
21680	17897	YS	"SN,Ma12"	Archbishop of York	North Riding	{Maneshou}	Wombleton	1	geld		2N8
21700	17898	YS	"SN,Ma13"	Berengar of Tosny	North Riding	{Maneshou}	`Walton'	0.12	geld		8N27
21720	17898	YS	"SN,Ma13"	Berengar of Tosny	North Riding	{Maneshou}	Spaunton	6.5	geld	Berenger of Tosny and the Abbot of York from him.	8N4
21740	17898	YS	"SN,Ma13"	King William	North Riding	{Maneshou}	Spaunton	1	geld	King William and the Abbot of York from him. This holding is not recorded in the main text.	-
21760	17899	YS	"SN,Ma14"	King William	North Riding	{Maneshou}	Appleton [le Moors]	2	geld	The Abbot of York from the king. This holding is not recorded in the main text.	-
21780	17899	YS	"SN,Ma14"	King William	North Riding	{Maneshou}	Normanby	3	geld		1N74
21800	17899	YS	"SN,Ma14"	King William	North Riding	{Maneshou}	Normanby	3	geld	The Abbot of York from the king. This holding is not recorded in the main text.	-
21820	17899	YS	"SN,Ma14"	Count of Mortain	North Riding	{Maneshou}	Barton [le Street]	8	geld		5N45
21840	17900	YS	"SN,Ma15"	Berengar of Tosny	North Riding	{Maneshou}	Oswaldkirk	1	geld		8N19
21860	17900	YS	"SN,Ma15"	Count of Mortain	North Riding	{Maneshou}	Oswaldkirk	1	geld		5N38
21880	17900	YS	"SN,Ma15"	Archbishop of York	North Riding	{Maneshou}	[East] Newton	4	geld		2N5
21900	17900	YS	"SN,Ma15"	King William	North Riding	{Maneshou}	[East] Newton	2	geld		1N76
21920	17901	YS	"SN,Ma16"	Ralph of Mortimer	North Riding	{Maneshou}	Gilling [East]	4	geld		1.50E+18
21940	17901	YS	"SN,Ma16"	King William	North Riding	{Maneshou}	[West] Newton [Grange]	2	geld		1N75
21960	17901	YS	"SN,Ma16"	King William	North Riding	{Maneshou}	Sproxton	5	geld		1N77
21980	17902	YS	"SN,Ma17"	Count of Mortain	North Riding	{Maneshou}	Fadmoor	5	geld		5N46
22000	17902	YS	"SN,Ma17"	Robert Malet	North Riding	{Maneshou}	Scawton	4	geld		11N14
22020	17902	YS	"SN,Ma17"	Count of Mortain	North Riding	{Maneshou}	Griff [Farm]	2	geld	This holding is not apparently recorded in the main text where the 2 carucates in Griff are attributed to the king.	-
22040	17902	YS	"SN,Ma17"	King William	North Riding	{Maneshou}	Griff [Farm]	2	geld		1N78
22060	17903	YS	"SN,Ma18"	King William	North Riding	{Maneshou}	Stiltons [Farm]	1	geld		1N79
22080	17903	YS	"SN,Ma18"	Count of Mortain	North Riding	{Maneshou}	Stiltons [Farm]	3	geld		5N49
22100	17903	YS	"SN,Ma18"	King William	North Riding	{Maneshou}	Helmsley	3.5	geld		1N80
22120	17903	YS	"SN,Ma18"	Count of Mortain	North Riding	{Maneshou}	Helmsley	7	geld		5N50
22140	17904	YS	"SN,Ma19"	Archbishop of York	North Riding	{Maneshou}	Pockley	1	geld		2N9
22160	17904	YS	"SN,Ma19"	Count of Mortain	North Riding	{Maneshou}	Pockley	1	geld		5N40
22180	17904	YS	"SN,Ma19"	Count of Mortain	North Riding	{Maneshou}	Beadlam	4	geld		5N41
22200	17904	YS	"SN,Ma19"	Count of Mortain	North Riding	{Maneshou}	Harome	5	geld		5N42
22220	17905	YS	"SN,Ma20"	King William	North Riding	{Maneshou}	Harome	1.5	geld		1N81
22240	17905	YS	"SN,Ma20"	Berengar of Tosny	North Riding	{Maneshou}	Harome	0.25	geld		8N28
22280	17905	YS	"SN,Ma20"	King William	North Riding	{Maneshou}	Riccal [House]	2	geld		1N82
22300	17905	YS	"SN,Ma20"	Ralph Payenel	North Riding	{Maneshou}	Nunnington	6	geld		16N1
22320	17906	YS	"SN,Ma21"	Count of Mortain	North Riding	{Maneshou}	Nunnington	6	geld		5N47
22340	17906	YS	"SN,Ma21"	Archbishop of York	North Riding	{Maneshou}	Stonegrave	0.75	geld		2N15
22360	17906	YS	"SN,Ma21"	Ralph Payenel	North Riding	{Maneshou}	Stonegrave	5.25	geld		16N1
22380	17906	YS	"SN,Ma21"	Ralph Payenel	North Riding	{Maneshou}	[East and West] Ness	3	geld		16N1
22400	17907	YS	"SN,Ma22"	Ralph Payenel	North Riding	{Maneshou}	[South] Holme	1	geld		16N1
22420	17907	YS	"SN,Ma22"	Archbishop of York	North Riding	{Maneshou}	Ampleforth	3	geld		2N10
22440	17907	YS	"SN,Ma22"	King William	North Riding	{Maneshou}	Coulton	1	geld		1N84
22460	17907	YS	"SN,Ma22"	Archbishop of York	North Riding	{Maneshou}	Coulton	0.5	geld		2A4
22480	17908	YS	"SN,Ma23"	Count of Mortain	North Riding	{Maneshou}	Coulton	1.5	geld		5N51
22520	17908	YS	"SN,Ma23"	Count of Mortain	North Riding	{Maneshou}	Cawton	3	geld		5N43
22540	17908	YS	"SN,Ma23"	Count of Mortain	North Riding	{Maneshou}	Slingsby	14	geld		5N48
22560	17909	YS	"SN,Ma24"	Count of Mortain	North Riding	{Maneshou}	Fryton	0.5	geld		5N51
22580	17910	YS	"SN,B1"	Berengar of Tosny	North Riding	`Bulford'	[Low] Hutton	5.5	geld		8N9
22600	17910	YS	"SN,B1"	King William	North Riding	`Bulford'	[Low] Hutton	8.5	geld		1N85
22620	17910	YS	"SN,B1"	Berengar of Tosny	North Riding	`Bulford'	Henderskelfe	4	geld		8N10
22640	17911	YS	"SN,B2"	Berengar of Tosny	North Riding	`Bulford'	Dalby	3	geld	Berenger of Tosny and the Abbot of York from him.	8N5
22660	17911	YS	"SN,B2"	King William	North Riding	`Bulford'	Scackleton	0.5	geld		1N86
22680	17911	YS	"SN,B2"	Count of Mortain	North Riding	`Bulford'	Scackleton	0.5	geld		5N44
22700	17912	YS	"SN,B3"	Count of Mortain	North Riding	`Bulford'	Bulmer	15	geld	15 carucates with Stittenham in the main text.	5N53
22720	17912	YS	"SN,B3"	Count of Mortain	North Riding	`Bulford'	Stittenham		recorded elsewhere		5N53
22740	17912	YS	"SN,B3"	Count of Mortain	North Riding	`Bulford'	[Sheriff] Hutton	11	geld		5N54
22760	17912	YS	"SN,B3"	King William	North Riding	`Bulford'	[Sheriff] Hutton	4	geld		1N87
22780	17913	YS	"SN,B4"	Count of Mortain	North Riding	`Bulford'	Welburn	3.5	geld		5N54
22800	17913	YS	"SN,B4"	Count of Mortain	North Riding	`Bulford'	Ganthorpe	2.5	geld		5N54
22820	17914	YS	"SN,B5"	King William	North Riding	`Bulford'	Ganthorpe	0.5	geld		1N88
22860	17914	YS	"SN,B5"	Count of Mortain	North Riding	`Bulford'	Terrington	6.37	geld		5N54-55
22880	17914	YS	"SN,B5"	Berengar of Tosny	North Riding	`Bulford'	Terrington	0.25	geld		8N20
22900	17915	YS	"SN,B6"	Count Alan	North Riding	`Bulford'	Terrington	1.5	geld		6N162
22940	17915	YS	"SN,B6"	Count of Mortain	North Riding	`Bulford'	Wiganthorpe [Hall]	1	geld		5N55
22960	17915	YS	"SN,B6"	King William	North Riding	`Bulford'	Wiganthorpe [Hall]	1	geld		1N89
22980	17915	YS	"SN,B6"	Berengar of Tosny	North Riding	`Bulford'	Wiganthorpe [Hall]	1	geld		8N21
23000	17916	YS	"SN,B7"	King William	North Riding	`Bulford'	Hildenley [Hall]	2	geld		1N90
23020	17916	YS	"SN,B7"	Count of Mortain	North Riding	`Bulford'	Coneysthorpe	3	geld		5N56
23040	17916	YS	"SN,B7"	Count of Mortain	North Riding	`Bulford'	Marton [in the Forest]	6	geld		5N58
23060	17917	YS	"SN,B8"	Count of Mortain	North Riding	`Bulford'	Farlington	7	geld		5N59
23080	17917	YS	"SN,B8"	Count of Mortain	North Riding	`Bulford'	{Fornetorp}		recorded elsewhere		5N59
23100	17917	YS	"SN,B8"	Berengar of Tosny	North Riding	`Bulford'	{Fornetorp}	1	geld		8N5
23120	17917	YS	"SN,B8"	Count of Mortain	North Riding	`Bulford'	Cornbrough [House]	9	geld		5N60
23140	17918	YS	"SN,B9"	Count of Mortain	North Riding	`Bulford'	Skewsby	8	geld		5N57
23160	17918	YS	"SN,B9"	King William	North Riding	`Bulford'	[West] Lilling	3	geld	4 carucates in the main text.	1N91
23170	17918	YS	"SN,B9"	Count of Mortain	North Riding	`Bulford'	[West] Lilling	0.25	geld		5N61
23180	17918	YS	"SN,B9"	Count of Mortain	North Riding	`Bulford'	Thornton [le Clay]	3	geld		5N61
23200	17919	YS	"SN,B10"	Count Alan	North Riding	`Bulford'	Thornton [le Clay]	2	geld		6N162
23220	17919	YS	"SN,B10"	Robert Malet	North Riding	`Bulford'	Thornton [le Clay]	2	geld		11N15
23260	17919	YS	"SN,B10"	Count of Mortain	North Riding	`Bulford'	Crambe	4	geld		5N62
23280	17919	YS	"SN,B10"	King William	North Riding	`Bulford'	Crambe	4	geld		1N92
23300	17919	YS	"SN,B10"	Count of Mortain	North Riding	`Bulford'	Barton [le Willows]	8	geld		5N63
23320	17920	YS	"SN,B11"	King William	North Riding	`Bulford'	Harton	12	geld		1N93
23340	17920	YS	"SN,B11"	King William	North Riding	`Bulford'	Claxton	3	geld		1N94
23360	17920	YS	"SN,B11"	Count of Mortain	North Riding	`Bulford'	Claxton	1	geld		5N61
23380	17920	YS	"SN,B11"	King William	North Riding	`Bulford'	[Sand] Hutton	1	geld		1N95
23400	17921	YS	"SN,B12"	King William	North Riding	`Bulford'	{Dic}	2	geld		1N96
23420	17921	YS	"SN,B12"	Count of Mortain	North Riding	`Bulford'	[Upper] Helmsley	4	geld		5N61
23440	17921	YS	"SN,B12"	King William	North Riding	`Bulford'	Sutton [on the Forest]	3	geld		1Y1
23460	17921	YS	"SN,B12"	King William	North Riding	`Bulford'	Holtby	6	geld		1N99
23480	17922	YS	"SN,B13"	Archbishop of York	North Riding	`Bulford'	[Gate] Helmsley	4.25	geld		2N17
23500	17922	YS	"SN,B13"	Archbishop of York	North Riding	`Bulford'	Warthill	3	geld		2N18
23520	17922	YS	"SN,B13"	Count of Mortain	North Riding	`Bulford'	Warthill	2	geld		5N64
23540	17923	YS	"SN,B14"	Archbishop of York	North Riding	`Bulford'	Carlton [Farm]	3	geld		2N19
23560	17923	YS	"SN,B14"	Count of Mortain	North Riding	`Bulford'	Whitwell [on the Hill]	9.5	geld		5N65
23580	17923	YS	"SN,B14"	King William	North Riding	`Bulford'	[East] Lilling	1.75	geld	Duplicated in 29N11	1N100
23600	17924	YS	"SN,B15"	Count of Mortain	North Riding	`Bulford'	[East] Lilling	1.25	geld		5N61
23640	17924	YS	"SN,B15"	Archbishop of York	North Riding	`Bulford'	Strensall	5	geld		2N27
23660	17924	YS	"SN,B15"	Archbishop of York	North Riding	`Bulford'	Towthorpe	3	geld	See 2N28.	2N27
23680	17924	YS	"SN,B15"	Count of Mortain	North Riding	`Bulford'	Towthorpe	1	geld	This holding is not apparently recorded in the main text.	-
23700	17925	YS	"SN,B16"	Count of Mortain	North Riding	`Bulford'	Earswick	3	geld		2N29
23720	17925	YS	"SN,B16"	Count of Mortain	North Riding	`Bulford'	Huntington	5	geld		5N66
23740	17925	YS	"SN,B16"	King William	North Riding	`Bulford'	Huntington	2.75	geld		1N101
23760	17925	YS	"SN,B16"	Count Alan	North Riding	`Bulford'	Huntington	1.25	geld		6N162
23780	17926	YS	"SN,B17"	King William	North Riding	`Bulford'	Flaxton	2.5	geld		1N102
23800	17926	YS	"SN,B17"	Archbishop of York	North Riding	`Bulford'	Flaxton	0.75	geld		2N11
23820	17926	YS	"SN,B17"	Count Alan	North Riding	`Bulford'	Flaxton	1.5	geld		6N162
23840	17926	YS	"SN,B17"	King William	North Riding	`Bulford'	Huby	6	geld		1Y1
23860	17927	YS	"SN,B18"	King William	North Riding	`Bulford'	Whenby	8	geld	This holding is not recorded in the main text.	-
23880	17927	YS	"SN,B18"	Count Alan	North Riding	`Bulford'	Foston	8	geld		6N162
23900	17927	YS	"SN,B18"	Archbishop of York	North Riding	`Bulford'	Stillington	10	geld		2N21
23920	17928	YS	"SN,B19"	King William	North Riding	`Bulford'	Moxby [Hall]	3	geld		1Y1
23940	17928	YS	"SN,B19"	Archbishop of York	North Riding	`Bulford'	Murton [Farm]	2.5	geld		2N12
23960	17928	YS	"SN,B19"	King William	North Riding	`Bulford'	Murton [Farm]	2	geld		1Y1
23980	17929	YS	"SN,B20"	King William	North Riding	`Bulford'	Thorpe [Hill]	17	geld		1Y1
24000	17929	YS	"SN,B20"	King William	North Riding	`Bulford'	Kelsit [Grange]		recorded elsewhere		1Y1
24020	17929	YS	"SN,B20"	King William	North Riding	`Bulford'	Sutton [on the Forest]		recorded elsewhere		1Y1
24040	17929	YS	"SN,B20"	King William	North Riding	`Bulford'	[Cold] Kirby		recorded elsewhere		1Y1
24060	17930	YS	"SN,B21"	King William	North Riding	`Bulford'	Easingwold	12	geld		1Y1
24080	17930	YS	"SN,B21"	King William	North Riding	`Bulford'	Raskelf	8	geld		1N103
24100	17930	YS	"SN,B21"	King William	North Riding	`Bulford'	`Corburn'	3	geld		2N30
24120	17931	YS	"SN,B22"	Ralph Payenel	North Riding	`Bulford'	Newton [upon Ouse]	9	geld		16N2
24140	17931	YS	"SN,B22"	Ralph Payenel	North Riding	`Bulford'	{Toresbi}		recorded elsewhere		16N2
24160	17931	YS	"SN,B22"	William of Percy	North Riding	`Bulford'	`Inglethwaite'	8	geld		13N15
24180	17932	YS	"SN,B23"	Archbishop of York	North Riding	`Bulford'	Haxby	6.12	geld		2N22
24200	17932	YS	"SN,B23"	Archbishop of York	North Riding	`Bulford'	Tollerton	8	geld		2N23
24220	17932	YS	"SN,B23"	Archbishop of York	North Riding	`Bulford'	Alne	8	geld		2N24
24240	17932	YS	"SN,B23"	Archbishop of York	North Riding	`Bulford'	Youlton	4	geld		2N25
24260	17932	YS	"SN,B23"	Archbishop of York	North Riding	`Bulford'	Myton [on Swale]	0.25	geld		2N25
24280	17933	YS	"SN,B24"	Archbishop of York	North Riding	`Bulford'	Tholthorpe	7	geld		2N25
24300	17933	YS	"SN,B24"	Archbishop of York	North Riding	`Bulford'	Wide Open [Farm]		recorded elsewhere		2N25
24320	17933	YS	"SN,B24"	Archbishop of York	North Riding	`Bulford'	Helperby	6	geld	5 carucates in the main text.	2N25
24340	17934	YS	"SN,B25"	Archbishop of York	North Riding	`Bulford'	Helperby	4	geld	4 carucates in the main text.	2N26
24360	17934	YS	"SN,B25"	Archbishop of York	North Riding	`Bulford'	Myton [on Swale]	4.5	geld		2N25
24380	17934	YS	"SN,B25"	King William	North Riding	`Bulford'	Myton [on Swale]	3.25	geld		1N104
24400	17935	YS	"SN,B26"	Count of Mortain	North Riding	`Bulford'	Aldwark	8	geld		5N70
24420	17935	YS	"SN,B26"	King William	North Riding	`Bulford'	Brafferton	6	geld		1N105-106
24430	17935	YS	"SN,B26"	Count of Mortain	North Riding	`Bulford'	Brafferton	1	geld		5N74
24440	17935	YS	"SN,B26"	Count of Mortain	North Riding	`Bulford'	Stearsby	2	geld	This holding is not apparently recorded in the main text.	-
24460	17936	YS	"SN,B27"	Count of Mortain	North Riding	`Bulford'	[Low] Mowthorpe [Farm]	3	geld	This holding is not recorded in the main text.	-
24480	17936	YS	"SN,B27"	Count Alan	North Riding	`Bulford'	Shipton	6	geld	This holding is not recorded in the main text.	-
24500	17936	YS	"SN,B27"	Count Alan	North Riding	`Bulford'	Bossall	0.31	geld	This holding is not apparently recorded in the main text.	-
24520	17937	YS	"SN,Bi1"	King William	North Riding	`Yarlestre'	Thormanby	1.5	geld	"Gamal held 0.5 carucate in the same place: see 11N16, under Robert Malet."	1Y1
24540	17937	YS	"SN,Bi1"	Robert Malet	North Riding	`Yarlestre'	Thormanby	4	geld		11N16
24560	17937	YS	"SN,Bi1"	Bishop of Durham	North Riding	`Yarlestre'	Crayke	6	geld		3Y10
24580	17938	YS	"SN,Bi2"	Archbishop of York	North Riding	`Yarlestre'	Baxby	6.12	geld		2N13
24600	17938	YS	"SN,Bi2"	Archbishop of York	North Riding	`Yarlestre'	Carlton [Husthwaite]	4.5	geld		2N14
24620	17938	YS	"SN,Bi2"	Gospatric (son of Arnketil)	North Riding	`Yarlestre'	Thorpe [le Willows]	3	geld	attributed to the king in the main text.	1N108
24640	17939	YS	"SN,Bi3"	Gospatric (son of Arnketil)	North Riding	`Yarlestre'	Oulston	6	geld		28W35
24660	17939	YS	"SN,Bi3"	Robert Malet	North Riding	`Yarlestre'	[Old] Byland	6	geld		11N17
24680	17939	YS	"SN,Bi3"	Robert Malet	North Riding	`Yarlestre'	{Bernebi}	4.5	geld		11N18
24700	17940	YS	"SN,Bi4"	Bishop of Durham	North Riding	`Yarlestre'	Sessay	5	geld		3Y11
24720	17940	YS	"SN,Bi4"	Bishop of Durham	North Riding	`Yarlestre'	{Horenbodebi}	3	geld		3Y12
24740	17940	YS	"SN,Bi4"	William of Percy	North Riding	`Yarlestre'	Topcliffe	26	geld	Topcliffe with 4 unnamed outliers.	13N17
24760	17941	YS	"SN,Bi5"	William of Percy	North Riding	`Yarlestre'	{Bergebi}	8	geld		13N16
24780	17941	YS	"SN,Bi5"	William of Percy	North Riding	`Yarlestre'	Rainton	4	geld		13N18
24800	17941	YS	"SN,Bi5"	William of Percy	North Riding	`Yarlestre'	Catton	6	geld		13N19
24820	17942	YS	"SN,Bi6"	King William	North Riding	`Yarlestre'	Carlton [Miniott]	4	geld		1N109
24840	17942	YS	"SN,Bi6"	King William	North Riding	`Yarlestre'	[Sand] Hutton	6	geld		1Y1
24860	17942	YS	"SN,Bi6"	Count of Mortain	North Riding	`Yarlestre'	Breckenbrough	6	geld		5N71
24880	17942	YS	"SN,Bi6"	King William	North Riding	`Yarlestre'	Thirsk	8	geld		1N112
24900	17943	YS	"SN,Bi7"	King William	North Riding	`Yarlestre'	Newsham	2.5	geld		1N110
24920	17943	YS	"SN,Bi7"	King William	North Riding	`Yarlestre'	Sowerby	5	geld		"1Y1, 1N111"
24940	17943	YS	"SN,Bi7"	Bishop of Durham	North Riding	`Yarlestre'	Knayton	4	geld		3Y13
24960	17943	YS	"SN,Bi7"	King William	North Riding	`Yarlestre'	Knayton	2	geld	This holding is not apparently recorded in the main text.	-
24980	17944	YS	"SN,Bi8"	King William	North Riding	`Yarlestre'	[North] Kilvington	8	geld		1Y2
25000	17944	YS	"SN,Bi8"	Count of Mortain	North Riding	`Yarlestre'	[North] Kilvington	13	geld	13 carucates with Upsall and Hundulfthorpe in the main text.	5N72. 5N75
25040	17944	YS	"SN,Bi8"	Count of Mortain	North Riding	`Yarlestre'	Upsall		recorded elsewhere		5N75-76
25060	17944	YS	"SN,Bi8"	Count of Mortain	North Riding	`Yarlestre'	Hundulfthorpe [Farm]		recorded elsewhere		5N75
25080	17945	YS	"SN,A1"	King William	North Riding	Allerton	[North]allerton	42	geld		1Y2
25100	17945	YS	"SN,A1"	King William	North Riding	Allerton	Birkby		recorded elsewhere		1Y2
25120	17945	YS	"SN,A1"	King William	North Riding	Allerton	Sowerby [under Cotcliffe]		recorded elsewhere		1Y2
25140	17945	YS	"SN,A1"	King William	North Riding	Allerton	Kirby [Wiske]		recorded elsewhere		1Y2
25160	17945	YS	"SN,A1"	King William	North Riding	Allerton	Landmoth		recorded elsewhere		1Y2
25180	17945	YS	"SN,A1"	King William	North Riding	Allerton	Thornton [le Beans]		recorded elsewhere		1Y2
25200	17945	YS	"SN,A1"	King William	North Riding	Allerton	[Great] Smeaton		recorded elsewhere		1Y2
25220	17945	YS	"SN,A1"	King William	North Riding	Allerton	[Little] Smeaton		recorded elsewhere		1Y2
25240	17945	YS	"SN,A1"	King William	North Riding	Allerton	[East] Cowton		recorded elsewhere		1Y2
25260	17945	YS	"SN,A1"	King William	North Riding	Allerton	Borrowby		recorded elsewhere		1Y2
25280	17945	YS	"SN,A1"	King William	North Riding	Allerton	Romanby		recorded elsewhere		1Y2
25300	17945	YS	"SN,A1"	King William	North Riding	Allerton	Yafforth		recorded elsewhere		1Y2
25320	17945	YS	"SN,A1"	King William	North Riding	Allerton	Newsham [Grange]	75	geld		1Y2
25340	17945	YS	"SN,A1"	King William	North Riding	Allerton	[West] Harlsey		recorded elsewhere		1Y2
25360	17945	YS	"SN,A1"	King William	North Riding	Allerton	`Westhouse'		recorded elsewhere		1Y2
25380	17945	YS	"SN,A1"	King William	North Riding	Allerton	Maunby		recorded elsewhere		1Y2
25400	17945	YS	"SN,A1"	King William	North Riding	Allerton	[Kirby] Sigston		recorded elsewhere		1Y2
25420	17945	YS	"SN,A1"	King William	North Riding	Allerton	Cowesby		recorded elsewhere		1Y2
25440	17945	YS	"SN,A1"	King William	North Riding	Allerton	Warlaby		recorded elsewhere		1Y2
25460	17945	YS	"SN,A1"	King William	North Riding	Allerton	Thimbleby		recorded elsewhere		1Y2
25480	17945	YS	"SN,A1"	King William	North Riding	Allerton	Ainderby [Steeple]		recorded elsewhere		1Y2
25500	17945	YS	"SN,A1"	King William	North Riding	Allerton	Yafforth		recorded elsewhere		1Y2
25520	17945	YS	"SN,A1"	King William	North Riding	Allerton	Leake		recorded elsewhere		1Y2
25540	17945	YS	"SN,A1"	King William	North Riding	Allerton	Knayton		recorded elsewhere		1Y2
25560	17945	YS	"SN,A1"	King William	North Riding	Allerton	Lazenby [Hall]		recorded elsewhere		1Y2
25580	17945	YS	"SN,A1"	King William	North Riding	Allerton	Ravensthorpe [Manor]		recorded elsewhere		1Y2
25600	17945	YS	"SN,A1"	King William	North Riding	Allerton	[Over] Dinsdale [Grange]		recorded elsewhere		1Y2
