struct_idx	county	phillimore	hundred	vill	m_type	holding	units	waste_86
3324	DOR	"26,52"	Winfrith [Newburgh]	[East] Stoke	[M]	2	geld	N
3325	DOR	"26,53"	Hasler	Stoborough	X	0.5	geld	N
3326	DOR	"26,54"	Hasler	Creech and [East and West] Creech	[M]	2	geld	N
3327	DOR	"26,55"	Hasler	Tyneham	[M]	3.5	geld	N
3328	DOR	"26,56"	Winfrith [Newburgh]	Moreton	[M]	3	geld	N
3329	DOR	"26,57"	Winfrith [Newburgh]	Warmwell	[M]	1	geld	N
3330	DOR	"26,58"	`Goderthorn'	"Loders, [Up]loders and Loders [Lutton]"	[M]	1.5	geld	N
3331	DOR	"26,59"	Eggardon	Hooke	[M]	2	geld	N
3332	DOR	"26,60"	Winfrith [Newburgh]	Wool	M	1.75	geld	N
3333	DOR	"26,61"	Ailwood	Studland	[M]	3.5	geld	N
3334	DOR	"26,62"	Whitchurch [Canonicorum]	`Stanton [St Gabriel]'	X	0.5	geld	N
3335	DOR	"26,63"	Whitchurch [Canonicorum]	Wootton [Fitzpaine]	[M]	2	geld	N
3336	DOR	"26,64"	Whitchurch [Canonicorum]	Catherston [Leweston]	[M]	3.5	geld	N
3337	DOR	"26,65"	Beaminster	Corscombe	[M]	1	geld	N
3338	DOR	"26,66"	Beaminster	Toller [Whelme]	[M]	3	geld	N
3339	DOR	"26,67"	Whitchurch [Canonicorum]	Charmouth	[M]	3	geld	N
3340	DOR	"26,68"	`Uggescombe'	Shilvinghampton	[M]	1.25	geld	N
3341	DOR	"26,69"	Whitchurch [Canonicorum]	Wootton [Fitzpaine]	[M]	0.5	geld	N
3342	DOR	"26,70"	Brunsell	[Stourton] Caundle	[M]	1	geld	N
3343	DOR	"26,71"	Brunsell	[Stourton] Caundle	[M]	3	geld	N
3345	DOR	"27,1"	Gillingham	Fifehead [Magdalen]	[M]	5	geld	N
3346	DOR	"27,2"	Puddletown	Ilsington	[M]	2	geld	N
3347	DOR	"27,3"	Puddletown	Tincleton	[M]	2	geld	N
3348	DOR	"27,4"	Cullifordtree	Mayne	[M]	3	geld	N
3349	DOR	"27,5"	Cullifordtree	Mayne	[M]	2	geld	N
3350	DOR	"27,6"	Sherborne	Trill	D	3	geld	N
3350	DOR	"27,6"	Yetminster	Clifton [Maybank]	M	6	geld	N
3351	DOR	"27,7"	Winfrith [Newburgh]	Warmwell	[M]	2.5	geld	N
3352	DOR	"27,8"	Hasler	Tyneham	X	1.25	geld	N
3353	DOR	"27,9"	Beaminster	[South] Perrott	M	5	geld	N
3354	DOR	"27,10"	Beaminster	Catsley	[M]	1.25	geld	N
3355	DOR	"27,11"	Whitchurch [Canonicorum]	Burstock	[M]	3	geld	N
3357	DOR	"28,1"	Gillingham	[East and West] Stour	[M]	7	geld	N
3358	DOR	"28,2"	Cogdean	Sturminster [Marshall]	[M]	30	geld	N
3359	DOR	"28,3"	Hasler	Creech and [East and West] Creech	[M]	2	geld	N
3360	DOR	"28,4"	Hasler	Steeple	[M]	2.5	geld	N
3361	DOR	"28,5"	Hasler	[Church] Knowle	[M]	3.5	geld	N
3362	DOR	"28,6"	Ailwood	Afflington	[M]	2	geld	N
3363	DOR	"28,7"	Ailwood	Afflington	[M]	0.5	geld	N
3365	DOR	"29,1"	`Uggescombe'	Corton	[M]	5	geld	N
3367	DOR	"30,1"	Cogdean	Corfe [Mullen]	[M]	10	geld	N
3368	DOR	"30,2"	Badbury	Leigh	[M]	1	geld	N
3369	DOR	"30,3"	Gillingham	Ranston	[M]	3	geld	N
3370	DOR	"30,4"	Hasler	Povington	M	8.5	geld	N
3372	DOR	"31,1"	Cogdean	Canford [Magna]	M	25	geld	N
3373	DOR	"31,2"	Cogdean	Kinson	M	13	geld	N
3375	DOR	"32,1"	Gillingham	[Little] Kington and Kington [Magna]	[M]	6.25	geld	N
3376	DOR	"32,2"	Yetminster	Melbury [Bubb and Osmund]	[M]	4.5	geld	N
3377	DOR	"32,3"	Tollerford	[Higher and Lower] Kingcombe	[M]	0.81	geld	N
3378	DOR	"32,4"	Beaminster	Poorton	[M]	0.5	geld	N
3379	DOR	"32,5"	Beaminster	Mapperton	[M]	3.75	geld	N
3381	DOR	"33,1"	Gillingham	Gillingham	[M]	3.5	geld	N
3382	DOR	"33,2"	Gillingham	[Higher and Lower] Nyland	[M]	2	geld	N
3383	DOR	"33,3"	Gillingham	[Higher and Lower] Nyland	X	1	geld	N
3384	DOR	"33,4"	`Goderthorn'	Allington	[M]	3	geld	N
3385	DOR	"33,5"	Whitchurch [Canonicorum]	`Stoke [Wallis]'	[M]	1	geld	N
3386	DOR	"33,6"	Whitchurch [Canonicorum]	`Stoke [Wallis]'	[M]	0.75	geld	N
3388	DOR	"34,1"	[Sturminster] Newton	Thornton	[M]	2	geld	N
3389	DOR	"34,2"	Dorchester	Bradford [Peverell]	M	17	geld	N
3390	DOR	"34,3"	-	{Hiwes}	X	1	geld	N
3391	DOR	"34,4"	Buckland [Newton]	Mappowder	[M]	0.75	geld	N
3392	DOR	"34,5"	Cogdean	Lytchett [Matravers]	[M]	12	geld	N
3393	DOR	"34,6"	Combsditch	Blandford [St Mary] and [Lower] Blandford [St Mary]	[M]	4	geld	N
3394	DOR	"34,7"	Yetminster	Woolcombe	[M]	5	geld	N
3395	DOR	"34,8"	`Uggescombe'	Swyre	[M]	9	geld	N
3396	DOR	"34,9"	Tollerford	Wynford [Eagle]	[M]	14	geld	N
3397	DOR	"34,10"	Tollerford	Frome [Vauchurch]	[M]	6	geld	N
3398	DOR	"34,11"	Knowlton	[Long] Crichel	[M]	12	geld	N
3399	DOR	"34,12"	-	`Tarrant'	[M]	3.5	geld	N
3400	DOR	"34,13"	`Uggescombe'	Elworth	[M]	2	geld	N
3401	DOR	"34,14"	Sherborne	Stock [Gaylard]	[M]	1	geld	N
3402	DOR	"34,15"	Brunsell	[Stourton] Caundle	[M]	3.5	geld	N
3404	DOR	"35,1"	Gillingham	Silton	M	10.12	geld	N
3404	DOR	"35,1"	Gillingham	Milton [-on-Stour]	D	3	geld	N
3406	DOR	"36,1"	Gillingham	Todber	[M]	2	geld	N
3407	DOR	"36,2"	Charborough	Spetisbury	M	7.3	geld	N
3408	DOR	"36,3"	Pimperne	Winterborne [Houghton]	[M]	2.5	geld	N
3409	DOR	"36,4"	Buckland [Newton]	[East and West] Pulham	M	10	geld	N
3410	DOR	"36,5"	[Sturminster] Newton	Hammoon	M	5	geld	N
3411	DOR	"36,6"	Tollerford	Chilfrome	M	10	geld	N
3412	DOR	"36,7"	Tollerford	Cruxton	[M]	4	geld	N
3413	DOR	"36,8"	Tollerford	[East and West] Chelborough	[M]	3	geld	N
3414	DOR	"36,9"	Pimperne	Iwerne [Stepleton]	[M]	3	geld	N
3415	DOR	"36,10"	Beaminster	Littlewindsor	[M]	4	geld	N
3416	DOR	"36,11"	Beaminster	Mapperton	[M]	5.25	geld	N
3418	DOR	"37,1"	Buckland [Newton]	[Glanvilles] Wootton	[M]	3	geld	N
3419	DOR	"37,2"	Buckland [Newton]	[Glanvilles] Wootton	X	2	geld	N
3420	DOR	"37,3"	Winfrith [Newburgh]	Holton	X	0.5	geld	N
3421	DOR	"37,4"	Pimperne	Ash	[M]	2.5	geld	N
3422	DOR	"37,5"	Hasler	Kimmeridge	[M]	1.5	geld	N
3423	DOR	"37,6"	Hasler	Creech and [East and West] Creech	X	0.5	geld	N
3424	DOR	"37,7"	Ailwood	Afflington	X	0.87	geld	N
3425	DOR	"37,8"	Hasler	[Church] Knowle	X	1	geld	N
3426	DOR	"37,9"	Winfrith [Newburgh]	Rushton	X	1.5	geld	N
3427	DOR	"37,10"	Hasler	Worgret	X	1.75	geld	N
3428	DOR	"37,11"	Winfrith [Newburgh]	Hethfelton	X	2	geld	N
3429	DOR	"37,12"	Hasler	Smedmore	X	0.5	geld	N
3430	DOR	"37,13"	Ailwood	-	X	6.87	geld	N
3431	DOR	"37,14"	Ailwood	Woolgarston and [Little] Woolgarston	[M]	1.96	geld	N
3433	DOR	"38,1"	Cullifordtree	[West] Knighton	[M]	6	geld	N
3434	DOR	"38,2"	Brunsell	[Stourton] Caundle	M	5	geld	N
3436	DOR	"39,1"	-	`Winterborne'	M	6	geld	N
3437	DOR	"39,2"	Brunsell	[Stourton] Caundle	[M]	3	geld	N
3439	DOR	"40,1"	Gillingham	Manston	[M]	5	geld	N
3440	DOR	"40,2"	Gillingham	[Little] Kington and Kington [Magna]	[M]	3	geld	N
3441	DOR	"40,3"	Gillingham	Sutton [Waldron]	[M]	8	geld	N
3442	DOR	"40,4"	-	`Winterborne'	[M]	4	geld	N
3443	DOR	"40,5"	Cranborne	Dudsbury	[M]	1	geld	N
3444	DOR	"40,6"	Pimperne	Fifehead [Neville]	[M]	5	geld	N
3445	DOR	"40,7"	Hasler	[Church] Knowle	[M]	1	geld	N
3446	DOR	"40,8"	Tollerford	[Maiden] Newton	[M]	6	geld	N
3447	DOR	"40,9"	Tollerford	Toller [Fratrum and Porcorum]	[M]	5	geld	N
3449	DOR	"41,1"	Ailwood	Afflington	[M]	2.37	geld	N
3450	DOR	"41,2"	Hasler	[Church] Knowle	[M]	2	geld	N
3451	DOR	"41,3"	Hasler	[East] Holme	[M]	2.25	geld	N
3452	DOR	"41,4"	Winfrith [Newburgh]	Coombe [Keynes]	[M]	3	geld	N
3453	DOR	"41,5"	Charborough	Morden and [East] Morden	[M]	3.62	geld	N
3455	DOR	"42,1"	Gillingham	Iwerne [Courtney]	[M]	8	geld	N
3457	DOR	"43,1"	`Goderthorn'	Bredy	[M]	4	geld	N
3459	DOR	"44,1"	Gillingham	[Gold] Hill	[M]	2	geld	N
3461	DOR	"45,1"	Pimperne	Turnworth	[M]	5	geld	N
3463	DOR	"46,1"	Puddletown	Milborne [St Andrew]	[M]	5	geld	N
3464	DOR	"46,2"	Winfrith [Newburgh]	Owermoigne	[M]	9.75	geld	N
3466	DOR	"47,1"	Gillingham	Wyndlam	[M]	2	geld	N
3467	DOR	"47,2"	Yetminster	Melbury [Bubb and Osmund]	[M]	6	geld	N
3468	DOR	"47,3"	Tollerford	[East and West] Chelborough	[M]	5	geld	N
3469	DOR	"47,4"	Pimperne	[Langton Long] Blandford	[M]	5	geld	N
3470	DOR	"47,5"	`Uggescombe'	[East and West] Bexington	[M]	9.5	geld	N
3471	DOR	"47,6"	Eggardon	Powerstock	[M]	6	geld	N
3472	DOR	"47,7"	Eggardon	Wraxall	M	14	geld	N
3473	DOR	"47,8"	Beaminster	Poorton	[M]	2	geld	N
3474	DOR	"47,9"	Ailwood	Worth [Matravers]	[M]	16.62	geld	N
3475	DOR	"47,10"	Ailwood	Rollington	[M]	2.43	geld	N
3476	DOR	"47,11"	Ailwood	Worth [Matravers]	[M]	0.5	geld	N
3477	DOR	"47,12"	Ailwood	Herston	[M]	0.66	geld	N
3479	DOR	"48,1"	Puddletown	Waterston and [Lower] Waterston	[M]	10	geld	N
3480	DOR	"48,2"	Ailwood	Whitecliff	[M]	3	geld	N
3482	DOR	"49,1"	Combsditch	Blandford [St Mary] and [Lower] Blandford [St Mary]	[M]	1.5	geld	N
3483	DOR	"49,2"	Charborough	Morden and [East] Morden	[M]	0.75	geld	N
3484	DOR	"49,3"	Cranborne	Hampreston	[M]	6	geld	N
3485	DOR	"49,4"	Badbury	{Selavestune}	[M]	4.37	geld	N
3486	DOR	"49,5"	-	`Tarrant'	[M]	2	geld	N
3487	DOR	"49,6"	Cranborne	Stubhampton	[M]	1	geld	N
3488	DOR	"49,7"	Cranborne	Chettle	[M]	1	geld	N
3489	DOR	"49,8"	Cranborne	Farnham	[M]	2	geld	N
3490	DOR	"49,9"	Hasler	Bradle	[M]	4	geld	N
3491	DOR	"49,10"	Cullifordtree	Tatton	[M]	3	geld	N
3492	DOR	"49,11"	Pimperne	Durweston	[M]	4.5	geld	N
3493	DOR	"49,12"	Whitchurch [Canonicorum]	Wootton [Fitzpaine]	[M]	12	geld	N
3494	DOR	"49,13"	Cullifordtree	Bridge	X	0.25	geld	N
3495	DOR	"49,14"	Winfrith [Newburgh]	Hethfelton	X	1.5	geld	N
3496	DOR	"49,15"	Winfrith [Newburgh]	[East and West] Lulworth	[M]	8.75	geld	N
3497	DOR	"49,16"	Knowlton	[Long] Crichel	[M]	4	geld	N
3498	DOR	"49,17"	Cranborne	Farnham	[M]	0.5	geld	N
3500	DOR	"50,1"	Cranborne	Edmondsham	[M]	1.5	geld	N
3501	DOR	"50,2"	Cranborne	Edmondsham	[M]	1.5	geld	N
3502	DOR	"50,3"	Cranborne	Hemsworth	[M]	1	geld	N
3503	DOR	"50,4"	Pimperne	Stourpaine	[M]	6.37	geld	N
3505	DOR	"51,1"	Tollerford	Compton [Valence]	[M]	10	geld	N
3507	DOR	"52,1"	Dorchester	Stinsford	[M]	2.62	geld	N
3508	DOR	"52,2"	Cullifordtree	Ringstead	[M]	2	geld	N
3510	DOR	"53,1"	-	`Cerne'	[M]	1.5	geld	N
3511	DOR	"53,2"	`Uggescombe'	Litton [Cheney]?	M	10	geld	N
3513	DOR	"54,1"	-	-	X	5	geld	N
3514	DOR	"54,2"	Brunsell	[Stourton] Caundle	X	0.5	geld	N
3515	DOR	"54,3"	Cullifordtree	`Wey'	[M]	2.5	geld	N
3516	DOR	"54,4"	Whitchurch [Canonicorum]	Moorbath	[M]	2	geld	N
3517	DOR	"54,5"	Beaminster	Mosterton	[M]	6	geld	N
3518	DOR	"54,6"	[Sturminster] Newton	Shillingstone	[M]	16	geld	N
3519	DOR	"54,7"	Beaminster	Poorton	[M]	1.62	geld	N
3520	DOR	"54,8"	Hasler	Tyneham	[M]	3	geld	N
3521	DOR	"54,9"	-	`Tarrant'	[M]	2	geld	N
3522	DOR	"54,10"	Cranborne	[West] Parley	[M]	2	geld	N
3523	DOR	"54,11"	Cranborne	Farnham	[M]	2	geld	N
3524	DOR	"54,12"	Bere [Regis]	Milborne [Stileham]	[M]	2	geld	N
3525	DOR	"54,13"	Winfrith [Newburgh]	Rushton	X	0.75	geld	N
3526	DOR	"54,14"	Badbury	Petersham	[M]	0.75	geld	N
3528	DOR	"55,1"	Dorchester	Martinstown	[M]	6	geld	N
3529	DOR	"55,2"	Dorchester	Frome [Whitfield]	[M]	4	geld	N
3530	DOR	"55,3"	Puddletown	`[Little] Cheselbourne'	[M]	2	geld	N
3531	DOR	"55,4"	Cullifordtree	Buckland [Ripers]	[M]	4	geld	N
3532	DOR	"55,5"	Cullifordtree	`Wey'	[M]	4.25	geld	N
3533	DOR	"55,6"	Cullifordtree	`Wey'	[M]	6	geld	N
3534	DOR	"55,7"	-	`Winterborne'	[M]	1	geld	N
3535	DOR	"55,8"	Cullifordtree	Stafford	M	6	geld	N
3536	DOR	"55,9"	-	`Winterborne'	[M]	8	geld	N
3537	DOR	"55,10"	Charborough	Morden and [East] Morden	[M]	1.25	geld	N
3538	DOR	"55,11"	-	`Winterborne'	[M]	5	geld	N
3539	DOR	"55,12"	-	`Winterborne'	X	0.37	geld	N
3540	DOR	"55,13"	Cranborne	Wimborne [St Giles]	[M]	1	geld	N
3541	DOR	"55,14"	Cranborne	Hampreston	[M]	1	geld	N
3542	DOR	"55,15"	Bere [Regis]	Bere [Regis]	[M]	0.5	geld	N
3543	DOR	"55,15a"	-	-	X	0.37	geld	N
3544	DOR	"55,16"	Bere [Regis]	[Turners] Puddle	[M]	6	geld	N
3545	DOR	"55,17"	Pimperne	Winterborne [Houghton]	M	2.25	geld	N
3546	DOR	"55,18"	Cullifordtree	Bridge	X	0.25	geld	N
3547	DOR	"55,19"	`Goderthorn'	[Higher and Lower] Sturthill	[M]	5	geld	N
3548	DOR	"55,20"	`Goderthorn'	Graston	[M]	2.5	geld	N
3549	DOR	"55,21"	Cranborne	Farnham	X	0.5	geld	N
3550	DOR	"55,22"	`Uggescombe'	Puncknowle	[M]	5	geld	N
3551	DOR	"55,23"	Cullifordtree	Tatton	X	2	geld	N
3552	DOR	"55,24"	`Goderthorn'	"Loders, [Up]loders and Loders [Lutton]"	X	1	geld	N
3553	DOR	"55,25"	-	`Tarrant'	X	0.5	geld	N
3554	DOR	"55,26"	Pimperne	Durweston	[M]	2	geld	N
3555	DOR	"55,27"	-	`Winterborne'	[M]	1.5	geld	N
3556	DOR	"55,28"	-	`Winterborne'	X	1.25	geld	N
3557	DOR	"55,29"	-	`Tarrant'	[M]	5	geld	N
3558	DOR	"55,30"	-	`Tarrant'	[M]	1.75	geld	N
3559	DOR	"55,31"	`Uggescombe'	Langton [Herring]	[M]	1.5	geld	N
3560	DOR	"55,32"	Winfrith [Newburgh]	Rushton	X	0.5	geld	N
3561	DOR	"55,33"	Winfrith [Newburgh]	Chaldon [Herring] and [West] Chaldon	[M]	5	geld	N
3562	DOR	"55,34"	Cullifordtree	Ringstead	[M]	1	geld	N
3563	DOR	"55,35"	Winfrith [Newburgh]	Warmwell	[M]	1.5	geld	N
3564	DOR	"55,36"	Cullifordtree	Ringstead	[M]	1.5	geld	N
3565	DOR	"55,37"	Hasler	Creech and [East and West] Creech	[M]	0.5	geld	N
3566	DOR	"55,38"	Hasler	Hurpston	[M]	3	geld	N
3567	DOR	"55,39"	Hasler	Hurpston	M	0.5	geld	I
3568	DOR	"55,40"	Ailwood	Wilkswood	[M]	3.66	geld	N
3569	DOR	"55,41"	Ailwood	Acton	[M]	2.5	geld	N
3570	DOR	"55,42"	Ailwood	Swanage	[M]	1.5	geld	N
3571	DOR	"55,43"	Ailwood	Worth [Matravers]	X	0.75	geld	N
3572	DOR	"55,44"	Ailwood	`Thorne'	[M]	1	geld	N
3573	DOR	"55,45"	Ailwood	`Thorne'	[M]	1	geld	N
3574	DOR	"55,46"	Ailwood	Brenscombe	[M]	0.25	geld	N
3575	DOR	"55,47"	Hasler	[East and West] Orchard	[M]	1.5	geld	N
3576	DOR	"55,48"	Ailwood	Wilkswood	X	0.5	geld	N
3578	DOR	"55a,1"	Badbury	Petersham	X	1	geld	N
3580	DOR	"56,1"	Gillingham	Milton [-on-Stour]	[M]	4.5	geld	N
3581	DOR	"56,2"	Gillingham	[Little] Kington and Kington [Magna]	[M]	3.75	geld	N
3582	DOR	"56,3"	Gillingham	Gillingham	X	0.25	geld	N
3583	DOR	"56,4"	Gillingham	Gillingham	X	0.25	geld	N
3584	DOR	"56,5"	Gillingham	Gillingham	X	0.37	geld	N
3585	DOR	"56,6"	-	`Winterborne'	X	1	geld	N
3586	DOR	"56,7"	Buckland [Newton]	Mappowder	[M]	5.75	geld	N
3587	DOR	"56,8"	Cullifordtree	Chickerell	[M]	3.12	geld	N
3588	DOR	"56,9"	Cullifordtree	`Wey'	[M]	2	geld	N
3589	DOR	"56,10"	-	`Winterborne'	X	1.5	geld	N
3590	DOR	"56,11"	Cullifordtree	Lewell	X	0.25	geld	N
3591	DOR	"56,12"	Charborough	`[Great] Crawford'	[M]	2	geld	N
3592	DOR	"56,13"	Charborough	Morden and [East] Morden	[M]	3.62	geld	N
3593	DOR	"56,14"	Combsditch	Blandford [St Mary] and [Lower] Blandford [St Mary]	[M]	5.37	geld	N
3594	DOR	"56,15"	Combsditch	Thornicombe	[M]	2	geld	N
3595	DOR	"56,16"	Cranborne	Wimborne [St Giles]	[M]	1	geld	N
3596	DOR	"56,17"	Yetminster	Melbury [Bubb and Osmund]	[M]	5	geld	N
3597	DOR	"56,18"	Badbury	Thorn Hill	[M]	0.5	geld	N
3598	DOR	"56,19"	Cranborne	Hampreston	[M]	0.83	geld	N
3599	DOR	"56,20"	-	-	X	0.5	geld	N
3600	DOR	"56,21"	Badbury	Wilksworth	X	1	geld	N
3601	DOR	"56,22"	-	-	X	0.08	geld	N
3602	DOR	"56,23"	Badbury	Wilksworth	[M]	1	geld	N
3603	DOR	"56,24"	Badbury	Walford	[M]	1	geld	N
3604	DOR	"56,25"	Winfrith [Newburgh]	Rushton	X	0.25	geld	N
3605	DOR	"56,26"	-	`Winterborne'	X	1	geld	N
3606	DOR	"56,27"	Badbury	-	X	0.28	geld	N
3607	DOR	"56,28"	Pimperne	Winterborne [Houghton]	[M]	10	geld	N
3608	DOR	"56,29"	Sherborne	Plumber	[M]	5	geld	N
3609	DOR	"56,30"	-	-	X	1	geld	N
3610	DOR	"56,31"	Pimperne	[Langton Long] Blandford	[M]	5	geld	N
3611	DOR	"56,32"	Pimperne	Lazerton	[M]	3	geld	N
3612	DOR	"56,33"	`Uggescombe'	Shilvinghampton	[M]	2.5	geld	N
3613	DOR	"56,34"	Pimperne	Bryanston	[M]	1	geld	N
3614	DOR	"56,35"	`Uggescombe'	Chilcombe	[M]	3	geld	N
3615	DOR	"56,36"	`Uggescombe'	Waddon	[M]	2	geld	N
3616	DOR	"56,37"	Winfrith [Newburgh]	Moreton	X	1.06	geld	N
3617	DOR	"56,38"	Winfrith [Newburgh]	Galton	[M]	2.37	geld	N
3618	DOR	"56,39"	Cullifordtree	Ringstead	X	1	geld	N
3619	DOR	"56,40"	Dorchester	Stinsford	X	0.62	geld	N
3620	DOR	"56,41"	Cullifordtree	Bridge	X	0.25	geld	N
3621	DOR	"56,42"	Winfrith [Newburgh]	Rushton	X	0.93	geld	N
3622	DOR	"56,43"	Hasler	[East] Holme	X	1	geld	N
3623	DOR	"56,44"	Whitchurch [Canonicorum]	`Stoke [Wallis]'	X	1	geld	N
3624	DOR	"56,45"	Whitchurch [Canonicorum]	`Studley'	X	2	geld	N
3625	DOR	"56,46"	Whitchurch [Canonicorum]	Pilsdon	[M]	3	geld	N
3626	DOR	"56,47"	Whitchurch [Canonicorum]	`Studley'	X	0.25	geld	N
3627	DOR	"56,48"	Bere [Regis]	Briantspuddle	[M]	5	geld	N
3628	DOR	"56,49"	Hasler	Tyneham	X	0.25	geld	N
3629	DOR	"56,50"	Tollerford	Woolcombe	X	0.25	geld	N
3630	DOR	"56,51"	`Goderthorn'	"Loders, [Up]loders and Loders [Lutton]"	X	0.5	geld	N
3631	DOR	"56,52"	Hasler	Blackmanston	[M]	1	geld	N
3632	DOR	"56,53"	Bere [Regis]	Milborne [Stileham]	[M]	2	ploughlands	N
3633	DOR	"56,54"	Brunsell	[Stourton] Caundle	X	1	geld	N
3634	DOR	"56,55"	Sherborne	[Purse] Caundle	X	0.62	geld	N
3635	DOR	"56,56"	-	-	X	0.06	geld	N
3636	DOR	"56,57"	Ailwood	Coombe	[M]	5.25	geld	N
3637	DOR	"56,58"	Ailwood	Ailwood	[M]	4.75	geld	N
3638	DOR	"56,59"	Winfrith [Newburgh]	Bovington	[M]	4	geld	N
3639	DOR	"56,60"	-	`Winterborne'	[M]	1	geld	N
3640	DOR	"56,61"	Tollerford	[Higher and Lower] Kingcombe	M	1.18	geld	N
3641	DOR	"56,62"	Winfrith [Newburgh]	Wool	[M]	1.5	geld	N
3642	DOR	"56,63"	Winfrith [Newburgh]	Wool	[M]	0.25	geld	N
3643	DOR	"56,64"	Beaminster	Corscombe	[M]	1	geld	N
3644	DOR	"56,65"	Hasler	Blackmanston	X	1	geld	N
3645	DOR	"56,66"	Gillingham	Gillingham	X	0.12	geld	N
3647	DOR	"57,1"	Cullifordtree	`Frome [Billet]'	M	3	geld	N
3648	DOR	"57,2"	Cullifordtree	Lewell	X	0.75	geld	N
3649	DOR	"57,3"	Cullifordtree	`Winterborne [Belet]'	[M]	2.5	geld	N
3650	DOR	"57,4"	Charborough	`[Great] Crawford'	X	3.62	geld	N
3651	DOR	"57,5"	-	-	X	0.25	geld	N
3652	DOR	"57,6"	-	`Winterborne'	[M]	0.5	geld	N
3653	DOR	"57,7"	Hasler	Worgret	X	0.25	geld	N
3654	DOR	"57,8"	Tollerford	Woolcombe	X	0.75	geld	N
3655	DOR	"57,9"	Cranborne	Wimborne [St Giles]	[M]	2.5	geld	N
3656	DOR	"57,10"	-	`Winterborne'	[M]	2.37	geld	N
3657	DOR	"57,11"	`Goderthorn'	Walditch	[M]	2	geld	N
3658	DOR	"57,12"	Pimperne	Nutford	[M]	1.62	geld	N
3659	DOR	"57,13"	Winfrith [Newburgh]	Woodsford	[M]	2.5	geld	N
3660	DOR	"57,14"	Whitchurch [Canonicorum]	Lyme [Regis]	[M]	1	geld	N
3661	DOR	"57,15"	Beaminster	Broadwindsor	[M]	20	geld	N
3662	DOR	"57,16"	Beaminster	Broadwindsor	X	1	geld	N
3663	DOR	"57,17"	Winfrith [Newburgh]	Galton	X	1.12	geld	N
3664	DOR	"57,18"	Winfrith [Newburgh]	Woodstreet	X	0.75	geld	N
3665	DOR	"57,19"	Pimperne	Stourpaine	X	1.62	geld	N
3666	DOR	"57,20"	Ailwood	Afflington	[M]	0.25	geld	N
3667	DOR	"57,21"	Ailwood	`Moulham'	[M]	1	geld	N
3668	DOR	"57,22"	Ailwood	Herston	X	0.28	geld	N
3670	DOR	"58,1"	Dorchester	[Higher and Lower] Bockhampton	M	4	geld	N
3671	DOR	"58,2"	Cullifordtree	Winterborne [Monkton]	M	6	geld	N
3672	DOR	"58,3"	Ailwood	Swanage	M	1.08	geld	N
3676	SOM	"1,1"	Somerton	Langport	[M]	50	ploughlands	N
3676	SOM	"1,1"	Somerton	Somerton	M	5.5	geld	N
3676	SOM	"1,1"	Andersfield	Deadmans Well	[M]	0.5	geld	N
3677	SOM	"1,2"	Bempstone	Wedmore	D		no units	N
3677	SOM	"1,2"	`Winterstoke'	Cheddar	M	20.12	geld;ploughlands	N
3678	SOM	"1,3"	North Petherton	[North] Petherton	M	30	ploughlands	N
3679	SOM	"1,4"	South Petherton	[Lower and Over] Stratton	[M]	2	geld	N
3679	SOM	"1,4"	South Petherton	[South] Petherton	M	28.5	geld;ploughlands	N
3680	SOM	"1,5"	`Abdick'	Swell	[M]	0.25	geld	N
3680	SOM	"1,5"	`Abdick'	Curry [Rivel]	M	13	ploughlands	N
3681	SOM	"1,6"	Cannington	Cannington	M	33.66	equal;geld;ploughlands	N
3681	SOM	"1,6"	Williton	{Ledforda}	[M]	0.25	geld	N
3681	SOM	"1,6"	Taunton	Westowe	[M]	0.5	geld	N
3681	SOM	"1,6"	Carhampton	Carhampton	M	33.66	equal;geld;ploughlands	N
3681	SOM	"1,6"	Williton	Williton	M	33.66	equal;geld;ploughlands	N
3682	SOM	"1,7"	Hartcliffe	Bedminster	M	27	ploughlands	N
3683	SOM	"1,8"	Frome	Frome	M	50	carucates;ploughlands	N
3684	SOM	"1,9"	Wincanton	Kilmington	[M]	0.5	geld	N
3684	SOM	"1,9"	Bruton	Bruton	M	51.07	geld;ploughlands	N
3685	SOM	"1,10"	Horethorne	Milborne [Port]	M	51	geld;ploughlands	N
3686	SOM	"1,11"	Williton	Brompton [Regis]	M	9	geld	N
3686	SOM	"1,11"	Taunton	Preston	[M]	1	geld	N
3687	SOM	"1,12"	Williton	Dulverton	M	4.5	geld	N
3688	SOM	"1,13"	Williton	[Old] Cleeve	M	4.25	geld	N
3689	SOM	"1,14"	Williton	Nettlecombe	M	2.75	geld	N
3690	SOM	"1,15"	Williton	Capton	M	1	geld	N
3691	SOM	"1,16"	Milverton	Langford [Budville]	M	5	geld	N
3692	SOM	"1,17"	Williton	Winsford	M	4	geld	N
3693	SOM	"1,18"	North Petherton	Creech [St Michael]	[M]	10.5	geld	N
3694	SOM	"1,19"	North Curry	North Curry	M	20	geld	N
3695	SOM	"1,20"	Crewkerne	Crewkerne	M	40	ploughlands	N
3695	SOM	"1,20"	Crewkerne	Easthams	[M]		no units	N
3696	SOM	"1,21"	`Winterstoke'	Congresbury	M	20	geld	N
3697	SOM	"1,22"	{Blachethorna}	[Queen] Camel	[M]	15	geld	N
3698	SOM	"1,23"	`Houndsborough'	"[East, North and West] Coker"	[M]	15	geld	N
3699	SOM	"1,24"	`Houndsborough'	Hardington [Mandeville]	[M]	10	geld	N
