struct_idx	county	phillimore	hundred	vill	m_type	holding	units	waste_86
3700	SOM	"1,25"	Horethorne	Henstridge	M	10.07	geld	N
3702	SOM	"1,26"	Milverton	Milverton	[M]	0.12	geld	N
3703	SOM	"1,27"	Martock	Martock	M	42.5	geld	N
3703	SOM	"1,27"	South Petherton	Compton [Durville]	[M]	1.25	geld	N
3704	SOM	"1,28"	Keynsham	Stanton [Drew]	D	10	geld	N
3704	SOM	"1,28"	Keynsham	Belluton	D	4	geld	N
3704	SOM	"1,28"	Keynsham	Keynsham	M	36	geld	N
3705	SOM	"1,29"	Chewton	Chewton [Mendip]	M	29	geld	N
3706	SOM	"1,30"	Bath	Batheaston	D	2	geld	N
3707	SOM	"1,31"	Bath	Bath	U	20	geld	N
3709	SOM	"1,32"	Horethorne	Corton [Denham]	[M]	7	geld	N
3710	SOM	"1,33"	Horethorne	Whitcomb	[M]	5	geld	N
3711	SOM	"1,34"	Somerton	Pitney	[M]	1	geld	N
3712	SOM	"1,35"	Stone	Mudford and [Up and West] Mudford	[M]	5	geld	N
3714	SOM	"2,1"	Taunton	Taunton	[M]	28.62	geld	N
3715	SOM	"2,2"	Taunton	Taunton	[M]		no units	N
3716	SOM	"2,3"	Taunton	Taunton	[M]		no units	N
3717	SOM	"2,4"	Taunton	Taunton	[M]		no units	N
3718	SOM	"2,5"	Taunton	Taunton	[M]		no units	N
3719	SOM	"2,6"	Taunton	Taunton	D	11.25	geld	N
3720	SOM	"2,7"	Taunton	Taunton	D	8.37	geld	N
3721	SOM	"2,8"	Taunton	Taunton	D	4.12	geld	N
3722	SOM	"2,9"	Taunton	[Chapel and West] Leigh and [Py]leigh	D	1.25	equal	N
3722	SOM	"2,9"	Taunton	Lydeard [St Lawrence]	D	1.25	equal	N
3723	SOM	"2,10"	Taunton	Pitminster	[M]	15	geld	N
3724	SOM	"2,11"	`Winterstoke'	Bleadon	[M]	15	geld	N
3725	SOM	"2,12"	Horethorne	Rimpton	[M]	5	geld	N
3727	SOM	"3,1"	Crewkerne	Seaborough	M	3	geld	N
3728	SOM	"3,2"	Chewton	Chilcompton	[M]	5	geld	N
3730	SOM	"4,1"	Horethorne	`Thorent'	D	0.75	geld	N
3730	SOM	"4,1"	Horethorne	Templecombe	M	8	geld	N
3732	SOM	"5,1"	South Petherton	Dowlish [Wake] and [West] Dowlish	M	9.25	geld	N
3733	SOM	"5,2"	South Petherton	Chaffcombe	M	5.25	geld	N
3734	SOM	"5,3"	Tintinhull	`Hiscombe'	[M]	2.75	geld	N
3735	SOM	"5,4"	`Winterstoke'	[Rodney] Stoke	[M]	5.25	geld	N
3736	SOM	"5,5"	Williton	Exton	[M]	3.06	geld	N
3736	SOM	"5,5"	Williton	Nettlecombe	[M]	0.75	geld	N
3737	SOM	"5,6"	Carhampton	Wilmersham	M	1.25	geld	N
3738	SOM	"5,7"	Carhampton	Culbone	M	1.25	geld	N
3739	SOM	"5,8"	Carhampton	Withycombe	[M]	3	geld	N
3740	SOM	"5,9"	`Winterstoke'	[East] Harptree	M	5	geld	N
3741	SOM	"5,10"	`Winterstoke'	Hutton	M	5	geld	N
3742	SOM	"5,11"	`Winterstoke'	Elborough	M	3	geld	N
3743	SOM	"5,12"	`Winterstoke'	Winterhead	M	1	geld	N
3744	SOM	"5,13"	`Winterstoke'	Ashcombe	[M]	3.5	geld	N
3745	SOM	"5,14"	Chew	Clutton	[M]	10	geld	N
3746	SOM	"5,15"	Chew	Timsbury	M	5	geld	N
3747	SOM	"5,16"	Chew	Norton [Malreward]	[M]	5	geld	N
3748	SOM	"5,17"	`Winterstoke'	Claverham	[M]	2	geld	N
3749	SOM	"5,18"	Keynsham	Farmborough	M	10	geld	N
3750	SOM	"5,19"	Bempstone	Clewer	[M]	0.68	geld	N
3751	SOM	"5,20"	Hartcliffe	Bishopsworth	[M]	2	geld	N
3752	SOM	"5,21"	Hartcliffe	Bishopsworth	[M]	1.5	geld	N
3753	SOM	"5,22"	Portbury	Weston [-in-Gordano]	[M]	7	geld	N
3754	SOM	"5,23"	Keynsham	Saltford	[M]	4	geld	N
3755	SOM	"5,24"	Portbury	Easton [-in-Gordano]	[M]	12	geld	N
3756	SOM	"5,25"	Portbury	Portishead	[M]	8	geld	N
3757	SOM	"5,26"	Portbury	Weston [-in-Gordano]	[M]	3.25	geld	N
3758	SOM	"5,27"	Portbury	Clapton [-in-Gordano]	[M]	5.5	geld	N
3759	SOM	"5,28"	Hartcliffe	Havyatt	[M]	1.5	geld	N
3760	SOM	"5,29"	`Winterstoke'	Kenn	X	0.5	geld	N
3761	SOM	"5,30"	Hartcliffe	Backwell	[M]	10	geld	N
3762	SOM	"5,31"	Hartcliffe	Butcombe	[M]	3	geld	N
3763	SOM	"5,32"	Hartcliffe	Barrow [Gurney]	[M]	10	geld	N
3764	SOM	"5,33"	Portbury	Portbury	[M]	8	geld	N
3765	SOM	"5,34"	Hartcliffe	[Long] Ashton	M	20	geld	N
3766	SOM	"5,35"	Bath	Freshford	[M]	2.5	geld	N
3767	SOM	"5,36"	Bath	Langridge	[M]	2.5	geld	N
3768	SOM	"5,37"	Bath	Woolley	[M]	1	geld	N
3768	SOM	"5,37"	Bath	Bathwick	M	4	geld	N
3769	SOM	"5,38"	Bath	[Lower and Upper] Swainswick	[M]	1	geld	N
3770	SOM	"5,39"	Keynsham	Compton [Dando]	[M]	10	geld	N
3771	SOM	"5,40"	Portbury	Wraxall	M	21	geld	N
3772	SOM	"5,41"	Hartcliffe	Winford	M	11	geld	N
3773	SOM	"5,42"	Wellow	Foxcote	[M]	5	geld	N
3774	SOM	"5,43"	Kilmersdon	Pitcote	D	1.5	geld	N
3774	SOM	"5,43"	Kilmersdon	Stratton [-on-the-Fosse]	M	3	geld	N
3775	SOM	"5,44"	Wellow	Englishcombe	[M]	10	geld	N
3776	SOM	"5,45"	Wellow	Twerton	[M]	7.5	geld	N
3777	SOM	"5,46"	Wellow	Twerton	[M]	2.5	geld	N
3778	SOM	"5,47"	Kilmersdon	Radstock	[M]	7.75	geld	N
3779	SOM	"5,48"	Kilmersdon	Hardington	M	4	geld	N
3780	SOM	"5,49"	Kilmersdon	Babington	[M]	5	geld	N
3781	SOM	"5,50"	Frome	`Middlecote'	[M]	5.5	geld	N
3782	SOM	"5,51"	Frome	Lullington	[M]	7	geld	N
3783	SOM	"5,52"	Frome	Orchardleigh	[M]	5	geld	N
3784	SOM	"5,53"	Wellow	Tellisford	M	5	geld	N
3785	SOM	"5,54"	Frome	Rode	M	9	geld	N
3786	SOM	"5,55"	Frome	Keyford and [Little] Keyford	[M]	1.25	geld	N
3787	SOM	"5,56"	Wellow	[Stony] Littleton	[M]	2	geld	N
3788	SOM	"5,57"	Wellow	Newton [St Loe]	M	10	geld	N
3789	SOM	"5,58"	Chewton	Farrington [Gurney]	[M]	5	geld	N
3790	SOM	"5,59"	Chewton	[Ston] Easton	[M]	4.5	geld	N
3791	SOM	"5,60"	Chewton	[West] Harptree	[M]	5	geld	N
3792	SOM	"5,61"	Chewton	Emborough	[M]	3	geld	N
3793	SOM	"5,62"	Chewton	Cameley	M	9.12	geld	N
3794	SOM	"5,63"	`Winterstoke'	Kingston [Seymour]	M	1	geld	N
3795	SOM	"5,64"	`Winterstoke'	Kingston [Seymour]	M	4.5	geld	N
3796	SOM	"5,65"	Chewton	Hallatrow	[M]	4.87	geld	N
3797	SOM	"5,66"	Chewton	[High] Littleton	[M]	5	geld	N
3798	SOM	"5,67"	Bruton	Upton [Noble]	[M]	3	geld	N
3799	SOM	"5,68"	Hartcliffe	Midgell	[M]	1	geld	N
3800	SOM	"5,69"	Horethorne	Weathergrove	[M]	2	geld	N
3801	SOM	"5,70"	Horethorne	Stowell	[M]	3	geld	N
3803	SOM	"6,1"	Wells	Wells	M	52	geld	N
3804	SOM	"6,2"	Kingsbury Episcopi	Combe [St Nicholas]	[M]	20	geld	N
3805	SOM	"6,3"	Kingsbury Episcopi	Kingsbury [Episcopi]	M	20	geld	N
3806	SOM	"6,4"	Kingsbury Episcopi	Chard	[M]	8	geld	N
3807	SOM	"6,5"	Somerton	`Litnes'	[M]	2	geld	N
3808	SOM	"6,6"	Kingsbury West	Wiveliscombe	M	15	geld	N
3809	SOM	"6,7"	Kingsbury West	Wellington	M	15	geld	N
3810	SOM	"6,8"	Kingsbury West	[Bishops] Lydeard	M	9.75	geld	N
3811	SOM	"6,9"	`Winterstoke'	Banwell	M	30	geld	N
3812	SOM	"6,10"	Whitstone	Evercreech	M	20	geld	N
3813	SOM	"6,11"	Wells	Westbury [-sub-Mendip]	[M]	6	geld	N
3814	SOM	"6,12"	Kingsbury Episcopi	Winsham	[M]	10	geld	N
3815	SOM	"6,13"	Chew	Chew [Magna]	M	30	geld	N
3816	SOM	"6,14"	`Winterstoke'	Yatton	M	20	geld	N
3817	SOM	"6,15"	Bempstone	Wedmore	[M]	11	geld	N
3818	SOM	"6,16"	Frome	Wanstrow	[M]	4	geld	N
3819	SOM	"6,17"	Wells	Litton	[M]	8.5	geld	N
3820	SOM	"6,18"	Milverton	Milverton	M	0.25	geld	N
3821	SOM	"6,19"	Kingsbury West	Ash [Priors]	M	3.25	geld	N
3823	SOM	"7,1"	-	-	U		-	N
3824	SOM	"7,2"	Keynsham	Priston	[M]	6	geld	N
3825	SOM	"7,3"	Keynsham	Stanton [Prior]	[M]	3	geld	N
3826	SOM	"7,4"	Keynsham	Wilmington	[M]	3	geld	N
3827	SOM	"7,5"	Bath	Weston	[M]	15	geld	N
3828	SOM	"7,6"	Bath	Bathford	[M]	10	geld	N
3829	SOM	"7,7"	Bath	[Monkton] Combe	[M]	9	geld	N
3830	SOM	"7,8"	Bath	Charlcombe	[M]	4	geld	N
3831	SOM	"7,9"	Bath	Lyncombe	[M]	10	geld	N
3832	SOM	"7,10"	Bath	Batheaston	[M]	1.5	geld	N
3833	SOM	"7,11"	Bath	Bathampton	[M]	5	geld	N
3834	SOM	"7,12"	Bath	`Woodwick'	[M]	2.5	geld	N
3835	SOM	"7,13"	Wellow	Corston	[M]	10	geld	N
3836	SOM	"7,14"	Wellow	`Eversy'	[M]	1	geld	N
3837	SOM	"7,15"	Kilmersdon	Ashwick	[M]	0.5	geld	N
3839	SOM	"8,1"	Glastonbury	Meare	D	0.5	geld	N
3839	SOM	"8,1"	Glastonbury	Panborough	D	0.05	geld	N
3839	SOM	"8,1"	Glastonbury	`Andersey'	D	2	geld	N
3839	SOM	"8,1"	Glastonbury	Glastonbury	M	12	geld	N
3840	SOM	"8,2"	`Winterstoke'	Winscombe	M	15	geld	N
3841	SOM	"8,3"	Somerton	Podimore	[M]	6	geld	N
3842	SOM	"8,4"	{Blachethorna}	[East] Lydford	[M]	4	geld	N
3843	SOM	"8,5"	Whitley	Woolavington	D	5	geld	N
3843	SOM	"8,5"	Whitley	Chilton [Polden]	D	5	geld	N
3843	SOM	"8,5"	Whitley	Sutton [Mallet]	D	5	geld	N
3843	SOM	"8,5"	Whitley	Edington	D	5	geld	N
3843	SOM	"8,5"	Whitley	Shapwick	M	5	geld	N
3843	SOM	"8,5"	Whitley	Catcott	D	5	geld	N
3844	SOM	"8,6"	Whitley	[Middle]zoy and [Weston]zoy[land]	[M]	12	geld	N
3845	SOM	"8,7"	Whitley	Cossington	[M]	3	geld	N
3846	SOM	"8,8"	Cannington	Durborough	[M]	2	geld	N
3847	SOM	"8,9"	{Blachethorna}	Blackford	[M]	4	geld	N
3848	SOM	"8,10"	Whitley	Stawell	[M]	2.5	geld	N
3849	SOM	"8,11"	Whitley	Ashcott	D	3	geld	N
3849	SOM	"8,11"	Whitley	Compton [Dundon]	D	5	geld	N
3849	SOM	"8,11"	Whitley	Walton	M	19	geld	N
3849	SOM	"8,11"	Whitley	Pedwell	D	3	geld	N
3850	SOM	"8,12"	Whitley	Butleigh	[M]	0.75	geld	N
3851	SOM	"8,13"	Whitley	Dundon	[M]	5	geld	N
3852	SOM	"8,14"	Whitley	Ashcott	D	2	geld	N
3853	SOM	"8,15"	Whitley	Greinton	[M]	2.5	geld	N
3854	SOM	"8,16"	Whitley	Overleigh and [Lower and Mid] Leigh	[M]	4	geld	N
3855	SOM	"8,17"	Whitley	[High and Low] Ham	M	17	geld	N
3856	SOM	"8,18"	Whitley	Butleigh	M	20	geld	N
3857	SOM	"8,19"	{Blachethorna}	Lattiford	D	2	geld	N
3858	SOM	"8,20"	Whitstone	Pilton	M	2	geld	N
3858	SOM	"8,20"	Whitstone	Pylle	D	5	geld	N
3858	SOM	"8,20"	Whitstone	Croscombe	D	3	geld	N
3858	SOM	"8,20"	Glastonbury	[North] Wootton	D	5	geld	N
3858	SOM	"8,20"	Whitstone	Shepton [Mallet]	D	6.5	geld;ploughlands	N
3859	SOM	"8,21"	Whitstone	Pennard	M	20	geld	N
3860	SOM	"8,22"	Glastonbury	Baltonsborough	[M]	5	geld	N
3861	SOM	"8,23"	Whitstone	Charlton	D	3.25	geld	N
3861	SOM	"8,23"	-	-	D	2.75	geld	N
3861	SOM	"8,23"	Whitstone	Doulting	[M]	14	geld	N
3862	SOM	"8,24"	Whitstone	Westcombe	D	7.75	geld	N
3862	SOM	"8,24"	Whitstone	Batcombe	M	12.25	geld	N
3863	SOM	"8,25"	Frome	Mells	M	20	geld	N
3864	SOM	"8,26"	Frome	Whatley	M	4	geld	N
3865	SOM	"8,27"	Hartcliffe	Wrington	M	20	geld	N
3866	SOM	"8,28"	North Petherton	[West] Monkton	[M]	15	geld	N
3867	SOM	"8,29"	Keynsham	Marksbury	[M]	10	geld	N
3868	SOM	"8,30"	Whitstone	Ditcheat	M	12.5	geld	N
3868	SOM	"8,30"	Whitstone	Alhampton	D	6.5	geld	N
3868	SOM	"8,30"	Whitstone	Hornblotton	D	5.5	geld	N
3868	SOM	"8,30"	Whitstone	Lamyatt	D	5.5	geld	N
3869	SOM	"8,31"	Wellow	Camerton	M	10	geld	N
3870	SOM	"8,32"	Frome	[East and West] Cranmore	[M]	12	geld	N
3871	SOM	"8,33"	Bempstone	[East] Brent and Brent [Knoll]	[M]	20	geld	N
3872	SOM	"8,34"	Bempstone	Edingworth	[M]	2	geld	N
3873	SOM	"8,35"	Whitstone	Downhead	[M]	3	geld	N
3874	SOM	"8,36"	South Petherton	Dinnington	D	0.75	geld	N
3875	SOM	"8,37"	Tintinhull	Ilchester	[M]	3	geld	N
3876	SOM	"8,38"	Tintinhull	`Hiscombe'	[M]		no units	N
3876	SOM	"8,38"	Kilmersdon	Stratton [-on-the-Fosse]	[M]		no units	N
3876	SOM	"8,38"	`Winterstoke'	Hutton	[M]		no units	N
3876	SOM	"8,38"	`Winterstoke'	Elborough	[M]		no units	N
3877	SOM	"8,39"	Tintinhull	Stoke [-sub-Hamdon]	M		no units	N
3877	SOM	"8,39"	Stone	Draycott	M		no units	N
3877	SOM	"8,39"	South Petherton	Kingstone	M		no units	N
3878	SOM	"8,40"	Hartcliffe	Butcombe	D		no units	N
3879	SOM	"8,41"	Stone	Limington	M		-	-
3881	SOM	"9,1"	`Abdick'	Midelney	X	1.33	carucates	N
3881	SOM	"9,1"	`Abdick'	Muchelney	X	1.33	carucates	N
3881	SOM	"9,1"	`Abdick'	Thorney	X	1.33	carucates	N
3882	SOM	"9,2"	Williton	Chipstable	[M]	2.5	geld	N
3883	SOM	"9,3"	`Abdick'	Ilminster	[M]	20	geld	N
3884	SOM	"9,4"	`Abdick'	Isle [Abbotts]	[M]	5	geld	N
3885	SOM	"9,5"	`Abdick'	Isle [Abbotts]	[M]	1.5	geld	N
3886	SOM	"9,6"	`Abdick'	Drayton	[M]	20	geld	N
3887	SOM	"9,7"	Somerton	[West] Camel	[M]	10	geld	N
3888	SOM	"9,8"	`Abdick'	Cathanger	[M]	1.5	geld	N
3890	SOM	"10,1"	`Abdick'	Ilton	M	8	geld	N
3891	SOM	"10,2"	Somerton	[Long] Sutton	M	10	geld	N
3892	SOM	"10,3"	South Petherton	"Seavington [Abbots, St Mary and St Michael]"	[M]	2	geld	N
3893	SOM	"10,4"	North Petherton	Hamp	[M]	1	geld	N
3894	SOM	"10,5"	North Petherton	Lyng	[M]	1	geld	N
3895	SOM	"10,6"	`Abdick'	Ashill	X	2	geld	N
3895	SOM	"10,6"	Somerton	[Long] Sutton	X	2	geld	N
3895	SOM	"10,6"	Carhampton	Bossington	X	1	geld	N
3897	SOM	"11,1"	Huntspill	Puriton	[M]	6	geld	N
3899	SOM	"12,1"	Crewkerne	Crewkerne	[M]	10	geld	N
3901	SOM	"13,1"	Frome	Nunney	M	5	geld	N
3903	SOM	"14,1"	Horethorne	[Abbas] Combe	[M]	5	geld	N
3905	SOM	"15,1"	Tintinhull	Ilchester	[M]	3	geld	N
3907	SOM	"16,1"	Frome	Frome	[M]	8	carucates	N
3908	SOM	"16,2"	Williton	Stogumber	[M]	2	geld	N
3909	SOM	"16,3"	Cannington	Cannington	X	0.62	geld	N
3910	SOM	"16,4"	Milverton	Milverton	[M]	0.31	geld	N
3911	SOM	"16,5"	South Petherton	[South] Petherton	X	1	geld	N
3912	SOM	"16,6"	Carhampton	Carhampton	X	1.5	geld	N
3913	SOM	"16,7"	North Petherton	[North] Petherton	X	0.75	geld	N
3914	SOM	"16,8"	Cannington	[Great] Beere	[M]	0.25	geld	N
3915	SOM	"16,9"	Portbury	[Abbots] Leigh	[M]	1	geld	N
3916	SOM	"16,10"	Hartcliffe	Ridgehill	D	0.5	geld	N
3917	SOM	"16,11"	`Abdick'	Curry [Rivel]	X	0.5	geld	N
3918	SOM	"16,12"	-	-	X	0.1	geld	N
3919	SOM	"16,13"	Carhampton	Holnicote	X	0.62	geld	N
3920	SOM	"16,14"	Kilmersdon	Kilmersdon	X	0.5	geld	N
3922	SOM	"17,1"	North Petherton	[North and West] Newton	[M]	1.25	geld	N
3923	SOM	"17,2"	Cannington	Combwich	[M]	1.5	geld	N
3924	SOM	"17,3"	Andersfield	Lexworthy	[M]	0.25	geld	N
3925	SOM	"17,4"	`Winterstoke'	Loxton	[M]	5	geld	N
3926	SOM	"17,5"	Keynsham	Chelwood	[M]	3	geld	N
3927	SOM	"17,6"	Keynsham	Belluton	[M]	4	geld	N
3928	SOM	"17,7"	{Blachethorna}	Kingweston	[M]	5	geld	N
3929	SOM	"17,8"	South Petherton	Compton [Durville]	M	5	geld	N
3931	SOM	"18,1"	Taunton	Tetton	[M]	1	geld	N
3932	SOM	"18,2"	Williton	Sampford [Brett]	[M]	2	geld	N
3933	SOM	"18,3"	Williton	Aller	[M]	0.5	geld	N
3934	SOM	"18,4"	Horethorne	Henstridge	[M]	4	geld	N
3936	SOM	"19,1"	South Petherton	Cricket [St Thomas]	[M]	6	geld	N
3937	SOM	"19,2"	South Petherton	"Seavington [Abbots, St Mary and St Michael]"	M	7	geld	N
3938	SOM	"19,3"	South Petherton	Compton [Durville]	[M]	3	geld	N
3939	SOM	"19,4"	South Petherton	Whitestaunton	[M]	3	geld	N
3940	SOM	"19,5"	South Petherton	Shepton [Beauchamp]	[M]	6	geld	N
3941	SOM	"19,6"	South Petherton	Lopen	[M]	1	geld	N
3942	SOM	"19,7"	Williton	Crowcombe	[M]	10	geld	N
3943	SOM	"19,8"	`Abdick'	Isle [Brewers]	[M]	6	geld	N
3944	SOM	"19,9"	Tintinhull	Tintinhull	[M]	7.25	geld	N
3945	SOM	"19,10"	South Petherton	Kingstone	[M]	8	geld	N
3946	SOM	"19,11"	Tintinhull	Stoke [-sub-Hamdon]	[M]	2.37	geld	N
3947	SOM	"19,12"	Stone	Draycott	[M]	2	geld	N
3948	SOM	"19,13"	Tintinhull	Stoke [-sub-Hamdon]	[M]	5.75	geld	N
3949	SOM	"19,14"	Tintinhull	Stoke [-sub-Hamdon]	[M]	1.87	geld	N
3950	SOM	"19,15"	`Abdick'	Swell	M	3	geld	N
3951	SOM	"19,16"	Williton	Brushford	[M]	2	geld	N
3952	SOM	"19,17"	`Abdick'	"[Goose, North and South] Bradon"	M	1	geld	N
3953	SOM	"19,18"	`Abdick'	Ashill	M	5	geld	N
3954	SOM	"19,19"	`Abdick'	Broadway	[M]	1	geld	N
3955	SOM	"19,20"	Milverton	Ashbrittle	[M]	5	geld	N
3956	SOM	"19,21"	Milverton	Greenham	[M]	1	geld	N
3957	SOM	"19,22"	Milverton	Appley	[M]	1	geld	N
3958	SOM	"19,23"	`Abdick'	"[Goose, North and South] Bradon"	M	1	geld	N
3959	SOM	"19,24"	`Abdick'	Donyatt	M	5	geld	N
3960	SOM	"19,25"	`Abdick'	"[Goose, North and South] Bradon"	M	2	geld	N
3961	SOM	"19,26"	`Abdick'	Staple [Fitzpaine]	M	10	geld	N
3962	SOM	"19,27"	`Abdick'	Bickenhall	M	5	geld	N
3963	SOM	"19,28"	`Abdick'	Beer[crocombe]	[M]	5	geld	N
3964	SOM	"19,29"	`Abdick'	Hatch [Beauchamp]	M	5	geld	N
3965	SOM	"19,30"	North Curry	Thurlbear	[M]	3	geld	N
3966	SOM	"19,31"	North Curry	Thornfalcon	[M]	6	geld	N
3967	SOM	"19,32"	Crewkerne	Merriott	[M]	7	geld	N
3968	SOM	"19,33"	Crewkerne	Easthams	[M]	2	geld	N
3969	SOM	"19,34"	`Abdick'	Cricket [Malherbie]	[M]	3	geld	N
3970	SOM	"19,35"	Taunton	Preston	X	1	geld	N
3971	SOM	"19,36"	Milverton	Ashbrittle	X	1	geld	N
3972	SOM	"19,37"	`Winterstoke'	[East] Harptree	[M]	5	geld	N
3973	SOM	"19,38"	{Blachethorna}	Steart	[M]	2	geld	N
3974	SOM	"19,39"	Taunton	Bradford [-on-Tone]	[M]	5	geld	N
3975	SOM	"19,40"	Taunton	Hele	[M]	1	geld	N
3976	SOM	"19,41"	Taunton	Norton [Fitzwarren]	[M]	5	geld	N
3977	SOM	"19,42"	Taunton	Ford	[M]	0.5	geld	N
3978	SOM	"19,43"	Somerton	Charlton [Adam]	M	5	geld	N
3979	SOM	"19,44"	`Houndsborough'	"[East, Middle and West] Chinnock"	[M]	7	geld	N
3980	SOM	"19,45"	`Houndsborough'	[North] Perrott	[M]	10	geld	N
3981	SOM	"19,46"	`Houndsborough'	Odcombe	[M]	5	geld	N
3982	SOM	"19,47"	`Houndsborough'	Chiselborough	[M]	5	geld	N
3983	SOM	"19,48"	`Houndsborough'	"[East, Middle and West] Chinnock"	[M]	3	geld	N
3984	SOM	"19,49"	`Houndsborough'	"[East, Middle and West] Chinnock"	[M]	4	geld	N
3985	SOM	"19,50"	`Houndsborough'	Norton [-sub-Hamdon]	[M]	5	geld	N
3986	SOM	"19,51"	`Houndsborough'	Pendomer	[M]	5	geld	N
3987	SOM	"19,52"	`Houndsborough'	Closworth	[M]	7	geld	N
3988	SOM	"19,53"	Frome	Cloford	[M]	10	geld	N
3989	SOM	"19,54"	Bruton	Yarlington	[M]	7	geld	N
3990	SOM	"19,55"	Bruton	Woolston	[M]	3.37	geld	N
3991	SOM	"19,56"	{Blachethorna}	Sutton [Montis]	[M]	5	geld	N
3992	SOM	"19,57"	Wincanton	[Stoney] Stoke	D	3	geld	N
3992	SOM	"19,57"	Wincanton	Shepton [Montague]	M	5	geld	N
3993	SOM	"19,58"	Bruton	Redlynch	[M]	4	geld	N
3994	SOM	"19,59"	{Blachethorna}	Keinton [Mandeville]	[M]	5	geld	N
3995	SOM	"19,60"	Wellow	Carlingcott	[M]	3.5	geld	N
3996	SOM	"19,61"	Wellow	Eckweek	[M]	0.25	geld	N
3997	SOM	"19,62"	{Blachethorna}	[North and South] Barrow	[M]	5	geld	N
3998	SOM	"19,63"	Wincanton	Stoke [Trister]	[M]	3	geld	N
3999	SOM	"19,64"	Wincanton	Cucklington	[M]	7	geld	N
4000	SOM	"19,65"	{Blachethorna}	Alford	[M]	5	geld	N
4001	SOM	"19,66"	{Blachethorna}	Babcary	[M]	2.5	geld	N
4002	SOM	"19,67"	{Blachethorna}	Foddington	[M]	1.37	geld	N
4003	SOM	"19,68"	Wincanton	Clapton	[M]	3	geld	N
4004	SOM	"19,69"	{Blachethorna}	Weston [Bampfylde]	[M]	1.62	geld	N
4005	SOM	"19,70"	Horethorne	Goathill	X	1	geld	N
4006	SOM	"19,71"	Horethorne	Milborne [Port]	[M]	1	geld	N
4007	SOM	"19,72"	Horethorne	Marston [Magna]	[M]	5	geld	N
4008	SOM	"19,73"	Horethorne	Marston [Magna]	[M]	2	geld	N
4009	SOM	"19,74"	Horethorne	Adber	X	0.75	geld	N
4010	SOM	"19,75"	Horethorne	Trent	[M]	7	geld	N
4011	SOM	"19,76"	Horethorne	Poyntington	[M]	2.5	geld	N
4012	SOM	"19,77"	Stone	Thorne	[M]	1.25	geld	N
4013	SOM	"19,78"	Stone	Thorne	[M]	2	geld	N
4014	SOM	"19,79"	Stone	Chilthorne [Domer and Vagg]	[M]	3	geld	N
4015	SOM	"19,80"	Stone	Chilthorne [Domer and Vagg]	[M]	2	geld	N
4016	SOM	"19,81"	Stone	Houndstone	[M]	1	geld	N
4017	SOM	"19,82"	Stone	Lufton	X	1	geld	N
4018	SOM	"19,83"	Stone	Yeovil	X	1	geld	N
4019	SOM	"19,84"	Stone	Yeovil	X	1	geld	N
4020	SOM	"19,85"	Tintinhull	Sock [Dennis]	[M]	3.5	geld	N
4021	SOM	"19,86"	Tintinhull	`Bishopstone'	M	9	geld	N
4022	SOM	"19,87"	Stone	Mudford and [Up and West] Mudford	[M]	4.5	geld	N
4024	SOM	"20,1"	Kilmersdon	Hemington	[M]	21	geld	N
4025	SOM	"20,2"	Milverton	Appley	[M]	0.75	geld	N
4026	SOM	"20,3"	Carhampton	Porlock	[M]	3	geld	N
4028	SOM	"21,1"	`Abdick'	Curry [Mallet]	M	3.5	geld	N
4029	SOM	"21,2"	`Abdick'	Curry [Mallet]	M	3.5	geld	N
4030	SOM	"21,3"	North Petherton	[North and West] Newton	[M]	0.75	geld	N
4031	SOM	"21,4"	North Petherton	Hadworthy	[M]	1	geld	N
4032	SOM	"21,5"	North Petherton	Perry	[M]	1.06	geld	N
4033	SOM	"21,6"	North Petherton	Perry	D	1	geld	N
4033	SOM	"21,6"	North Petherton	Waldron	M	1	geld	N
4034	SOM	"21,7"	North Petherton	Clayhill	[M]	1	geld	N
4035	SOM	"21,8"	North Petherton	Shearston	[M]	0.5	geld	N
4036	SOM	"21,9"	North Petherton	{Rime}	[M]	0.12	geld	N
4037	SOM	"21,10"	North Petherton	Chilton [Trinity]	[M]	0.25	geld	N
4038	SOM	"21,11"	Cannington	Rexworthy	[M]	0.25	geld	N
4039	SOM	"21,12"	Cannington	Charlinch	[M]	1.5	geld	N
4040	SOM	"21,13"	Cannington	Currypool	[M]	1	geld	N
4041	SOM	"21,14"	Cannington	Pightley	[M]	1	geld	N
4042	SOM	"21,15"	Cannington	Gothelney	[M]	0.5	geld	N
4043	SOM	"21,16"	Cannington	`Kolgrim's Land'	[M]	0.12	geld	N
4044	SOM	"21,17"	Cannington	Otterhampton	[M]	0.5	geld	N
4045	SOM	"21,18"	Cannington	Woolston	[M]	0.5	geld	N
4046	SOM	"21,19"	Cannington	`Holcombe'	[M]	0.25	geld	N
4047	SOM	"21,20"	Cannington	`Dodisham'	[M]	0.91	geld	N
4048	SOM	"21,21"	Cannington	`Petherham'	[M]	0.12	geld	N
4049	SOM	"21,22"	Cannington	`Alwin's Land'	[M]	0.31	geld	N
4050	SOM	"21,23"	Cannington	Chilton [Trivett]	[M]	0.5	geld	N
4051	SOM	"21,24"	Cannington	Chilton [Trivett]	[M]	0.5	geld	N
4052	SOM	"21,25"	Cannington	`Pillocks [Orchard]'	[M]	0.03	geld	N
4053	SOM	"21,26"	Cannington	Stockland	[M]	1.5	geld	N
4054	SOM	"21,27"	Cannington	Idson	[M]	2.5	geld	N
