places_idx	place_form_sub	county	hundred	vill	os_ref	os_codes
1681	2	GLS	{Gersdones}	Down Ampney	SU0996	
1686	1	GLS	{Gersdones}	Ampney		
1686	2	GLS	{Gersdones}	Ampney Mareys	SP0704	approximate
1691	1	GLS	{Gersdones}	Ampney		
1691	2	GLS	{Gersdones}	Ampney St Mary	SP0802	
1691	3	GLS	{Gersdones}	Ampney Saint Mary		
1696	1	GLS	{Gersdones}	Ampney		
1696	2	GLS	{Gersdones}	Ampney St Nicholas	SP0801	approximate
1696	3	GLS	{Gersdones}	Ampney Saint Nicholas		
1701	1	GLS	{Gersdones}	Ampney		
1701	2	GLS	{Gersdones}	Ampney St Peter	SP0701	
1701	3	GLS	{Gersdones}	Ampney Saint Peter		
1706	1	HAM	Andover	Amport	SU2944	
1706	2	HAM	Andover	Anne		
1711	1	BDF	`Redbornstoke'	Ampthill	TL0338	
1716	1	SUF	Thedwastre	Ampton	TL8671	
1721	1	ESS	Hertford	Amwell		
1721	2	ESS	Hertford	Great Amwell	TL3712	
1721	3	ESS	Hertford	Little Amwell	TL3712	
1726	1	HRT	Hertford	Amwell		
1726	2	HRT	Hertford	Great Amwell	TL3712	
1726	3	HRT	Hertford	Little Amwell	TL3712	
1731	1	SOM	Glastonbury	Andersey	ST4550	
1731	2	SOM	Glastonbury	Nyland		
1741	1	HAM	Andover	Andover	SU3645	
1746	1	YKS	Holderness [South Hundred]	Andrebi	TA2933	approximate
1751	1	HAM	Boldre	Andret		unknown
1756	1	SUS	{Risberg}	Angmering	TQ0604	
1761	1	YKS	Hessle	Anlaby	TA0328
1766	1	YKS	Craven	Anley	SD8161
1771	1	NFK	`Freebridge'	Anmer	TF7329
1776	1	HAM	Andover	Ann	
1776	2	HAM	Andover	Abbotts Ann	SU3243
1776	9	HAM	Andover	Abbotts Ann	
1781	1	HAM	{Welford}	Ann	
1781	2	HAM	{Welford}	Little Ann	SU3343
1791	1	NTT	Broxtowe	Annesley	SK5053
1796	1	SUS	Steyning	Annington	TQ1809
1801	1	SOM	{Blachethorna}	Ansford	ST6333
1806	1	WAR	Coleshill	Ansley	SP2991
1811	1	HAM	Neatham	Anstey	SU7240
1816	1	HRT	`Edwinstree'	Anstey	TL4032
1821	1	LEC	`Goscote'	Anstey	SK5508
1826	1	DEV	South Molton	Anstey	
