seq_num,anc_cnty,anc_par,par_flag,wheat,barley,oats,b_and_o,potatoes,peas,beans,p_and_b,turnips,rape,t_or_r,rye,oth_crop,other,oth_crop_2,other_2,notes
4414,YORKSHIRE (EAST RIDING),KILNSEA,,148,3,6,,4,,172,,,,2,,,,,,
4415,YORKSHIRE (EAST RIDING),KILNWICK,,230,50,160,,2,,119,,,,50,,,,,,
4416,YORKSHIRE (EAST RIDING),KILNWICK PERCY,,47,36,99,,2.5,,4,,,,67,,,,,,
4417,YORKSHIRE (EAST RIDING),KIRK ELLA,,612,178,223,,17.5,45,259,,,,91.5,,TARES,30,,,
4418,YORKSHIRE (EAST RIDING),KIRKBURN,,466,594,278,,,87,80,,342,,,,,,,,
4419,YORKSHIRE (EAST RIDING),KIRBY UNDERDALE,,149,97,697,,4,,,,,,455,,,,,,
4420,YORKSHIRE (EAST RIDING),LANGTOFT,,134,290,502,,2,,,,,,240,,,,,,
4421,YORKSHIRE (EAST RIDING),LANGTON,,175,88,43,,3,7,3,,,,188,,RYE OR MASLIN,3,,,
4422,YORKSHIRE (EAST RIDING),LECONFIELD,,275.75,112.5,238,,8.5,7,109.75,,,,44.5,,,,,,
4423,YORKSHIRE (EAST RIDING),LEPPINGTON,,131.5,52,110.5,,0.25,,29.5,,,,9,,,,,,
4424,YORKSHIRE (EAST RIDING),LITTLE DRIFFIELD,,,,,,,,,,,,,,,,,,SEE DRIFFIELD
4425,YORKSHIRE (EAST RIDING),LOCKINGTON,,388,171.5,192,,10,43,157,,,,50,,,,,,
4426,YORKSHIRE (EAST RIDING),LONDSBROUGH,,211.5,212.25,127,,1,33,14,,,,154,,RYE OR MASLIN,1,,,
4427,YORKSHIRE (EAST RIDING),LOWTHORPE,,191,49,190,,,,16,,,,72,,,,,,
4428,YORKSHIRE (EAST RIDING),LUND,,412,280,350,,,100,60,,,,210,,,,,,
4429,YORKSHIRE (EAST RIDING),LUTTONS,,74,229,75,,,10,,,,,148,,,,,,
4430,YORKSHIRE (EAST RIDING),MAPPLETON,,398,1,167,,2,,250,,,,2,,,,,,
4431,YORKSHIRE (EAST RIDING),MARFLEET,,177.5,,122,,0.5,36,120,,,5.5,,,,,,,
4432,YORKSHIRE (EAST RIDING),MARKET WEIGHTON,,324,350,771,,22,14,47,,,,413,79,,,,,
4433,YORKSHIRE (EAST RIDING),MEAUX,,,,,,,,,,,,,,,,,,SEE WAWNE
4434,YORKSHIRE (EAST RIDING),MELTONBY,,,,,,,,,,,,,,,,,,SEE YAPHAM
4435,YORKSHIRE (EAST RIDING),MILLINGTON,,20,85,145,,2,8,,,,,90,,,,,,
4436,YORKSHIRE (EAST RIDING),MUSTON,,84,46,124,,17,14,6,,,,76,,,,,,
4437,YORKSHIRE (EAST RIDING),NAFFERTON,,580,250,480,,8,100,120,,,,150,,,,,,
4438,YORKSHIRE (EAST RIDING),NORTH CAVE,,386,461,672,,59,6,81,,,,589,,RYE OR MASLIN,65,,,
4439,YORKSHIRE (EAST RIDING),NORTH DALTON,,260,565,530,,,,,,,,370,,,,,,
4440,YORKSHIRE (EAST RIDING),NORTH NEWBALD,,359.75,675.25,882,,9.25,55.75,3.5,,475.25,,,20.5,,,,,
4441,YORKSHIRE (EAST RIDING),NORTH FRODINGHAM,,360,25,95,,5,,,300,,,55,,,,,,OATS STATES 90 TO 100 AND TURNIPS AND RAPE STATES 50 TO 60
4442,YORKSHIRE (EAST RIDING),NORTH GRIMSTON,,140,96,116,,,24,7,,,,135,,,,,,
4443,YORKSHIRE (EAST RIDING),NORTON,,330,200,120,,23,30,2,,,,12.5,,,,,,
4444,YORKSHIRE (EAST RIDING),NUNBURNHOLME,,60,155,210,,3,15,20,,,,100,,,,,,
4445,YORKSHIRE (EAST RIDING),NUNKEELING,,262,12,286,,,,27,,,,58,,,,,,
4446,YORKSHIRE (EAST RIDING),PATRINGTON,,505,19.5,594.5,,4,1.5,194,,,,115.5,,,,,,
4447,YORKSHIRE (EAST RIDING),PAULL,,404,46,261,,10,,338,,,,44,,RYE OR MASLIN,1,,,
4448,YORKSHIRE (EAST RIDING),POCKLINGTON,,257.5,197.75,160,,18.5,42.5,19.75,,,,148.5,8.5,,,,,
4449,YORKSHIRE (EAST RIDING),PRESTON,,844,76,344,,12,20,686,,,,19,,,,,,
4450,YORKSHIRE (EAST RIDING),RILLINGTON,,169,158.5,141.5,,11,43.5,4,,,,226,,RYE OR MASLIN,46,,,
4451,YORKSHIRE (EAST RIDING),RISE,,130,11,160,,,,13,,,,43,,,,,,
4452,YORKSHIRE (EAST RIDING),RISTON,,150,126,70,,,60,80,,,,,,,,,,
4453,YORKSHIRE (EAST RIDING),ROOS,,415,15,261,,4,,196,,,,58,,,,,,
4454,YORKSHIRE (EAST RIDING),RUDSTON,,120,280,190,,8,10,8,,,,200,,,,,,
4455,YORKSHIRE (EAST RIDING),SANCTON,,106.5,250.25,482.5,,28,3,,,,,292.25,,RYE OR MASLIN,27,,,
4456,YORKSHIRE (EAST RIDING),SCAMPSTON,,98,67,141,,8,26,,,,,141,,RYE OR MASLIN,43.5,,,
4457,YORKSHIRE (EAST RIDING),SCRAYINGHAM,,281,52.5,288.5,,4.5,2,68,,,,89,,,,,,
4458,YORKSHIRE (EAST RIDING),SEATON ROSS,,243.75,24.75,333.25,,27,4,81.25,,,,23.75,,RYE OR MASLIN,59.75,,,
4459,YORKSHIRE (EAST RIDING),SHERBURN,,51.5,241,542,,2,6,,,,,272,,RYE OR MASLIN,27,,,
4460,YORKSHIRE (EAST RIDING),SHIPTON,,50,58,190,,6,,,20,,,124,25,,,,,
4461,YORKSHIRE (EAST RIDING),SIGGLESTHORNE,,491,56,732,,8,,98,,,,162.5,,RYE OR MASLIN,1,,,
4462,YORKSHIRE (EAST RIDING),SKEFFLING,,331,20,159,,3,,180,,,,23,,,,,,
4463,YORKSHIRE (EAST RIDING),SKERNE,,280,40,200,,4,6,80,,,,10,,,,,,
4464,YORKSHIRE (EAST RIDING),SKIPSEA,,387.5,50.75,574.75,,6.75,5,125.75,,,,138.25,,RYE OR MASLIN,1.5,,,
4465,YORKSHIRE (EAST RIDING),SKIPWITH,,329.75,112.5,541.75,,96,16.75,136.5,,,,99.25,126,,,,,
4466,YORKSHIRE (EAST RIDING),SKIRLAUGH,,136,3.5,200.5,,2,10,22,,,,69,,,,,,
4467,YORKSHIRE (EAST RIDING),SLEDMERE,,200,559,695,,15,160,,,,,1000,,RYE OR MASLIN,16,,,
4468,YORKSHIRE (EAST RIDING),SOUTH CAVE,,728,260.25,839.5,,58.75,8,246.75,,248.5,78,,19,,,,,
4469,YORKSHIRE (EAST RIDING),SPEETON,,68,68,290,,3,18,3,,,,125,,,,,,
4470,YORKSHIRE (EAST RIDING),SPROATLEY,,131,54,132,,12.5,,90,,,,79.75,,,,,,
4471,YORKSHIRE (EAST RIDING),STILLINGFLEET,,296.25,191,250,,63.25,6,271,,,,39.25,,RYE OR MASLIN,144,,,
4472,YORKSHIRE (EAST RIDING),SULCOATES,,,,19.5,,,,,,1.5,5,,,,,,,
4473,YORKSHIRE (EAST RIDING),SUTTON ON HULL,,710,54,584,,20,,215,,,,21,,,,,,
4474,YORKSHIRE (EAST RIDING),SUTTON UPON DERWENT,,186,31,387,,17,,45,,,,202,,RYE OR MASLIN,150,,,
4475,YORKSHIRE (EAST RIDING),SWINE,,1080,59,981,,14,,129,,,,202,,RYE OR MASLIN,18,,,
4476,YORKSHIRE (EAST RIDING),THORGANBY,,222,18,181,,20,,205,,,,9,,RYE OR MASLIN,28,,,
4477,YORKSHIRE (EAST RIDING),THORNGUMBALD,,258,19,217,,,,114,,,,,,,,,,
4478,YORKSHIRE (EAST RIDING),THORPE BASSETT,,123,93,101,,3.5,23.5,,,,,80,,RYE OR MASLIN,20,,,
4479,YORKSHIRE (EAST RIDING),THWING,,246,343,449,,3,48,,,,,356,,,,,,
4480,YORKSHIRE (EAST RIDING),ULROME,,155,7,250,,6.5,,147,,,,20,,RYE OR MASLIN,12,,,
4481,YORKSHIRE (EAST RIDING),WARTER,,243,1225,444,,30,47,,,,,913,,,,,,
4482,YORKSHIRE (EAST RIDING),WATTON,,363,57,230,,,,211,,,,77,,,,,,
4483,YORKSHIRE (EAST RIDING),WAWNE WITH MEAUX,,495,19,698,,11,,208,,,,65,1,,,,,
4484,YORKSHIRE (EAST RIDING),WEAVERTHORPE,,117,252,223,,1,3,,,,,126,1.5,,,,,
4485,YORKSHIRE (EAST RIDING),WELTON,,,,,,,,,,,,,,,,,,NO FIGURES
4486,YORKSHIRE (EAST RIDING),WELWICK,,579,,177,,2,,250,,20,8,,,,,,,
4487,YORKSHIRE (EAST RIDING),WHARRAM LE STREET,,103,180,282,,1,22,,,,,238,,,,,,
4488,YORKSHIRE (EAST RIDING),WHELDRAKE,,431,60,245,,31,,,182,,,135,,,,,,
4489,YORKSHIRE (EAST RIDING),WITHERNSEA,,,,,,,,,,,,,,,,,,SEE HOLLYM
4490,YORKSHIRE (EAST RIDING),WITHERNWICK,,369,,143,,2,,285,,,,15,,,,,,
4491,YORKSHIRE (EAST RIDING),WOLD NEWTON,,111,142,142,,2,10,,,,,142,,,,,,
4492,YORKSHIRE (EAST RIDING),YAPHAM WITH MELTONBY,,169.25,77.5,186,,6,24,56.5,,,,78.25,19,,,,,
4493,YORKSHIRE (EAST RIDING),YEDINGHAM,,40,28,120,,15,1,,,,,40,,RYE OR MASLIN,20,,,
4494,YORKSHIRE (EAST RIDING),"NABURNE, ST GEORGE",,88,38,301,,73,6,5,,145,,,117,,,,,
4495,YORKSHIRE (EAST RIDING),HOLY TRINITY IN MICKLEGATE,,108,37,76,,15,,37,,,,22,7,,,,,
4496,YORKSHIRE (EAST RIDING),ST LAWRENCE,,126,81,76,,32,,2,,,,14,,,,,,
4497,YORKSHIRE (EAST RIDING),ST MARY BISHOPHILL THE ELDER,,47.5,5,77,,12,,,,,,4,,,,,,
4498,YORKSHIRE (EAST RIDING),ST SAVIOURS,,20,,50,,4,,,,,,1.5,,,,,,
4499,YORKSHIRE (NORTH RIDING),ACKLAM,,185,13,56,,1,48,77,,,,9,,,,,,
4500,YORKSHIRE (NORTH RIDING),ALDBROUGH,,896,465,332,,24,,657,,,,253,,,,,,
4501,YORKSHIRE (NORTH RIDING),ALNE,,595,455,858,,25,27,158,,,,680,295,,,,,
4502,YORKSHIRE (NORTH RIDING),AMPLEFORTH,,40,,200,,5,,20,,,,15,,,,,,
4503,YORKSHIRE (NORTH RIDING),APPLETON-LE-STREET,,687,413,586,,28,75,12,,,,383,,RYE OR MASLIN,8.5,,,
4504,YORKSHIRE (NORTH RIDING),APPLETON WISKE,,248,6,275,,5,22,35,,,,13,,,,,,
4505,YORKSHIRE (NORTH RIDING),AYSGARTH,,45,4,210,,40,,,,,,54,,,,,,
4506,YORKSHIRE (NORTH RIDING),BAGBY,,236,12,316,,8,,56,,,,72,34,,,,,
4507,YORKSHIRE (NORTH RIDING),BARTON-LE-STREET,,257.75,159.25,309,,5.25,14.5,5.75,,,,203.5,,RYE OR MASLIN,1.5,,,
4508,YORKSHIRE (NORTH RIDING),BILSDALE,,165,1,132,,,,37,,1,,,,,,,,
4509,YORKSHIRE (NORTH RIDING),BIRDFORTH,,26,23,41,,1,,20,,27,,,,,,,,
4510,YORKSHIRE (NORTH RIDING),BRAFFERTON,,270,368,325,,19,4,47,,,,307,,,,,,
4511,YORKSHIRE (NORTH RIDING),BRANSDALE,,10,100,200,,76,6,,,,,10,,,,,,
4512,YORKSHIRE (NORTH RIDING),BROMPTON (I.E. NEAR SCARBOROUGH),,201.5,200,571,,64.5,21,11,,,,362.5,,RYE OR MASLIN,3.5,,,
4513,YORKSHIRE (NORTH RIDING),BULMER (I.E. NEAR MALTON),,50,20,160,,4,3,6,,,,160,,RYE OR MASLIN,2,,,
4514,YORKSHIRE (NORTH RIDING),BURNISTON,,,,,,,,,,,,,,,,,,SEE SCALBY
4515,YORKSHIRE (NORTH RIDING),CARLTON,,188,12,116,,6,,43,,,,22,,,,,,
4516,YORKSHIRE (NORTH RIDING),CARLTON (CHAPELRY IN COVERHAM),,300,150,300,,40,10,30,,,,40,70,,,,,
4517,YORKSHIRE (NORTH RIDING),CARLTON HUSTHWAITE,,109,33,159,,4.5,,16.5,,103,,,18,,,,,
4518,YORKSHIRE (NORTH RIDING),CARLTON MINIOTT,,62,89,148,,5,9,23,,147,,,136,,,,,
4519,YORKSHIRE (NORTH RIDING),CAYTON,,103.5,22,305.5,,25,,25,,77,,,,RYE OR MASLIN,4,,,
4520,YORKSHIRE (NORTH RIDING),CLEASBY,,93,47,89,,4,7,11,,,,71,,,,,,
4521,YORKSHIRE (NORTH RIDING),CLOUGHTON AND STAINTON DALE,,232.5,54,333.5,,123.25,4,4,,,,121.5,,RYE OR MASLIN,4,,,
4522,YORKSHIRE (NORTH RIDING),COXWOLD,,392.75,56,573.75,,31,12.25,65.75,,,,232.25,18.75,,,,,
4523,YORKSHIRE (NORTH RIDING),COVERHAM,,,31,153.75,,52,6,,,,,58.25,,,,,,WHEAT HAS A ? IN VALUE COLUMN
4524,YORKSHIRE (NORTH RIDING),CRAMBE,,191,19,318,,10,,56,,145,,,,RYE OR MASLIN,16,,,
4525,YORKSHIRE (NORTH RIDING),CRATHORNE,,274.5,,178,,0.5,4,74,,13,,,,,,,,
4526,YORKSHIRE (NORTH RIDING),CROFT,,736,27,633,,30,,,150,150,,,,,,,,
4527,YORKSHIRE (NORTH RIDING),CUNDALL,,291.5,257,179.5,,10.5,19,20.5,,,,293,,,,,,
4528,YORKSHIRE (NORTH RIDING),DALBY,,36,6,123,,10,,5,,54,4,,6,MASLIN,9,,,
4529,YORKSHIRE (NORTH RIDING),DANBY,,250,68,500,,78,10,8,,,,72,,RYE OR MASLIN,8,,,
4530,YORKSHIRE (NORTH RIDING),DANBY WISKE,,600,60,430,,30,,,160,,,90,,,,,,
4531,YORKSHIRE (NORTH RIDING),EASBY,,,176,410,,21,42,23,,,,228,,WHEAT AND RYE,462,,,
4532,YORKSHIRE (NORTH RIDING),EASINGTON,,200,20,200,,16,10,30,,,,40,,,,,,
4533,YORKSHIRE (NORTH RIDING),EASINGWOLD,,516,85.5,627.25,,14.5,,124.5,,258.25,,,78.5,,,,,
4534,YORKSHIRE (NORTH RIDING),EAST AYTON,,141,158,162,,16,33,,,,,130,,,,,,
4535,YORKSHIRE (NORTH RIDING),EAST HARLSEY,,349,16.5,279.5,,4,,,107,28,,,,,,,,
4536,YORKSHIRE (NORTH RIDING),EAST ROUNTON,,199.5,,150.5,,6,16,36,,,,11.5,,,,,,
4537,YORKSHIRE (NORTH RIDING),EAST WITTON,,141,73.5,204,,21,31.75,11,,,,152,,,,,,
4538,YORKSHIRE (NORTH RIDING),EGTON,,409.5,128.5,439,,178,,,5.5,,,68,,RYE OR MASLIN,8.5,,,
4539,YORKSHIRE (NORTH RIDING),ERYHOLME,,,28,214,,8,14,39,,,,67,,WHEAT AND RYE,208,,,
4540,YORKSHIRE (NORTH RIDING),ESKDALESIDE,,85,20,110,,25,2,6,,,,50,,,,,,
4541,YORKSHIRE (NORTH RIDING),ESTON,,383.5,9,213,,,,,150.5,27.5,8,,,,,,,
4542,YORKSHIRE (NORTH RIDING),FACEBY,,64,12,47,,,,6,,,,4,,,,,,
4543,YORKSHIRE (NORTH RIDING),FARLINGTON,,58,9,108,,3,,6,,,,58,,,,,,
4544,YORKSHIRE (NORTH RIDING),FELIXKIRK,,283,60,409,,18,10,45,,,,147,2,,,,,
4545,YORKSHIRE (NORTH RIDING),FOSTON,,72,26,115,,2,10,21,,,,20,,RYE OR MASLIN,20,,,
4546,YORKSHIRE (NORTH RIDING),FYLINGDALES,,344.75,62.75,535,,145.75,,,39.75,121.75,,,,,,,,
4547,YORKSHIRE (NORTH RIDING),GILLING (NEAR RICHMOND),,288.25,117.5,325,,16,53,7.25,,,,158.5,,,,,,
4548,YORKSHIRE (NORTH RIDING),GILLING EAST,,83,33,215,,8,8,,,,,110,,,,,,
4549,YORKSHIRE (NORTH RIDING),GLAISDALE,,220,60,300,,50,,,20,,,30,,,,,,
4550,YORKSHIRE (NORTH RIDING),GOATHLAND,,115,20,160,,50,10,5,,,,12,6,,,,,
4551,YORKSHIRE (NORTH RIDING),GREAT BROUGHTON,,,,,,,,,,,,,,,,,,SEE KIRKBY
4552,YORKSHIRE (NORTH RIDING),GREAT EDSTONE,,176,37,454,,6,4,16,,,,102,,RYE OR MASLIN,4,,,
4553,YORKSHIRE (NORTH RIDING),GUISBOROUGH,,520,100,510,,90,15,80,,240,,,,,,,,
4554,YORKSHIRE (NORTH RIDING),HACKNESS,,180,44,546,,34,2,,,,,80,,,,,,
4555,YORKSHIRE (NORTH RIDING),HAROME,,151,35.5,277.75,,8,,10.5,,,,318.75,,RYE OR MASLIN,27.5,,,
4556,YORKSHIRE (NORTH RIDING),HARWOOD DALE,,166,12,278,,52,,3,,,,77,,,,,,
4557,YORKSHIRE (NORTH RIDING),HAUXSWELL,,81,26,200,,6,14,,,102,,,,,,,,
4558,YORKSHIRE (NORTH RIDING),HAWNBY,,98.5,28,451.75,,60.75,3,,,,,94,32.5,,,,,
4559,YORKSHIRE (NORTH RIDING),HELMSLEY,,536.5,174.25,1413.75,,128,50,20,,,,742.5,,RYE OR MASLIN,167.5,,,
4560,YORKSHIRE (NORTH RIDING),HIGH WORSALL,,217,,167,,5,40,10,,,,18,,,,,,
4561,YORKSHIRE (NORTH RIDING),HOLTBY,,43,32,127,,52,5,9,,33,,,59,,,,,
4562,YORKSHIRE (NORTH RIDING),HOVINGHAM,,332.25,164.5,1065.25,,48.5,55,4,,,,599,,RYE OR MASLIN,92.25,,,
4563,YORKSHIRE (NORTH RIDING),HUNTINGTON,,160,32,270,,21,12,57,,36,,,,RYE OR MASLIN,73,,,
4564,YORKSHIRE (NORTH RIDING),HUTTON BUSCEL,,254.25,182.5,366,,73.5,11,6,,240,,,,RYE OR MASLIN,3,,,
4565,YORKSHIRE (NORTH RIDING),HUTTON RUDBY,,557.25,10,412,,8,38,78.5,,48,15.5,,,,,,,
4566,YORKSHIRE (NORTH RIDING),HUTTONS AMBO,,272,81,241,,10,,8,,126,,,,RYE OR MASLIN,6,,,
4567,YORKSHIRE (NORTH RIDING),INGLEBY ARNCLIFFE,,172,8,143,,2,,,43,14,,,,,,,,
4568,YORKSHIRE (NORTH RIDING),INGLEBY GREENHOW,,312,18,350,,20,10,12,,,,53,,RYE OR MASLIN,6,,,
4569,YORKSHIRE (NORTH RIDING),IRTON,,,,,,,,,,,,,,,,,,SEE SEAMER
4570,YORKSHIRE (NORTH RIDING),KILDALE,,120,14,200,,25,3,,,,,30,,,,,,
4571,YORKSHIRE (NORTH RIDING),KILBURN,,127,22.5,261,,9,,26.5,,98,,,14,,,,,
4572,YORKSHIRE (NORTH RIDING),KIRBY KNOWLE,,87,9,126,,9,3,8,,,,40,2,,,,,
4573,YORKSHIRE (NORTH RIDING),KIRBY MISPERTON,,792,63,1184,,35,48,79,,,,290,,RYE OR MASLIN,27,,,
4574,YORKSHIRE (NORTH RIDING),KIRBY RAVENSWORTH,,400,755,908,,50,82,15,,,,755,,,,,,
4575,YORKSHIRE (NORTH RIDING),KIRBY WISKE,,459,213,555,,16,28,139,,,,292,,,,,,
4576,YORKSHIRE (NORTH RIDING),KIRK LEVINGTON,,658,16,503,,12,87,90,,,,81,,,,,,
4577,YORKSHIRE (NORTH RIDING),KIRKBY WITH GREAT BROUGHTON,,344,23,248,,5,,,,,,,,,,,,
4578,YORKSHIRE (NORTH RIDING),KIRKBYMOORSIDE,,477.75,200.75,986,,76.75,16.75,10.75,,,,371.5,,RYE OR MASLIN,28.5,,,
4579,YORKSHIRE (NORTH RIDING),LASTINGHAM,,406,115,894.25,,90.75,11,1.5,,,,345.75,,RYE OR MASLIN,21.75,,,
4580,YORKSHIRE (NORTH RIDING),LEVISHAM,,29,39.25,116.5,,27.75,8,,,,,51.25,,RYE OR MASLIN,2,,,
4581,YORKSHIRE (NORTH RIDING),LIVERTON,,100,10,150,,10,6,20,,,,20,,,,,,
4582,YORKSHIRE (NORTH RIDING),LOFTHOUSE,,150,45,202,,13,10,34,,,,35,,,,,,
4583,YORKSHIRE (NORTH RIDING),LYTHE,,920,198,1156,,121,50,140,,188,,,,,,,,
4584,YORKSHIRE (NORTH RIDING),MARSKE,,584,148,429,,9.5,25,149,,,,111,,,,,,
4585,YORKSHIRE (NORTH RIDING),MIDDLESBROUGH,,208,14,59,,1,,160,,,,12,,,,,,
4586,YORKSHIRE (NORTH RIDING),MIDDLETON (I.E. NEAR PICKERING),,387,114,633,,66,24,18,,,,239,,RYE OR MASLIN,17,,,
4587,YORKSHIRE (NORTH RIDING),MYTON-ON-SWALE,,74,92,46,,4,,27,,,,113,10,,,,,
4588,YORKSHIRE (NORTH RIDING),NEWBY,,,,,,,,,,,,,,,,,,SEE SCALBY
4589,YORKSHIRE (NORTH RIDING),NEWTON (I.E. NEAR PICKERING),,239,145,533,,94,,,,64,,,24,,,,,
4590,YORKSHIRE (NORTH RIDING),NORMANBY,,135.5,14.5,452.5,,7.5,9,17,,,,94,,RYE OR MASLIN,13,,,
4591,YORKSHIRE (NORTH RIDING),OLD MALTON,,565,300,800,,80,120,,,,,325,,RYE OR MASLIN,50,,,
4592,YORKSHIRE (NORTH RIDING),ORMESBY (I.E. NEAR STOCKTON),,426,13,354,,,,,203,42,4,,,,,,,
4593,YORKSHIRE (NORTH RIDING),OSBALDWICK,,94.5,34,146.5,,13,,10,,53.25,16,,7,,,,,
4594,YORKSHIRE (NORTH RIDING),OSWALDKIRK,,96,28,190,,15,14,15,,,,187,,RYE OR MASLIN,33,,,
4595,YORKSHIRE (NORTH RIDING),OVER SILTON,,186,11,62,,7,,4,,,,43,,,,,,
4596,YORKSHIRE (NORTH RIDING),PATRICK BROMPTON,,250,111,243,,13,30,26,,152,,,,,,,,
4597,YORKSHIRE (NORTH RIDING),RASKELF,,110,80,258,,4,,28.5,,137,,,51,,,,,
4598,YORKSHIRE (NORTH RIDING),ROMALDKIRK,,201,31,541.5,,59,19,,,98,,,,,,,,
4599,YORKSHIRE (NORTH RIDING),ROSEDALE,,114.75,35.75,317.5,,47.25,5.5,2,,,,52.5,,RYE OR MASLIN,24,,,
4600,YORKSHIRE (NORTH RIDING),SALTON,,269,63,763.5,,11.25,18,38,,,,185.5,2,,,,,
4601,YORKSHIRE (NORTH RIDING),SAND HUTTON,,45,64,119,,3,,18,,,,73,82,,,,,
4602,YORKSHIRE (NORTH RIDING),"SCALBY, BURNISTON, NEWBY AND THROXENBY",,273.75,51.75,477.75,,158.5,6.5,6,,,,95,,RYE OR MASLIN,2.5,,,
4603,YORKSHIRE (NORTH RIDING),SCARBOROUGH,,34,,40,,2,,,,,,15,,,,,,
4604,YORKSHIRE (NORTH RIDING),SCAWTON,,44,5,132,,10,2,,,,,19,9,,,,,
4605,YORKSHIRE (NORTH RIDING),SEAMER (I.E. NEAR STOKESLEY),,366,24,295,,4,35,,,,,47,,,,,,
4606,YORKSHIRE (NORTH RIDING),SEAMER AND IRTON (I.E. NEAR SCARBOROUGH),,325.5,309,375,,48,29,3,,,,268,,RYE OR MASLIN,43,,,
4607,YORKSHIRE (NORTH RIDING),SESSAY,,222,43,392,,12,12,25,,,,147,82,,,,,
4608,YORKSHIRE (NORTH RIDING),SINNINGTON,,366,37.5,581,,19.75,15.5,50.5,,,,161.75,,RYE OR MASLIN,13,,,
4609,YORKSHIRE (NORTH RIDING),SLINGSBY,,100,200,300,,50,50,50,,,,200,,RYE OR MASLIN,50,,,
4610,YORKSHIRE (NORTH RIDING),"SNAINTON (IN BROMPTON, NEAR SCARBOROUGH)",,224,75,406,,43,8,6,,,,194,,,,,,
4611,YORKSHIRE (NORTH RIDING),SNEATON,,176,23.5,247.5,,31.5,1.5,16,,,,49,,,,,,
4612,YORKSHIRE (NORTH RIDING),SOCKBURN,,189,24,143,,15,25,24,,,,32,,,,,,
4613,YORKSHIRE (NORTH RIDING),SOUTH KILVINGTON,,261,11,259,,9,13,30,,,,38,10,,,,,
4614,YORKSHIRE (NORTH RIDING),SOUTH OTTERINGTON,,93,68.5,105.5,,13,11.25,63,,,,63.5,,,,,,
4615,YORKSHIRE (NORTH RIDING),SOWERBY (I.E. NEAR THIRSK),,30,217,240,,9,8,10,,,,187,36,,,,,
4616,YORKSHIRE (NORTH RIDING),SPENNITHORNE,,232,63,429,,10,6.5,,,216,,,,,,,,
4617,YORKSHIRE (NORTH RIDING),STAINTON DALE,,,,,,,,,,,,,,,,,,SEE CLOUGHTON
4618,YORKSHIRE (NORTH RIDING),STOCKTON-ON-THE-FOREST,,111,22,202,,7,,18,,58,,,34,,,,,
4619,YORKSHIRE (NORTH RIDING),SUTTON-ON-THE-FOREST,,470,108,1169,,51,,214,,,,180,,RYE OR MASLIN,273,,,
4620,YORKSHIRE (NORTH RIDING),TERRINGTON,,94,30,434,,12,4,12,,,,180,,RYE OR MASLIN,40,,,
4621,YORKSHIRE (NORTH RIDING),THIRKLEBY,,137.5,18,131,,1,,45,,,,60,4,MASLIN,12,,,
4622,YORKSHIRE (NORTH RIDING),THIRSK,,191,123,435,,33,6,101,,150,,,59,,,,,
4623,YORKSHIRE (NORTH RIDING),THORMANBY,,44,26,81,,6,,12,,,,36,20,,,,,
4624,YORKSHIRE (NORTH RIDING),THORNTON (A TOWNSHIP IN FOSTON PARISH),,80,30,300,,8,2,20,,30,,,,RYE OR MASLIN,30,,,
4625,YORKSHIRE (NORTH RIDING),THORNTON STEWARD,,103,43,128,,4,22,20,,103,60,,,,,,,
4626,YORKSHIRE (NORTH RIDING),THROXENBY,,,,,,,,,,,,,,,,,,SEE SCALBY
4627,YORKSHIRE (NORTH RIDING),TUNSTALL,,186,4,202,,2,,85,,,,17,,,,,,
4628,YORKSHIRE (NORTH RIDING),UGGLEBARNBY,,134,30,168,,34,2,13,,,,36,,,,,,
4629,YORKSHIRE (NORTH RIDING),UPLEATHAM,,105,50,100,,10,5,20,,45,,,,,,,,
4630,YORKSHIRE (NORTH RIDING),UPPER HELMSLEY,,20,10,60,,3,2,,,,,40,,RYE OR MASLIN,30,,,
4631,YORKSHIRE (NORTH RIDING),WARTHILL,,31,10,54,,4,,3,,,,14,,,,,,
4632,YORKSHIRE (NORTH RIDING),"WELBURN (IN BULMER, NEAR MALTON)",,68,10,95,,6,2,5,,58,,,,RYE OR MASLIN,9,,,
4633,YORKSHIRE (NORTH RIDING),WELBURY,,390,,308,,,,,68,,,,,POTATOES AND TURNIPS,30,,,
4634,YORKSHIRE (NORTH RIDING),WEST TANFIELD,,462,105,326,,6,48,91,,,,278,,,,,,
4635,YORKSHIRE (NORTH RIDING),WEST WITTON,,72.5,3,175,,8.5,3.5,,,,,88.5,,,,,,
4636,YORKSHIRE (NORTH RIDING),WHITBY,,160,50,260,,60,10,15,,,,60,,,,,,
4637,YORKSHIRE (NORTH RIDING),WHORLTON,,422,23,257,,45,,,186,94,,,,,,,,
4638,YORKSHIRE (NORTH RIDING),WYKEHAM,,75,67,105,,42,7,,,,,132,,,,,,
4639,YORKSHIRE (NORTH RIDING),YARM,,94,14,45,,12,,27,,,,22,,,,,,
4640,YORKSHIRE (WEST RIDING),ABBERFORD,,271,225,365,,33,52,14,,74,,,,,,,,
4641,YORKSHIRE (WEST RIDING),ACKWORTH,,332,126.25,219.25,,40,39.5,25.5,,83,,,3.5,,,,,
4642,YORKSHIRE (WEST RIDING),ADDINGHAM,,20.25,26.25,260.5,,28,0.75,3.5,,,,45,,,,,,
4643,YORKSHIRE (WEST RIDING),ADEL,,411,442,787,,99,17,94,,,,168,9,,,,,
