hundred,metaphone_id,tot_val_1524,tot_val_1543,tot_val_1581,tot_val_1674,count_1524,count_1543,count_1581,count_1674,max_val_1524,max_val_1543,max_val_1581,max_val_1674,surname_1524,surname_1543,surname_1581,surname_1674,metaphone_treatment_1524,metaphone_treatment_1543,metaphone_treatment_1581,metaphone_treatment_1674,metaphone_control_1524,metaphone_control_1543,metaphone_control_1581,metaphone_control_1674,avg_val_1524,avg_val_1543,avg_val_1581,avg_val_1674,tot_val_1840,count_1840,max_val_1840,surname_1840,metaphone_treatment_1840,metaphone_control_1840,avg_val_1840
Black Torrington,8157,,6.0,,,,2.0,,,,5.0,,,,Knyght,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Black Torrington,8167,1.3333333333333333,3.0,,,1.0,2.0,,,1.3333333333333333,2.0,,,Hamelyn,Hamlyn,,,0.0,0.0,,,0.0,0.0,,,1.3333333333333333,1.5,,,,,,,,,
Black Torrington,8169,,1.0,,,,1.0,,,,1.0,,,,Lytyljohn,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,8187,,4.0,,,,1.0,,,,4.0,,,,Strobryg,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Black Torrington,8225,,1.0,,,,1.0,,,,1.0,,,,Smalecorne,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,8236,,,3.0,,,,1.0,,,,3.0,,,,Williamsone,,,,0.0,,,,0.0,,,,3.0,,,,,,,,
Black Torrington,8247,,1.0,,2.0,,1.0,,1.0,,1.0,,2.0,,H,,W,,0.0,,0.0,,0.0,,0.0,,1.0,,2.0,,,,,,,
Black Torrington,8250,,,2.0,,,,1.0,,,,2.0,,,,Mortymer,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Black Torrington,8260,24.0,19.0,2.0,,2.0,2.0,1.0,,12.0,17.0,2.0,,Bagater,Bagator,Bagter,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,9.5,2.0,,,,,,,,
Black Torrington,8263,,1.0,,,,1.0,,,,1.0,,,,Stegen,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,8264,6.0,43.0,22.0,10.0,2.0,7.0,5.0,5.0,3.0,17.0,7.0,3.0,Geffery,Geffery,Jefferye,Jeffry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.142857142857143,4.4,2.0,20438.0,63.0,1246.0,Jeffrey,0.0,0.0,324.41269841269843
Black Torrington,8275,1.0,,,,1.0,,,,1.0,,,,Feneman,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8305,,2.0,,,,1.0,,,,2.0,,,,Bremelcombe,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Black Torrington,8310,,,,1.0,,,,1.0,,,,1.0,,,,Brimridge,,,,0.0,,,,0.0,,,,1.0,79359.0,144.0,2473.0,Brimridge,0.0,0.0,551.1041666666666
Black Torrington,8317,5.0,10.0,,,2.0,1.0,,,4.0,10.0,,,Addescot,Addyscott,,,0.0,0.0,,,0.0,0.0,,,2.5,10.0,,,,,,,,,
Black Torrington,8319,6.0,,7.0,,2.0,,1.0,,5.0,,7.0,,Arnold,,Arnold,,0.0,,0.0,,0.0,,0.0,,3.0,,7.0,,67721.0,131.0,11862.0,Arnold,0.0,0.0,516.9541984732824
Black Torrington,8320,,4.0,,,,1.0,,,,4.0,,,,Battyshyll,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Black Torrington,8330,1.0,,,,1.0,,,,1.0,,,,Garmenton,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8335,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,Langbere,,Langbeare,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,,,,,,,,
Black Torrington,8336,2.0,,,,1.0,,,,2.0,,,,Lymscott,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Black Torrington,8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12524.0,34.0,1370.0,Bampfield,0.0,0.0,368.3529411764706
Black Torrington,8410,,7.0,,,,1.0,,,,7.0,,,,Saterlegh,,,,0.0,,,,0.0,,,,7.0,,,,,,,,,
Black Torrington,8414,,,8.0,,,,1.0,,,,8.0,,,,Predeauxe,,,,0.0,,,,0.0,,,,8.0,,,,,,,,
Black Torrington,8415,2.0,,,,1.0,,,,2.0,,,,Stapledon,,,,0.0,,,,0.0,,,,2.0,,,,41016.0,92.0,2851.0,Stapleton,0.0,0.0,445.82608695652175
Black Torrington,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,6.0,24.0,Stanbury,0.0,0.0,13.0
Black Torrington,8429,4.0,,,,1.0,,,,4.0,,,,Kyngyslond,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,,
Black Torrington,8440,13.333333333333334,1.0,,,1.0,1.0,,,13.333333333333334,1.0,,,Rogerman,Rogerman,,,0.0,0.0,,,0.0,0.0,,,13.333333333333334,1.0,,,,,,,,,
Black Torrington,8447,11.0,21.0,5.0,,2.0,3.0,1.0,,10.0,15.0,5.0,,Coham,Coham,Coham,,0.0,0.0,0.0,,0.0,0.0,0.0,,5.5,7.0,5.0,,739375.0,1152.0,29886.0,Coham,0.0,0.0,641.8185763888889
Black Torrington,8456,12.0,22.0,6.0,1.0,3.0,3.0,2.0,1.0,6.0,15.0,5.0,1.0,Bukepytt,Buckpytt,Buckpitt,Backpitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.333333333333333,3.0,1.0,,,,,,,
Black Torrington,8469,12.0,3.0,3.0,,2.0,2.0,1.0,,10.0,2.0,3.0,,Hardimede,Hardemede,Hardemeade,,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,1.5,3.0,,,,,,,,
Black Torrington,8476,3.0,6.0,,,2.0,1.0,,,2.0,6.0,,,Maddecott,Mattacott,,,0.0,0.0,,,0.0,0.0,,,1.5,6.0,,,,,,,,,
Black Torrington,8504,1.0,,,,1.0,,,,1.0,,,,Lythebrugge,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8514,24.0,16.0,10.0,,3.0,1.0,1.0,,13.0,16.0,10.0,,Nucort,Newcourt,Newcourte,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.0,16.0,10.0,,,,,,,,
Black Torrington,8515,2.333333333333333,,,,2.0,,,,1.3333333333333333,,,,Bobryge,,,,0.0,,,,0.0,,,,1.1666666666666665,,,,,,,,,,
Black Torrington,8516,2.0,,,,2.0,,,,1.0,,,,Chalnedon,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8517,10.0,,,,4.0,,,,5.0,,,,Bornbere,,,,0.0,,,,0.0,,,,2.5,,,,,,,,,,
Black Torrington,8518,2.0,,,,1.0,,,,2.0,,,,Newcottt,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Black Torrington,8519,1.0,,,,1.0,,,,1.0,,,,Skykerd,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8520,7.0,,,,1.0,,,,7.0,,,,Makepowder,,,,0.0,,,,0.0,,,,7.0,,,,,,,,,,
Black Torrington,8521,1.0,,,,1.0,,,,1.0,,,,Struneral,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8522,6.0,,,,1.0,,,,6.0,,,,Fraternite,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,,
Black Torrington,8523,1.0,,,,1.0,,,,1.0,,,,Erencombe,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8524,10.0,,,,1.0,,,,10.0,,,,Larworthy,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,,
Black Torrington,8525,2.0,5.0,,,1.0,1.0,,,2.0,5.0,,,Tygber,Tackbeare,,,0.0,0.0,,,0.0,0.0,,,2.0,5.0,,,,,,,,,
Black Torrington,8526,5.0,,,,1.0,,,,5.0,,,,Honscott,,,,0.0,,,,0.0,,,,5.0,,,,,,,,,,
Black Torrington,8527,3.0,,,,1.0,,,,3.0,,,,Bynnysworthy,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Black Torrington,8528,6.0,30.0,,,1.0,1.0,,,6.0,30.0,,,Carwithan,Carwithan,,,0.0,0.0,,,0.0,0.0,,,6.0,30.0,,,16002.0,51.0,1826.0,Carwithen,0.0,0.0,313.7647058823529
Black Torrington,8529,6.0,8.0,,,4.0,3.0,,,2.0,3.0,,,Furlerd,Furlerd,,,0.0,0.0,,,0.0,0.0,,,1.5,2.6666666666666665,,,,,,,,,
Black Torrington,8530,15.333333333333334,,,,3.0,,,,13.333333333333334,,,,Grugeworthy,,,,0.0,,,,0.0,,,,5.111111111111112,,,,,,,,,,
Black Torrington,8531,1.0,6.0,1.0,,1.0,2.0,1.0,,1.0,4.0,1.0,,Lachbroke,Lachbrocke,Lachbrooke,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,3.0,1.0,,,,,,,,
Black Torrington,8532,7.0,,,,1.0,,,,7.0,,,,Cobberond,,,,0.0,,,,0.0,,,,7.0,,,,,,,,,,
Black Torrington,8533,10.0,,,,2.0,,,,8.0,,,,Stemelake,,,,0.0,,,,0.0,,,,5.0,,,,,,,,,,
Black Torrington,8534,3.0,1.0,,,1.0,1.0,,,3.0,1.0,,,Luxmore,Luxmore,,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,,,91617.0,109.0,4480.0,Luxmore,0.0,0.0,840.5229357798165
Black Torrington,8536,20.0,,,,1.0,,,,20.0,,,,Kyngeman,,,,0.0,,,,0.0,,,,20.0,,,,,,,,,,
Black Torrington,8537,1.0,,,,1.0,,,,1.0,,,,Gramelyn,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8538,1.0,,,,1.0,,,,1.0,,,,Hankeford,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8539,20.0,20.0,,,1.0,1.0,,,20.0,20.0,,,Tolcaryn,Tolcarne,,,0.0,0.0,,,0.0,0.0,,,20.0,20.0,,,,,,,,,
Black Torrington,8540,14.0,16.0,6.0,,3.0,4.0,1.0,,8.0,10.0,6.0,,Credecott,Crowdecott,Crodacott,,0.0,0.0,0.0,,0.0,0.0,0.0,,4.666666666666667,4.0,6.0,,,,,,,,
Black Torrington,8541,4.0,,,,2.0,,,,2.0,,,,Ratynby,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Black Torrington,8542,20.0,,,,1.0,,,,20.0,,,,Bremelcum,,,,0.0,,,,0.0,,,,20.0,,,,,,,,,,
Black Torrington,8543,2.0,,,,1.0,,,,2.0,,,,Wolnecott,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,
Black Torrington,8544,6.0,,,,1.0,,,,6.0,,,,Pomsford,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,,
Black Torrington,8545,3.0,,,,2.0,,,,2.0,,,,Bekehell,,,,0.0,,,,0.0,,,,1.5,,,,,,,,,,
Black Torrington,8546,2.0,,,,2.0,,,,1.0,,,,Norham,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8547,17.0,,,,3.0,,,,8.0,,,,Arkysworthy,,,,0.0,,,,0.0,,,,5.666666666666667,,,,,,,,,,
Black Torrington,8548,36.0,,,,6.0,,,,14.0,,,,Northeham,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,,
Black Torrington,8549,1.0,,,,1.0,,,,1.0,,,,Sothchecott,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8550,3.0,,,,1.0,,,,3.0,,,,Colymberys,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Black Torrington,8551,4.0,8.0,,,1.0,4.0,,,4.0,4.0,,,Tumbles,Tumbles,,,0.0,0.0,,,0.0,0.0,,,4.0,2.0,,,,,,,,,
Black Torrington,8552,3.0,,,,1.0,,,,3.0,,,,Rotymby,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,,
Black Torrington,8553,1.0,,,,1.0,,,,1.0,,,,Jnoseell,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,
Black Torrington,8557,,10.0,10.0,,,1.0,3.0,,,10.0,5.0,,,Crambery,Cramberye,,,0.0,0.0,,,0.0,0.0,,,10.0,3.3333333333333335,,,,,,,,
Black Torrington,8559,,21.0,,,,2.0,,,,15.0,,,,Upryght,,,,0.0,,,,0.0,,,,10.5,,,,,,,,,
Black Torrington,8592,,,,1.0,,,,1.0,,,,1.0,,,,Littletar,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,8600,,5.0,5.0,,,1.0,1.0,,,5.0,5.0,,,Salerman,Sallerman,,,0.0,0.0,,,0.0,0.0,,,5.0,5.0,,,,,,,,
Black Torrington,8602,,9.0,8.0,,,1.0,1.0,,,9.0,8.0,,,Kymthorne,Kymthorne,,,0.0,0.0,,,0.0,0.0,,,9.0,8.0,,,,,,,,
Black Torrington,8634,,1.0,,,,1.0,,,,1.0,,,,Cagbeare,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,8655,,,2.0,,,,1.0,,,,2.0,,,,Browninge,,,,0.0,,,,0.0,,,,2.0,,,,,,,,
Black Torrington,8700,,2.0,,,,2.0,,,,1.0,,,,Indebroke,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,8705,,2.0,,,,1.0,,,,2.0,,,,Netherhill,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Black Torrington,8715,,,,2.0,,,,1.0,,,,2.0,,,,Malcombe,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Black Torrington,8720,,2.0,,,,1.0,,,,2.0,,,,Howckemor,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Black Torrington,8732,,,,2.0,,,,2.0,,,,1.0,,,,Sittcombe,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,8795,,,5.0,,,,1.0,,,,5.0,,,,Jurston,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Black Torrington,8929,,,1.0,7.0,,,1.0,4.0,,,1.0,2.0,,,Litlejohn,Littlejohn,,,0.0,0.0,,,0.0,0.0,,,1.0,1.75,687.0,5.0,276.0,Littlejohn,0.0,0.0,137.4
Black Torrington,8936,,,4.0,,,,1.0,,,,4.0,,,,Stickelpathe,,,,0.0,,,,0.0,,,,4.0,,,,,,,,
Black Torrington,8953,,,,1.0,,,,1.0,,,,1.0,,,,Shortridge,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,9034,,1.0,,,,1.0,,,,1.0,,,,Bobyg,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,
Black Torrington,9035,,5.0,6.0,5.0,,2.0,2.0,1.0,,3.0,3.0,5.0,,Syynge,Synge,Singe,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.5,3.0,5.0,,,,,,,
Black Torrington,9036,,7.0,3.0,4.0,,1.0,1.0,2.0,,7.0,3.0,2.0,,Larkeworthy,Lerkeworthie,Larkworth,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,3.0,2.0,,,,,,,
Black Torrington,9037,,10.0,,,,1.0,,,,10.0,,,,Tolcarnewid,,,,0.0,,,,0.0,,,,10.0,,,,,,,,,
Black Torrington,9038,,4.0,,,,1.0,,,,4.0,,,,Dynstop,,,,0.0,,,,0.0,,,,4.0,,,,,,,,,
Black Torrington,9039,,20.0,,,,1.0,,,,20.0,,,,Kyngisland,,,,0.0,,,,0.0,,,,20.0,,,,,,,,,
Black Torrington,9040,,2.0,,,,1.0,,,,2.0,,,,Chalvedon,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Black Torrington,9041,,6.0,,,,1.0,,,,6.0,,,,Kynsland,,,,0.0,,,,0.0,,,,6.0,,,,,,,,,
Black Torrington,9042,,40.0,12.0,1.0,,2.0,3.0,1.0,,30.0,5.0,1.0,,Mapowder,Mapowder,Mawpowder,,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,4.0,1.0,21680.0,62.0,1686.0,Mapowder,0.0,0.0,349.6774193548387
Black Torrington,9043,,3.0,,,,1.0,,,,3.0,,,,Bounste,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Black Torrington,9044,,21.0,5.0,,,2.0,1.0,,,13.0,5.0,,,Moungey,Mungey,,,0.0,0.0,,,0.0,0.0,,,10.5,5.0,,,,,,,,
Black Torrington,9045,,2.0,,,,1.0,,,,2.0,,,,Spetygue,,,,0.0,,,,0.0,,,,2.0,,,38648.0,81.0,3030.0,Spettigue,0.0,0.0,477.1358024691358
Black Torrington,9046,,5.0,,,,2.0,,,,3.0,,,,Congnan,,,,0.0,,,,0.0,,,,2.5,,,,,,,,,
Black Torrington,9047,,18.0,,,,1.0,,,,18.0,,,,Ardyscot,,,,0.0,,,,0.0,,,,18.0,,,,,,,,,
Black Torrington,9048,,3.0,,,,1.0,,,,3.0,,,,Lanmeade,,,,0.0,,,,0.0,,,,3.0,,,,,,,,,
Black Torrington,9049,,2.0,,,,1.0,,,,2.0,,,,Chagystay,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Black Torrington,9191,,,5.0,,,,1.0,,,,5.0,,,,Denynge,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Black Torrington,9224,,,4.0,,,,1.0,,,,4.0,,,,Glowline,,,,0.0,,,,0.0,,,,4.0,,,,,,,,
Black Torrington,9225,,,5.0,,,,1.0,,,,5.0,,,,Mediande,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Black Torrington,9226,,,4.0,,,,1.0,,,,4.0,,,,Stampton,,,,0.0,,,,0.0,,,,4.0,,,,,,,,
Black Torrington,9227,,,5.0,,,,1.0,,,,5.0,,,,Kingeforde,,,,0.0,,,,0.0,,,,5.0,,,,,,,,
Black Torrington,9336,,,,2.0,,,,1.0,,,,2.0,,,,Mannacott,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Black Torrington,9523,,,,2.0,,,,1.0,,,,2.0,,,,Spectican,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Black Torrington,9524,,,,2.0,,,,1.0,,,,2.0,,,,Barndball,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Black Torrington,9525,,,,1.0,,,,1.0,,,,1.0,,,,Tredreve,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,9526,,,,9.0,,,,3.0,,,,4.0,,,,Beskevill,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Black Torrington,9527,,,,1.0,,,,1.0,,,,1.0,,,,Simpling,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,9528,,,,1.0,,,,1.0,,,,1.0,,,,Bunkberry,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Black Torrington,9529,,,,2.0,,,,1.0,,,,2.0,,,,Arnalls,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Black Torrington,9530,,,,5.0,,,,1.0,,,,5.0,,,,Stubbers,,,,0.0,,,,0.0,,,,5.0,,,,,,,
Black Torrington,9531,,,,3.0,,,,1.0,,,,3.0,,,,Hodgwood,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Black Torrington,9728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684097.0,1406.0,23040.0,Venerable,0.0,0.0,486.5554765291607
Black Torrington,9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340132.0,528.0,9960.0,Ashburton,0.0,0.0,644.189393939394
Black Torrington,9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872.0,14.0,1094.0,Leaseholder,0.0,0.0,348.0
Black Torrington,9740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7997.0,22.0,890.0,Feoffees,0.0,0.0,363.5
Black Torrington,9742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31028.0,41.0,2720.0,Nicholett,0.0,0.0,756.780487804878
Black Torrington,9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,4.0,36.0,Sangings,0.0,0.0,22.0
Black Torrington,9773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19202.0,75.0,1160.0,Battenbury,0.0,0.0,256.02666666666664
Black Torrington,9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,2.0,19.0,Parishioners,0.0,0.0,16.5
Black Torrington,9815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.0,5.0,840.0,Holband,0.0,0.0,190.4
Black Torrington,9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12267.0,31.0,1062.0,Fothergold,0.0,0.0,395.7096774193548
Black Torrington,9848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19823.0,32.0,1791.0,Brembridge,0.0,0.0,619.46875
Black Torrington,9859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.0,1.0,622.0,Laskbrook,0.0,0.0,622.0
Braunton,4,,,,2.0,,,,1.0,,,,2.0,,,,Howse,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,10,,1.0,,,,1.0,,,,1.0,,,,Jury,,,,0.0,,,,0.0,,,,1.0,,,74.0,2.0,50.0,Gear,0.0,0.0,37.0
Braunton,11,,,8.0,,,,1.0,,,,8.0,,,,Sherman,,,,0.0,,,,0.0,,,,8.0,,,,,,,,
Braunton,17,34.0,17.0,13.0,,2.0,4.0,2.0,,30.0,9.0,10.0,,Garlond,Garland,Garland,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,4.25,6.5,,,,,,,,
Braunton,20,14.666666666666666,13.0,4.0,3.0,6.0,3.0,1.0,2.0,4.0,8.0,4.0,2.0,Kyng,Kyng,Kenneck,King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.444444444444444,4.333333333333333,4.0,1.5,,,,,,,
Braunton,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,3.0,30.0,Woolacott,0.0,0.0,20.0
Braunton,41,,,,3.0,,,,1.0,,,,3.0,,,,Sibly,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,50,18.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,Olwaye,Will,Will,Will,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.0,5.0,2.0,,,,,,,
Braunton,54,,,,3.0,,,,1.0,,,,3.0,,,,Skiffe,,,,0.0,,,,0.0,,,,3.0,,,,,,,
Braunton,59,5.0,,9.0,,1.0,,1.0,,5.0,,9.0,,Stavely,,Staveleighe,,0.0,,0.0,,0.0,,0.0,,5.0,,9.0,,,,,,,,
Braunton,68,31.0,39.0,,3.0,7.0,10.0,,1.0,10.0,10.0,,3.0,Loveryng,Loveryng,,Lovering,0.0,0.0,,0.0,0.0,0.0,,0.0,4.428571428571429,3.9,,3.0,25276.0,72.0,1626.0,Lovering,0.0,0.0,351.05555555555554
Braunton,81,,,,3.0,,,,2.0,,,,2.0,,,,Hopkens,,,,0.0,,,,0.0,,,,1.5,160.0,1.0,160.0,Hopkins,0.0,0.0,160.0
Braunton,143,9.0,40.0,10.0,4.0,3.0,5.0,2.0,3.0,5.0,20.0,5.0,2.0,Whytfyld,Whitffild,Whitfeld,Whitfeild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,1.3333333333333333,,,,,,,
Braunton,164,,,,1.0,,,,1.0,,,,1.0,,,,Recket,,,,0.0,,,,0.0,,,,1.0,32.0,1.0,32.0,Rouget,0.0,0.0,32.0
Braunton,175,,,,1.0,,,,1.0,,,,1.0,,,,Warder,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,185,11.0,3.0,,1.0,2.0,1.0,,1.0,10.0,3.0,,1.0,Cobley,Gubble,,Coblly,0.0,0.0,,0.0,0.0,0.0,,0.0,5.5,3.0,,1.0,,,,,,,
Braunton,186,,,,7.0,,,,1.0,,,,7.0,,,,Bomber,,,,0.0,,,,0.0,,,,7.0,,,,,,,
Braunton,187,,,,3.0,,,,3.0,,,,1.0,,,,Crapp,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,3.0,34.0,Setters,0.0,0.0,15.333333333333334
Braunton,189,,,,3.0,,,,2.0,,,,2.0,,,,Nw,,,,0.0,,,,0.0,,,,1.5,,,,,,,
Braunton,222,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,Tees,Dysshe,,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,,,,,,,
Braunton,223,14.0,14.0,14.0,11.0,3.0,6.0,3.0,9.0,5.0,4.0,8.0,2.0,Clarke,Clerke,Clarke,Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.3333333333333335,4.666666666666667,1.2222222222222223,18556.0,25.0,8930.0,Clarke,0.0,0.0,742.24
Braunton,227,19.0,3.0,7.0,10.0,3.0,3.0,2.0,3.0,12.0,1.0,6.0,4.0,Lerywell,Lerewil,Lerawill,Lerwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,1.0,3.5,3.3333333333333335,35835.0,106.0,1689.0,Lerwill,0.0,0.0,338.0660377358491
Braunton,233,,3.0,,,,2.0,,,,2.0,,,,Irysshe,,,,0.0,,,,0.0,,,,1.5,,,,,,,,,
Braunton,234,,,,1.0,,,,1.0,,,,1.0,,,,Derby,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,240,,,,1.0,,,,1.0,,,,1.0,,,,Keslake,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,242,23.833333333333332,21.0,12.0,13.0,8.0,7.0,2.0,8.0,6.0,10.0,6.0,3.0,Gebbe,Gybbe,Gubbe,Gub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9791666666666665,3.0,6.0,1.625,676.0,12.0,162.0,Gubb,0.0,0.0,56.333333333333336
Braunton,243,28.666666666666664,26.0,6.0,6.0,5.0,4.0,1.0,3.0,18.0,15.0,6.0,4.0,Elyott,Elyott,Elyotte,Elleott,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.7333333333333325,6.5,6.0,2.0,559903.0,266.0,341193.0,Elliott,0.0,1.0,2104.8984962406016
Braunton,255,,2.0,,,,1.0,,,,2.0,,,,Syng,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,
Braunton,258,3.0,20.0,,,1.0,1.0,,,3.0,20.0,,,Canford,Canfford,,,0.0,0.0,,,0.0,0.0,,,3.0,20.0,,,,,,,,,
Braunton,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12711.0,27.0,3398.0,Alfred,0.0,1.0,470.77777777777777
Braunton,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52591.0,143.0,2093.0,Dunning,0.0,0.0,367.7692307692308
Braunton,282,,,,2.0,,,,1.0,,,,2.0,,,,Edmond,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,307,,,,1.0,,,,1.0,,,,1.0,,,,Davells,,,,0.0,,,,0.0,,,,1.0,,,,,,,
Braunton,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,5.0,44.0,Radenbury,0.0,0.0,22.0
Braunton,321,,,,2.0,,,,1.0,,,,2.0,,,,Pillifin,,,,0.0,,,,0.0,,,,2.0,,,,,,,
Braunton,322,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,Morell,,Morley,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,,,,,,,
Braunton,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,22.0,Litson,0.0,0.0,22.0
