surname_id,surname,metaphone,soundex,mp_se,u_id
2249.0,Karslake,KRSLK,K0624020,KRSLK K0624020,2457.0
2250.0,Karswill,KRSL,K06204,KRSL K06204,2497.0
2251.0,Karygan,KRKN,K060205,KRKN K060205,2459.0
2252.0,Kaylway,KL,K040,KL K040,2519.0
2253.0,Kayns,KNS,K052,KNS K052,2461.0
2254.0,Kayse,KS,K020,KS K020,2538.0
2255.0,Kayserl,KSRL,K02064,KSRL K02064,2463.0
2256.0,Keate,KT,K030,KT K030,2539.0
2257.0,Kede,KT,K030,KT K030,2539.0
2258.0,Kedwelly,KTL,K03040,KTL K03040,2466.0
2259.0,Kelle,KL,K040,KL K040,2519.0
2259.0,Kelly,KL,K040,KL K040,2519.0
2260.0,Kelletre,KLTR,K040360,KLTR K040360,2469.0
2261.0,Kellond,KLNT,K04053,KLNT K04053,2516.0
2262.0,Kellowe,KL,K040,KL K040,2519.0
2263.0,Kellyge,KLJ,K04020,KLJ K04020,2472.0
2264.0,Kelynton,KLNTN,K0405305,KLNTN K0405305,2473.0
2265.0,Kelyo,KL,K040,KL K040,2519.0
2266.0,Kembell,KMPL,K05104,KMPL K05104,2475.0
2267.0,Kemecote,KMKT,K0502030,KMKT K0502030,2476.0
2268.0,Kemell,KML,K0504,KML K0504,2477.0
2269.0,Kemer,KMR,K0506,KMR K0506,2478.0
2270.0,Kempe,KMP,K0510,KMP K0510,2521.0
2271.0,Kempston,KMPSTN,K0512305,KMPSTN K0512305,2480.0
2272.0,Kendale,KNTL,K053040,KNTL K053040,2481.0
2273.0,Kene,KN,K050,KN K050,2488.0
2274.0,Kenecote,KNKT,K0502030,KNKT K0502030,2483.0
2275.0,Kenet,KNT,K0503,KNT K0503,2484.0
2276.0,Kenford,KNFRT,K051063,KNFRT K051063,2526.0
2277.0,Kenicke,KNK,K05020,KNK K05020,2486.0
2278.0,Kenning,KNNK,K05052,KNNK K05052,2487.0
2279.0,Kenowe,KN,K050,KN K050,2488.0
2280.0,Kenrygge,KNRK,K056020,KNRK K056020,2489.0
2281.0,Kensale,KNSL,K052040,KNSL K052040,2490.0
2282.0,Kensay,KNS,K0520,KNS K0520,2491.0
2283.0,Kensbeare,KNSPR,K0521060,KNSPR K0521060,2493.0
2283.0,Kentisbeare,KNTSPR,K053021060,KNTSPR K053021060,2493.0
2284.0,Kent,KNT,K053,KNT K053,2494.0
2285.0,Kenwode,KNT,K05030,KNT K05030,2495.0
2286.0,Kerbey,KRP,K0610,KRP K0610,2496.0
2287.0,Kerswill,KRSL,K06204,KRSL K06204,2497.0
2288.0,Kerton,KRTN,K06305,KRTN K06305,2537.0
2289.0,Kerygge,KRK,K06020,KRK K06020,2500.0
2290.0,Keryke,KRK,K06020,KRK K06020,2500.0
2291.0,Ketell,KTL,K0304,KTL K0304,2501.0
2292.0,Keth,K0,K030,K0 K030,2502.0
2293.0,Keton,KTN,K0305,KTN K0305,2503.0
2294.0,Kett,KT,K030,KT K030,2539.0
2295.0,Kettowe,KT,K030,KT K030,2539.0
2296.0,Kevyn,KFN,K0105,KFN K0105,2506.0
2297.0,Keygell,KJL,K0204,KJL K0204,2507.0
2298.0,Keyle,KL,K040,KL K040,2519.0
2299.0,Keyleway,KL,K040,KL K040,2519.0
2300.0,Keyman,KMN,K0505,KMN K0505,2510.0
2301.0,Keynard,KNRT,K05063,KNRT K05063,2511.0
2302.0,Keynsam,KNSM,K05205,KNSM K05205,2512.0
2303.0,Keys,KS,K020,KS K020,2538.0
2304.0,Kibysworthy,KPSR0,K01020630,KPSR0 K01020630,2514.0
2305.0,Kill,KL,K040,KL K040,2519.0
2306.0,Killond,KLNT,K04053,KLNT K04053,2516.0
2307.0,Killonder,KLNTR,K0405306,KLNTR K0405306,2517.0
2308.0,Killowe,KL,K040,KL K040,2519.0
2309.0,Kilway,KL,K040,KL K040,2519.0
2310.0,Kimbre,KMPR,K05160,KMPR K05160,2520.0
2311.0,Kimpe,KMP,K0510,KMP K0510,2521.0
2312.0,Kimplond,KMPLNT,K0514053,KMPLNT K0514053,2522.0
2313.0,Kimthorne,KM0RN,K0530650,KM0RN K0530650,2523.0
2314.0,Kinbere,KNPR,K051060,KNPR K051060,2524.0
2315.0,Kindall,KNTL,K05304,KNTL K05304,2525.0
2316.0,Kinford,KNFRT,K051063,KNFRT K051063,2526.0
2317.0,King,KNK,K052,KNK K052,2527.0
2318.0,Kingdon,KNKTN,K052305,KNKTN K052305,2528.0
2319.0,Kingkam,KNKKM,K05205,KNKKM K05205,2529.0
2320.0,Kingman,KNKMN,K052505,KNKMN K052505,2530.0
2321.0,Kingslond,KNKSLNT,K0524053,KNKSLNT K0524053,2531.0
2322.0,Kingwill,KNKL,K05204,KNKL K05204,2532.0
2323.0,Kinner,KNR,K0506,KNR K0506,2533.0
2324.0,Kinsman,KNSMN,K052505,KNSMN K052505,2534.0
2325.0,Kinston,KNSTN,K052305,KNSTN K052305,2535.0
2326.0,Kirkham,KRKM,K06205,KRKM K06205,2536.0
2327.0,Kirton,KRTN,K06305,KRTN K06305,2537.0
2328.0,Kisse,KS,K020,KS K020,2538.0
2329.0,Kitt,KT,K030,KT K030,2539.0
2330.0,Knap,NP,K501,NP K501,2540.0
2331.0,Knaploke,NPLK,K5014020,NPLK K5014020,2541.0
2332.0,Knapman,NPMN,K501505,NPMN K501505,2542.0
2333.0,Knebone,NPN,K501050,NPN K501050,2543.0
2334.0,Kneckeke,NKK,K502020,NKK K502020,2544.0
2335.0,Knight,NT,K50203,NT K50203,2545.0
2336.0,Knightston,NTSTN,K502032305,NTSTN K502032305,2546.0
2337.0,Knill,NL,K504,NL K504,2552.0
2338.0,Kniston,NSTN,K502305,NSTN K502305,2548.0
2339.0,Knith,N0,K5030,N0 K5030,2549.0
2340.0,Knodon,NTN,K50305,NTN K50305,2550.0
2341.0,Knokeworthy,NKR0,K5020630,NKR0 K5020630,2551.0
2342.0,Knoll,NL,K504,NL K504,2553.0
2342.0,Knollys,NLS,K50402,NLS K50402,2553.0
2343.0,Knolling,NLNK,K504052,NLNK K504052,2554.0
2344.0,Knolman,NLMN,K504505,NLMN K504505,2555.0
2345.0,Knot,NT,K503,NT K503,2556.0
2346.0,Kolberyn,KLPRN,K0410605,KLPRN K0410605,2557.0
2347.0,Konkyswell,KNKSL,K0520204,KNKSL K0520204,2558.0
2348.0,Koriggwing,KRKNK,K0602052,KRKNK K0602052,2559.0
2349.0,Kurly,KRL,K0640,KRL K0640,2560.0
2350.0,Laborer,LPRR,L010606,LPRR L010606,2561.0
2351.0,Laby,LP,L010,LP L010,2691.0
2352.0,Lace,LS,L020,LS L020,2796.0
2352.0,Lacy,LS,L020,LS L020,2796.0
2353.0,Lache,LX,L020,LX L020,2766.0
2354.0,Lachebrooke,LXPRK,L02016020,LXPRK L02016020,2653.0
2355.0,Lachedde,LXT,L02030,LXT L02030,2567.0
2356.0,Lacher,LXR,L0206,LXR L0206,2568.0
2357.0,Lack,LK,L020,LK L020,2801.0
2358.0,Lackman,LKMN,L02505,LKMN L02505,2571.0
2358.0,Lakeman,LKMN,L020505,LKMN L020505,2571.0
2359.0,Ladlegh,LTL,L034020,LTL L034020,2572.0
2360.0,Lagasicke,LKSK,L0202020,LKSK L0202020,2573.0
2361.0,Lage,LJ,L020,LJ L020,2574.0
2362.0,Lagh,LK,L020,LK L020,2801.0
2363.0,Laka,LK,L020,LK L020,2801.0
2363.0,Lake,LK,L020,LK L020,2801.0
2364.0,Lakecont,LKKNT,L0202053,LKKNT L0202053,2578.0
2365.0,Lakedon,LKTN,L020305,LKTN L020305,2579.0
2366.0,Lakehed,LKHT,L0203,LKHT L0203,2580.0
2367.0,Lakington,LKNKTN,L02052305,LKNKTN L02052305,2581.0
2368.0,Lamb,LMP,L051,LMP L051,2582.0
2369.0,Lambard,LMPRT,L051063,LMPRT L051063,2741.0
2370.0,Lambell,LMPL,L05104,LMPL L05104,2584.0
2371.0,Lame,LM,L050,LM L050,2742.0
2372.0,Lamerton,LMRTN,L0506305,LMRTN L0506305,2586.0
2373.0,Lampay,LMP,L0510,LMP L0510,2588.0
2373.0,Lampray,LMPR,L05160,LMPR L05160,2588.0
2374.0,Lampen,LMPN,L05105,LMPN L05105,2589.0
2375.0,Lamsaye,LMS,L0520,LMS L0520,2590.0
2376.0,Lamside,LMST,L052030,LMST L052030,2591.0
2377.0,Lanacomb,LNKMP,L0502051,LNKMP L0502051,2592.0
2378.0,Lanard,LNRT,L05063,LNRT L05063,2670.0
2379.0,Lancastell,LNKSTL,L05202304,LNKSTL L05202304,2594.0
2380.0,Lancaster,LNKSTR,L05202306,LNKSTR L05202306,2595.0
2381.0,Lance,LNS,L0520,LNS L0520,2745.0
2382.0,Land,LNT,L053,LNT L053,2746.0
2383.0,Lane,LN,L050,LN L050,2816.0
2384.0,Laneman,LNMN,L050505,LNMN L050505,2599.0
2385.0,Lang,LNK,L052,LNK L052,2749.0
2386.0,Langaller,LNKLR,L0520406,LNKLR L0520406,2601.0
2387.0,Langbere,LNKPR,L0521060,LNKPR L0521060,2602.0
2388.0,Langbroke,LNKPRK,L05216020,LNKPRK L05216020,2603.0
2389.0,Langbryg,LNKPRK,L0521602,LNKPRK L0521602,2604.0
2390.0,Langcock,LNKKK,L05202,LNKKK L05202,2605.0
2391.0,Langdon,LNKTN,L052305,LNKTN L052305,2606.0
2392.0,Langeme,LNJM,L052050,LNJM L052050,2607.0
2393.0,Langford,LNKFRT,L0521063,LNKFRT L0521063,2751.0
2394.0,Langham,LNKM,L05205,LNKM L05205,2720.0
2395.0,Langhargy,LNKRJ,L0520620,LNKRJ L0520620,2610.0
2396.0,Langley,LNKL,L05240,LNKL L05240,2611.0
2397.0,Langman,LNKMN,L052505,LNKMN L052505,2752.0
2398.0,Langmead,LNKMT,L052503,LNKMT L052503,2613.0
2399.0,Langston,LNKSTN,L052305,LNKSTN L052305,2614.0
2400.0,Langworthy,LNKR0,L0520630,LNKR0 L0520630,2753.0
2401.0,Laning,LNNK,L05052,LNNK L05052,2616.0
2402.0,Lanlayewode,LNLT,L054030,LNLT L054030,2617.0
2403.0,Lanodon,LNTN,L050305,LNTN L050305,2618.0
2404.0,Lanor,LNR,L0506,LNR L0506,2619.0
2405.0,Lansey,LNS,L0520,LNS L0520,2745.0
2406.0,Lanxford,LNKSFRT,L0521063,LNKSFRT L0521063,2621.0
2407.0,Lanyforth,LNFR0,L05010630,LNFR0 L05010630,2622.0
2408.0,Laplode,LPLT,L014030,LPLT L014030,2623.0
2409.0,Lappe,LP,L010,LP L010,2691.0
2410.0,Lapthorn,LP0RN,L013065,LP0RN L013065,2625.0
2411.0,Larck,LRK,L062,LRK L062,2626.0
2412.0,Larder,LRTR,L06306,LRTR L06306,2627.0
2413.0,Larkeby,LRKP,L062010,LRKP L062010,2628.0
2414.0,Larkworthy,LRKR0,L0620630,LRKR0 L0620630,2629.0
2415.0,Laskey,LSK,L020,LSK L020,2764.0
2416.0,Lateborn,LTPRN,L0301065,LTPRN L0301065,2631.0
2417.0,Lately,LTL,L03040,LTL L03040,2632.0
2418.0,Laterney,LTRN,L030650,LTRN L030650,2633.0
2419.0,Lattey,LT,L030,LT L030,2818.0
2420.0,Launder,LNTR,L05306,LNTR L05306,2635.0
2421.0,Lautur,LTR,L0306,LTR L0306,2805.0
2422.0,Lavercombe,LFRKMP,L010620510,LFRKMP L010620510,2637.0
2423.0,Lavers,LFRS,L01062,LFRS L01062,2638.0
2424.0,Law,L,L000,L L000,2812.0
2425.0,Lawdy,LT,L030,LT L030,2818.0
2426.0,Lawer,LR,L060,LR L060,2815.0
2427.0,Lawhidon,LTN,L0305,LTN L0305,2807.0
2428.0,Lawin,LN,L050,LN L050,2816.0
2429.0,Lawney,LN,L050,LN L050,2816.0
2430.0,Lawns,LNS,L052,LNS L052,2817.0
2431.0,Lawrence,LRNS,L060520,LRNS L060520,2646.0
2432.0,Lawry,LR,L060,LR L060,2815.0
2433.0,Lawton,LTN,L0305,LTN L0305,2807.0
2434.0,Lay,L,L000,L L000,2812.0
2435.0,Layman,LMN,L0505,LMN L0505,2785.0
2436.0,Lebett,LPT,L0103,LPT L0103,2755.0
2437.0,Leche,LX,L020,LX L020,2766.0
2438.0,Lechebroke,LXPRK,L02016020,LXPRK L02016020,2653.0
2439.0,Lechelond,LXLNT,L0204053,LXLNT L0204053,2654.0
2440.0,Leddon,LTN,L0305,LTN L0305,2807.0
2441.0,Lede,LT,L030,LT L030,2818.0
2442.0,Lee,L,L000,L L000,2812.0
2442.0,Legh,LK,L020,LK L020,2801.0
2443.0,Leer,LR,L060,LR L060,2815.0
2444.0,Legge,LK,L020,LK L020,2801.0
2445.0,Leght,LKT,L0203,LKT L0203,2662.0
2445.0,Leytht,L0T,L0303,L0T L0303,2662.0
2446.0,Legose,LKS,L02020,LKS L02020,2663.0
2447.0,Lehewe,LH,L000,LH L000,2664.0
2448.0,Leker,LKR,L0206,LKR L0206,2799.0
2449.0,Lenacre,LNKR,L050260,LNKR L050260,2666.0
2450.0,Lendall,LNTL,L05304,LNTL L05304,2668.0
2450.0,Lentall,LNTL,L05304,LNTL L05304,2668.0
2451.0,Lendon,LNTN,L05305,LNTN L05305,2747.0
2452.0,Leonard,LNRT,L05063,LNRT L05063,2670.0
2453.0,Lepey,LP,L010,LP L010,2691.0
2454.0,Lerd,LRT,L063,LRT L063,2757.0
2455.0,Lerywell,LRL,L0604,LRL L0604,2783.0
2456.0,Lesewill,LSL,L0204,LSL L0204,2726.0
2457.0,Lester,LSTR,L02306,LSTR L02306,2675.0
2458.0,Letcott,LTKT,L03203,LTKT L03203,2676.0
2459.0,Lete,LT,L030,LT L030,2818.0
2460.0,Letherent,L0RNT,L0306053,L0RNT L0306053,2678.0
2461.0,Lethybrugge,L0PRK,L03016020,L0PRK L03016020,2679.0
2462.0,Lettoute,LTT,L03030,LTT L03030,2680.0
2463.0,Levaton,LFTN,L010305,LFTN L010305,2698.0
2464.0,Levermore,LFRMR,L01065060,LFRMR L01065060,2682.0
2465.0,Levett,LFT,L0103,LFT L0103,2779.0
2466.0,Lew,L,L000,L L000,2812.0
2467.0,Lewis,LS,L020,LS L020,2796.0
2468.0,Leworthy,LR0,L0630,LR0 L0630,2686.0
2469.0,Ley,L,L000,L L000,2812.0
2470.0,Leychen,LXN,L0205,LXN L0205,2688.0
2471.0,Leyer,LR,L060,LR L060,2815.0
2472.0,Leyman,LMN,L0505,LMN L0505,2785.0
2473.0,Libbe,LP,L010,LP L010,2691.0
2474.0,Licton,LKTN,L02305,LKTN L02305,2692.0
2475.0,Lidston,LTSTN,L032305,LTSTN L032305,2694.0
2475.0,Liston,LSTN,L02305,LSTN L02305,2694.0
2476.0,Liff,LF,L010,LF L010,2768.0
2476.0,Lift,LFT,L013,LFT L013,2697.0
2476.0,Live,LF,L010,LF L010,2768.0
2477.0,Liffeton,LFTN,L010305,LFTN L010305,2698.0
2478.0,Ligge,LK,L020,LK L020,2801.0
2478.0,Lyegg,LK,L020,LK L020,2801.0
2479.0,Ligh,L,L020,L L020,2701.0
2480.0,Light,LT,L0203,LT L0203,2704.0
2480.0,Lyte,LT,L030,LT L030,2818.0
2480.0,Lyth,L0,L030,L0 L030,2704.0
2481.0,Lightfoot,LTFT,L0203103,LTFT L0203103,2705.0
2482.0,Lille,LL,L040,LL L040,2813.0
2483.0,Lillicrop,LLKRP,L0402601,LLKRP L0402601,2707.0
2484.0,Lilling,LLNK,L04052,LLNK L04052,2708.0
2485.0,Lilliston,LLSTN,L0402305,LLSTN L0402305,2709.0
2486.0,Lillyaux,LL,L0402,LL L0402,2710.0
2487.0,Limbery,LMPR,L051060,LMPR L051060,2711.0
2488.0,Limingcote,LMNKKT,L05052030,LMNKKT L05052030,2712.0
2489.0,Limpany,LMPN,L051050,LMPN L051050,2713.0
2490.0,Limpscote,LMPSKT,L0512030,LMPSKT L0512030,2715.0
2490.0,Linscote,LNSKT,L052030,LNSKT L052030,2715.0
2491.0,Linch,LNX,L0520,LNX L0520,2803.0
2492.0,Lincomb,LNKMP,L052051,LNKMP L052051,2717.0
2493.0,Lindon,LNTN,L05305,LNTN L05305,2747.0
2494.0,Linge,LNJ,L0520,LNJ L0520,2719.0
2495.0,Lingham,LNKM,L05205,LNKM L05205,2720.0
2496.0,Linington,LNNKTN,L05052305,LNNKTN L05052305,2721.0
2497.0,Link,LNK,L052,LNK L052,2749.0
2498.0,Lippincott,LPNKT,L0105203,LPNKT L0105203,2723.0
2499.0,Liscum,LSKM,L0205,LSKM L0205,2724.0
2500.0,Lisete,LST,L02030,LST L02030,2725.0
2501.0,Liswill,LSL,L0204,LSL L0204,2726.0
2502.0,Litelston,LTLSTN,L03042305,LTLSTN L03042305,2727.0
2503.0,Liteltor,LTLTR,L0304306,LTLTR L0304306,2728.0
2504.0,Littecot,LTKT,L030203,LTKT L030203,2729.0
2505.0,Little,LTL,L0340,LTL L0340,2806.0
2506.0,Littlejohn,LTLJN,L0340205,LTLJN L0340205,2731.0
2507.0,Littwen,LTN,L0305,LTN L0305,2807.0
2508.0,Lobdon,LPTN,L01305,LPTN L01305,2733.0
2509.0,Locke,LK,L020,LK L020,2801.0
2510.0,Lodemer,LTMR,L030506,LTMR L030506,2735.0
2511.0,Loder,LTR,L0306,LTR L0306,2805.0
2512.0,Logge,LK,L020,LK L020,2801.0
2513.0,Logys,LJS,L0202,LJS L0202,2738.0
2514.0,Lokoford,LKFRT,L0201063,LKFRT L0201063,2739.0
2515.0,Loman,LMN,L0505,LMN L0505,2785.0
2516.0,Lombard,LMPRT,L051063,LMPRT L051063,2741.0
2517.0,Lome,LM,L050,LM L050,2742.0
2518.0,Lomecroft,LMKRFT,L05026013,LMKRFT L05026013,2743.0
2519.0,Lonacombe,LNKMP,L05020510,LNKMP L05020510,2744.0
2520.0,Loncy,LNS,L0520,LNS L0520,2745.0
2521.0,Lond,LNT,L053,LNT L053,2746.0
2522.0,London,LNTN,L05305,LNTN L05305,2747.0
2523.0,Londreger,LNTRJR,L05360206,LNTRJR L05360206,2748.0
2524.0,Long,LNK,L052,LNK L052,2749.0
2525.0,Longealler,LNJLR,L0520406,LNJLR L0520406,2750.0
2526.0,Longford,LNKFRT,L0521063,LNKFRT L0521063,2751.0
2527.0,Longman,LNKMN,L052505,LNKMN L052505,2752.0
2528.0,Longworth,LNKR0,L0520630,LNKR0 L0520630,2753.0
2529.0,Loo,L,L000,L L000,2812.0
2530.0,Loppott,LPT,L0103,LPT L0103,2755.0
2531.0,Loppys,LPS,L0102,LPS L0102,2756.0
2532.0,Lord,LRT,L063,LRT L063,2757.0
2533.0,Loreth,LR0,L06030,LR0 L06030,2758.0
2534.0,Lorimer,LRMR,L060506,LRMR L060506,2759.0
2535.0,Loring,LRNK,L06052,LRNK L06052,2777.0
2536.0,Loscheford,LXFRT,L0201063,LXFRT L0201063,2761.0
2537.0,Loschu,LX,L020,LX L020,2766.0
2538.0,Losemore,LSMR,L0205060,LSMR L0205060,2763.0
2539.0,Loskey,LSK,L020,LSK L020,2764.0
2540.0,Lotton,LTN,L0305,LTN L0305,2807.0
2541.0,Louche,LX,L020,LX L020,2766.0
2542.0,Lour,LR,L060,LR L060,2815.0
2543.0,Love,LF,L010,LF L010,2768.0
2544.0,Lovebound,LFPNT,L0101053,LFPNT L0101053,2769.0
2545.0,Lovecroft,LFKRFT,L01026013,LFKRFT L01026013,2771.0
2545.0,Lowcroft,LKRFT,L026013,LKRFT L026013,2771.0
2546.0,Lovell,LFL,L0104,LFL L0104,2772.0
2547.0,Loven,LFN,L0105,LFN L0105,2773.0
2548.0,Lover,LFR,L0106,LFR L0106,2774.0
2549.0,Loverage,LFRJ,L0106020,LFRJ L0106020,2775.0
2550.0,Lovering,LFRNK,L0106052,LFRNK L0106052,2777.0
2550.0,Lowring,LRNK,L06052,LRNK L06052,2777.0
2551.0,Lovys,LFS,L0102,LFS L0102,2778.0
2552.0,Lovytt,LFT,L0103,LFT L0103,2779.0
2553.0,Low,L,L000,L L000,2812.0
2554.0,Lowde,LT,L030,LT L030,2818.0
2555.0,Lowell,LL,L040,LL L040,2813.0
2556.0,Lowerel,LRL,L0604,LRL L0604,2783.0
2557.0,Lowly,LL,L040,LL L040,2813.0
2558.0,Lowman,LMN,L0505,LMN L0505,2785.0
2559.0,Lowne,LN,L050,LN L050,2816.0
2560.0,Lowor,LR,L060,LR L060,2815.0
2561.0,Lowter,LTR,L0306,LTR L0306,2805.0
2562.0,Lowting,LTNK,L03052,LTNK L03052,2789.0
2563.0,Lowton,LTN,L0305,LTN L0305,2807.0
2564.0,Loyt,LT,L030,LT L030,2818.0
2565.0,Lucas,LKS,L0202,LKS L0202,2800.0
2566.0,Lucasmore,LKSMR,L02025060,LKSMR L02025060,2793.0
2567.0,Luccombe,LKMP,L020510,LKMP L020510,2794.0
2568.0,Luce,LS,L020,LS L020,2796.0
2568.0,Lucy,LS,L020,LS L020,2796.0
2569.0,Lucke,LK,L020,LK L020,2801.0
2570.0,Ludwill,LTL,L0304,LTL L0304,2798.0
2571.0,Lugger,LKR,L0206,LKR L0206,2799.0
2572.0,Lugges,LKS,L0202,LKS L0202,2800.0
2573.0,Luke,LK,L020,LK L020,2801.0
2574.0,Lukyslond,LKLNT,L02024053,LKLNT L02024053,2802.0
2575.0,Lunche,LNX,L0520,LNX L0520,2803.0
2576.0,Luscombe,LSKMP,L020510,LSKMP L020510,2804.0
2577.0,Luter,LTR,L0306,LTR L0306,2805.0
2578.0,Lutley,LTL,L0340,LTL L0340,2806.0
2579.0,Lutton,LTN,L0305,LTN L0305,2807.0
2580.0,Luxe,LKS,L020,LKS L020,2808.0
2581.0,Luxmore,LKSMR,L025060,LKSMR L025060,2809.0
2582.0,Luxton,LKSTN,L02305,LKSTN L02305,2810.0
2583.0,Lyde,LT,L030,LT L030,2818.0
2584.0,Lye,L,L000,L L000,2812.0
2585.0,Lyell,LL,L040,LL L040,2813.0
2586.0,Lyenbear,LNPR,L05106,LNPR L05106,2814.0
2587.0,Lyer,LR,L060,LR L060,2815.0
2588.0,Lyne,LN,L050,LN L050,2816.0
2589.0,Lyons,LNS,L052,LNS L052,2817.0
2590.0,Lyot,LT,L030,LT L030,2818.0
2591.0,Mabbe,MP,M010,MP M010,2819.0
2592.0,Mabyn,MPN,M0105,MPN M0105,2820.0
2593.0,Mace,MS,M020,MS M020,3061.0
2593.0,Macy,MS,M020,MS M020,3061.0
2594.0,Machant,MKNT,M02053,MKNT M02053,2823.0
2595.0,Mack,MK,M020,MK M020,3065.0
2596.0,Maddecot,MTKT,M030203,MTKT M030203,2825.0
2597.0,Maddock,MTK,M0302,MTK M0302,2826.0
2598.0,Maddow,MT,M030,MT M030,3063.0
2599.0,Made,MT,M030,MT M030,3063.0
2600.0,Madeford,MTFRT,M0301063,MTFRT M0301063,2996.0
2601.0,Madley,MTL,M0340,MTL M0340,2830.0
2602.0,Madrigge,MTRK,M036020,MTRK M036020,2831.0
2603.0,Mager,MKR,M0206,MKR M0206,2832.0
2604.0,Magge,MK,M020,MK M020,3065.0
2605.0,Maister,MSTR,M02306,MSTR M02306,2835.0
2605.0,Master,MSTR,M02306,MSTR M02306,2835.0
2606.0,Makarell,MKRL,M020604,MKRL M020604,2836.0
2607.0,Make,MK,M020,MK M020,3065.0
2608.0,Makepowder,MKPTR,M02010306,MKPTR M02010306,2838.0
2609.0,Makeschow,MKX,M02020,MKX M02020,2839.0
2610.0,Makworthy,MKR0,M020630,MKR0 M020630,3005.0
2611.0,Malborow,MLPR,M041060,MLPR M041060,2971.0
2612.0,Malet,MLT,M0403,MLT M0403,2904.0
2613.0,Malevery,MLFR,M0401060,MLFR M0401060,2843.0
2614.0,Mallocks,MLKS,M0402,MLKS M0402,2844.0
2615.0,Malory,MLR,M04060,MLR M04060,2845.0
2616.0,Malpe,MLP,M0410,MLP M0410,2929.0
2617.0,Man,MN,M050,MN M050,3060.0
2618.0,Manaton,MNTN,M050305,MNTN M050305,2849.0
2618.0,Mandon,MNTN,M05305,MNTN M05305,2849.0
2619.0,Mander,MNTR,M05306,MNTR M05306,3012.0
2619.0,Maunder,MNTR,M05306,MNTR M05306,3012.0
2620.0,Manew,MN,M050,MN M050,3060.0
2621.0,Manfeld,MNFLT,M051043,MNFLT M051043,3015.0
2622.0,Manley,MNL,M0540,MNL M0540,2854.0
2623.0,Manning,MNNK,M05052,MNNK M05052,2855.0
2624.0,Mansill,MNSL,M05204,MNSL M05204,2857.0
2624.0,Maunsell,MNSL,M05204,MNSL M05204,2857.0
2625.0,Manston,MNSTN,M052305,MNSTN M052305,3049.0
2626.0,Mantyll,MNTL,M05304,MNTL M05304,2859.0
2627.0,Maplederham,MPLTRM,M014030605,MPLTRM M014030605,2860.0
2628.0,Marcer,MRSR,M06206,MRSR M06206,2861.0
2629.0,March,MRX,M0620,MRX M0620,3068.0
2630.0,Marchant,MRXNT,M062053,MRXNT M062053,2863.0
2631.0,Marcume,MRKM,M062050,MRKM M062050,2864.0
2632.0,Mardon,MRTN,M06305,MRTN M06305,3040.0
2633.0,Marell,MRL,M0604,MRL M0604,3029.0
2634.0,Marford,MRFRT,M061063,MRFRT M061063,2867.0
2635.0,Marfyld,MRFLT,M061043,MRFLT M061043,2868.0
2636.0,Marhand,MRNT,M06053,MRNT M06053,2869.0
2637.0,Maridu,MRT,M06030,MRT M06030,2870.0
2638.0,Marigge,MRK,M06020,MRK M06020,2871.0
2639.0,Mariner,MRNR,M060506,MRNR M060506,2872.0
2640.0,Marke,MRK,M0620,MRK M0620,2873.0
2641.0,Markell,MRKL,M06204,MRKL M06204,2874.0
2642.0,Marker,MRKR,M06206,MRKR M06206,2942.0
2643.0,Marlegh,MRLK,M064020,MRLK M064020,2876.0
2644.0,Marler,MRLR,M06406,MRLR M06406,2877.0
2645.0,Marlin,MRLN,M06405,MRLN M06405,2878.0
2646.0,Marrack,MRK,M0602,MRK M0602,2941.0
2647.0,Marsey,MRS,M0620,MRS M0620,3037.0
2648.0,Marsh,MRX,M0620,MRX M0620,3068.0
2649.0,Marshall,MRXL,M06204,MRXL M06204,2883.0
2650.0,Marshwill,MRXL,M06204,MRXL M06204,2883.0
2651.0,Marswill,MRSL,M06204,MRSL M06204,3038.0
2652.0,Martin,MRTN,M06305,MRTN M06305,3040.0
2653.0,Martinfyld,MRTNFLT,M063051043,MRTNFLT M063051043,2886.0
2654.0,Mason,MSN,M0205,MSN M0205,3062.0
2655.0,Mate,MT,M030,MT M030,3063.0
2656.0,Mathe,M0,M030,M0 M030,2956.0
2657.0,Mathew,M0,M030,M0 M030,2956.0
2658.0,Mattecocke,MTKK,M0302020,MTKK M0302020,2891.0
2659.0,Mattecote,MTKT,M0302030,MTKT M0302030,2892.0
2660.0,Mattyscum,MTSKM,M030205,MTSKM M030205,2893.0
2661.0,Matyre,MTR,M03060,MTR M03060,2894.0
2662.0,Mawdet,MTT,M0303,MTT M0303,2920.0
2663.0,Mawre,MR,M060,MR M060,2949.0
2663.0,More,MR,M060,MR M060,2949.0
2663.0,Mower,MR,M060,MR M060,2949.0
2664.0,Mawry,MR,M060,MR M060,2949.0
2665.0,Maxschon,MKSXN,M0205,MKSXN M0205,2900.0
2666.0,May,M,M000,M M000,2913.0
2666.0,Mey,M,M000,M M000,2913.0
2667.0,Maycombe,MKMP,M020510,MKMP M020510,2958.0
2668.0,Maylett,MLT,M0403,MLT M0403,2904.0
2669.0,Mayll,ML,M040,ML M040,3066.0
2670.0,Maynard,MNRT,M05063,MNRT M05063,2985.0
2671.0,Mayne,MN,M050,MN M050,3060.0
2672.0,Mayner,MNR,M0506,MNR M0506,2908.0
2673.0,Mayor,MR,M060,MR M060,2949.0
2673.0,Mayre,MR,M060,MR M060,2949.0
