surname_id,surname,metaphone,soundex,mp_se,u_id
424.0,Bokepytt,PKPT,B020103,PKPT B020103,479.0
424.0,Buckpytt,PKPT,B02103,PKPT B02103,479.0
425.0,Bokerham,PKRM,B020605,PKRM B020605,480.0
426.0,Bokett,PKT,B0203,PKT B0203,482.0
426.0,Bucket,PKT,B0203,PKT B0203,482.0
427.0,Bokingham,PKNKM,B0205205,PKNKM B0205205,485.0
427.0,Bokyngham,PKNKM,B0205205,PKNKM B0205205,485.0
427.0,Buckingham,PKNKM,B0205205,PKNKM B0205205,485.0
428.0,Bolapytt,PLPT,B040103,PLPT B040103,486.0
429.0,Bolde,PLT,B0430,PLT B0430,487.0
430.0,Bole,PL,B040,PL B040,698.0
430.0,Boll,PL,B040,PL B040,698.0
430.0,Boly,PL,B040,PL B040,698.0
430.0,Boole,PL,B040,PL B040,698.0
431.0,Bolham,PLM,B0405,PLM B0405,492.0
432.0,Bolla,PL,B040,PL B040,698.0
433.0,Bollecke,PLK,B04020,PLK B04020,494.0
434.0,Bolonter,PLNTR,B0405306,PLNTR B0405306,495.0
435.0,Bolt,PLT,B043,PLT B043,496.0
436.0,Bolter,PLTR,B04306,PLTR B04306,497.0
437.0,Bolworth,PLR0,B040630,PLR0 B040630,702.0
438.0,Bolyn,PLN,B0405,PLN B0405,499.0
439.0,Bonamy,PNM,B05050,PNM B05050,500.0
440.0,Bonanter,PNNTR,B0505306,PNNTR B0505306,501.0
441.0,Bond,PNT,B053,PNT B053,503.0
441.0,Bound,PNT,B053,PNT B053,503.0
442.0,Bondclerk,PNTKLRK,B05324062,PNTKLRK B05324062,504.0
443.0,Bondfield,PNTFLT,B0531043,PNTFLT B0531043,505.0
444.0,Bone,PN,B050,PN B050,570.0
445.0,Boneface,PNFS,B0501020,PNFS B0501020,507.0
446.0,Bonefant,PNFNT,B0501053,PNFNT B0501053,508.0
447.0,Bonehill,PNHL,B0504,PNHL B0504,509.0
448.0,Boner,PNR,B0506,PNR B0506,510.0
449.0,Bonfesssor,PNFSSR,B0510206,PNFSSR B0510206,511.0
450.0,Bonfyld,PNFLT,B051043,PNFLT B051043,513.0
450.0,Bonvile,PNFL,B051040,PNFL B051040,513.0
451.0,Bonker,PNKR,B05206,PNKR B05206,514.0
452.0,Bonsall,PNSL,B05204,PNSL B05204,515.0
453.0,Boone,PN,B050,PN B050,570.0
454.0,Boothem,P0M,B0305,P0M B0305,517.0
455.0,Borage,PRJ,B06020,PRJ B06020,518.0
456.0,Borde,PRT,B0630,PRT B0630,560.0
457.0,Bordefeld,PRTFLT,B06301043,PRTFLT B06301043,520.0
458.0,Border,PRTR,B06306,PRTR B06306,521.0
459.0,Bordon,PRTN,B06305,PRTN B06305,704.0
460.0,Borges,PRJS,B06202,PRJS B06202,707.0
461.0,Borington,PRNKTN,B06052305,PRNKTN B06052305,524.0
462.0,Bornard,PRNRT,B065063,PRNRT B065063,527.0
462.0,Burmard,PRMRT,B065063,PRMRT B065063,527.0
462.0,Burnard,PRNRT,B065063,PRNRT B065063,527.0
463.0,Bornbere,PRNPR,B0651060,PRNPR B0651060,528.0
464.0,Borne,PRN,B0650,PRN B0650,712.0
465.0,Borosse,PRS,B06020,PRS B06020,530.0
466.0,Borough,PRF,B06020,PRF B06020,717.0
466.0,Borow,PR,B060,PR B060,725.0
467.0,Borston,PRSTN,B062305,PRSTN B062305,721.0
468.0,Borton,PRTN,B06305,PRTN B06305,704.0
469.0,Bossom,PSM,B0205,PSM B0205,535.0
470.0,Bost,PST,B023,PST B023,536.0
471.0,Bottenay,PTN,B03050,PTN B03050,537.0
472.0,Bottrys,PTRS,B03602,PTRS B03602,538.0
473.0,Bottynl,PTNL,B03054,PTNL B03054,539.0
474.0,Bounte,PNT,B0530,PNT B0530,541.0
474.0,Bounty,PNT,B0530,PNT B0530,541.0
475.0,Bouwsall,PSL,B0204,PSL B0204,730.0
476.0,Bove,PF,B010,PF B010,544.0
476.0,Bovy,PF,B010,PF B010,544.0
477.0,Bovycombe,PFKMP,B01020510,PFKMP B01020510,545.0
478.0,Bovyle,PFL,B01040,PFL B01040,546.0
479.0,Bow,P,B000,P B000,564.0
480.0,Bowbere,PPR,B01060,PPR B01060,548.0
481.0,Bowcherch,PXRX,B020620,PXRX B020620,549.0
482.0,Bowdiche,PTX,B03020,PTX B03020,550.0
483.0,Bowdon,PTN,B0305,PTN B0305,551.0
484.0,Bowede,PT,B030,PT B030,734.0
485.0,Bowen,PN,B050,PN B050,570.0
486.0,Bower,PR,B060,PR B060,725.0
487.0,Bowford,PFRT,B01063,PFRT B01063,555.0
488.0,Bowhay,P,B000,P B000,564.0
489.0,Bowle,PL,B040,PL B040,698.0
490.0,Bowman,PMN,B0505,PMN B0505,558.0
491.0,Bownce,PNS,B0520,PNS B0520,559.0
492.0,Bowrde,PRT,B0630,PRT B0630,560.0
493.0,Bowring,PRNK,B06052,PRNK B06052,716.0
494.0,Bowrman,PRMN,B06505,PRMN B06505,562.0
495.0,Bowrne,PRN,B0650,PRN B0650,712.0
496.0,Bowy,P,B000,P B000,564.0
497.0,Boxe,PKS,B020,PKS B020,565.0
498.0,Boyd,PT,B030,PT B030,734.0
499.0,Boyer,PR,B060,PR B060,725.0
500.0,Boyes,PS,B020,PS B020,729.0
501.0,Boyll,PL,B040,PL B040,698.0
502.0,Boyn,PN,B050,PN B050,570.0
503.0,Boyte,PT,B030,PT B030,734.0
504.0,Brabon,PRPN,B60105,PRPN B60105,572.0
505.0,Brace,PRS,B6020,PRS B6020,684.0
505.0,Brase,PRS,B6020,PRS B6020,684.0
506.0,Brache,PRX,B6020,PRX B6020,575.0
507.0,Bradbery,PRTPR,B6031060,PRTPR B6031060,576.0
508.0,Braddon,PRTN,B60305,PRTN B60305,687.0
509.0,Bradford,PRTFRT,B6031063,PRTFRT B6031063,651.0
510.0,Bradfyld,PRTFLT,B6031043,PRTFLT B6031043,579.0
511.0,Bradlegh,PRTL,B6034020,PRTL B6034020,580.0
512.0,Bradmore,PRTMR,B6035060,PRTMR B6035060,581.0
513.0,Bragge,PRK,B6020,PRK B6020,654.0
514.0,Braly,PRL,B6040,PRL B6040,583.0
515.0,Brampton,PRMPTN,B6051305,PRMPTN B6051305,584.0
516.0,Branche,PRNX,B60520,PRNX B60520,664.0
517.0,Brand,PRNT,B6053,PRNT B6053,618.0
517.0,Brond,PRNT,B6053,PRNT B6053,618.0
518.0,Brangewyn,PRNJN,B605205,PRNJN B605205,588.0
519.0,Branwuton,PRNTN,B6050305,PRNTN B6050305,589.0
520.0,Brare,PRR,B6060,PRR B6060,590.0
521.0,Braser,PRSR,B60206,PRSR B60206,591.0
522.0,Braseter,PRSTR,B6020306,PRSTR B6020306,592.0
523.0,Bray,PR,B600,PR B600,593.0
524.0,Brayne,PRN,B6050,PRN B6050,594.0
525.0,Brayte,PRT,B6030,PRT B6030,682.0
526.0,Brecker,PRKR,B60206,PRKR B60206,631.0
527.0,Breer,PRR,B606,PRR B606,614.0
528.0,Brekenoll,PRKNL,B6020504,PRKNL B6020504,621.0
529.0,Bremelcombe,PRMLKMP,B6050420510,PRMLKMP B6050420510,599.0
530.0,Bremell,PRML,B60504,PRML B60504,660.0
531.0,Bremlyche,PRMLX,B6054020,PRMLX B6054020,601.0
532.0,Bremrigge,PRMRK,B6056020,PRMRK B6056020,602.0
533.0,Bremylhay,PRML,B605040,PRML B605040,603.0
534.0,Brend,PRNT,B6053,PRNT B6053,618.0
534.0,Brent,PRNT,B6053,PRNT B6053,618.0
535.0,Brendon,PRNTN,B605305,PRNTN B605305,606.0
536.0,Brese,PRS,B6020,PRS B6020,684.0
536.0,Bresy,PRS,B6020,PRS B6020,684.0
537.0,Breth,PR0,B6030,PR0 B6030,610.0
537.0,Brith,PR0,B6030,PR0 B6030,610.0
538.0,Breton,PRTN,B60305,PRTN B60305,687.0
538.0,Britten,PRTN,B60305,PRTN B60305,687.0
539.0,Brewer,PRR,B606,PRR B606,614.0
539.0,Bruer,PRR,B606,PRR B606,614.0
540.0,Brewsard,PRSRT,B602063,PRSRT B602063,616.0
540.0,Bruserd,PRSRT,B602063,PRSRT B602063,616.0
541.0,Brian,PRN,B605,PRN B605,673.0
542.0,Briant,PRNT,B6053,PRNT B6053,618.0
543.0,Brice,PRS,B6020,PRS B6020,684.0
543.0,Brisse,PRS,B6020,PRS B6020,684.0
544.0,Brickenoll,PRKNL,B6020504,PRKNL B6020504,621.0
545.0,Bridport,PRTPRT,B6031063,PRTPRT B6031063,622.0
546.0,Bridwyke,PRTK,B603020,PRTK B603020,652.0
547.0,Brier,PR,B606,PR B606,624.0
548.0,Brigandine,PRKNTN,B602053050,PRKNTN B602053050,625.0
549.0,Brigge,PRK,B6020,PRK B6020,654.0
549.0,Brugge,PRK,B6020,PRK B6020,654.0
550.0,Briggeman,PRKMN,B6020505,PRKMN B6020505,630.0
550.0,Browgman,PRKMN,B602505,PRKMN B602505,630.0
550.0,Brugeman,PRJMN,B6020505,PRJMN B6020505,630.0
551.0,Brigger,PRKR,B60206,PRKR B60206,631.0
552.0,Briggerigge,PRKRK,B60206020,PRKRK B60206020,632.0
553.0,Briggewater,PRKTR,B6020306,PRKTR B6020306,633.0
554.0,Brigh,PR,B6020,PR B6020,634.0
555.0,Bright,PRT,B60203,PRT B60203,635.0
556.0,Brimhill,PRML,B60504,PRML B60504,660.0
557.0,Brimsdon,PRMSTN,B6052305,PRMSTN B6052305,637.0
558.0,Brindsmede,PRNTSMT,B605325030,PRNTSMT B605325030,638.0
559.0,Brist,PRST,B6023,PRST B6023,639.0
560.0,Briston,PRSTN,B602305,PRSTN B602305,686.0
561.0,Brock,PRK,B602,PRK B602,665.0
562.0,Brockdon,PRKTN,B602305,PRKTN B602305,642.0
563.0,Brockwill,PRKL,B60204,PRKL B60204,643.0
564.0,Broddoke,PRTK,B603020,PRTK B603020,652.0
565.0,Brode,PRT,B6030,PRT B6030,682.0
566.0,Brodeme,PRTM,B603050,PRTM B603050,646.0
567.0,Brodemede,PRTMT,B60305030,PRTMT B60305030,647.0
568.0,Brodemore,PRTMR,B60305060,PRTMR B60305060,648.0
569.0,Broderygge,PRTRK,B60306020,PRTRK B60306020,649.0
570.0,Brodfaire,PRTFR,B6031060,PRTFR B6031060,650.0
571.0,Brodford,PRTFRT,B6031063,PRTFRT B6031063,651.0
572.0,Brodwyke,PRTK,B603020,PRTK B603020,652.0
573.0,Brodyll,PRTL,B60304,PRTL B60304,653.0
574.0,Broke,PRK,B6020,PRK B6020,654.0
575.0,Brokelond,PRKLNT,B60204053,PRKLNT B60204053,655.0
576.0,Broken,PRKN,B60205,PRKN B60205,656.0
577.0,Brokyng,PRKNK,B602052,PRKNK B602052,657.0
578.0,Brome,PRM,B6050,PRM B6050,658.0
579.0,Bromefyld,PRMFLT,B60501043,PRMFLT B60501043,659.0
580.0,Bromhill,PRML,B60504,PRML B60504,660.0
581.0,Bromholme,PRMLM,B6050450,PRMLM B6050450,661.0
582.0,Bromhowse,PRMS,B605020,PRMS B605020,662.0
583.0,Brommyston,PRMSTN,B60502305,PRMSTN B60502305,663.0
584.0,Bronche,PRNX,B60520,PRNX B60520,664.0
585.0,Brook,PRK,B602,PRK B602,665.0
586.0,Brossyn,PRSN,B60205,PRSN B60205,666.0
587.0,Brother,PR0R,B60306,PR0R B60306,667.0
588.0,Brothton,PR0TN,B6030305,PR0TN B6030305,668.0
589.0,Broughton,PRTN,B6020305,PRTN B6020305,669.0
590.0,Broughwitte,PRT,B602030,PRT B602030,670.0
591.0,Brousford,PRSFRT,B6021063,PRSFRT B6021063,671.0
592.0,Browde,PRT,B6030,PRT B6030,682.0
593.0,Brown,PRN,B605,PRN B605,673.0
594.0,Brownds,PRNTS,B60532,PRNTS B60532,674.0
595.0,Browning,PRNNK,B605052,PRNNK B605052,675.0
596.0,Brownscombe,PRNSKMP,B60520510,PRNSKMP B60520510,676.0
597.0,Brownsdon,PRNSTN,B6052305,PRNSTN B6052305,677.0
598.0,Brownshays,PRNXS,B605202,PRNXS B605202,678.0
599.0,Brownwynd,PRNNT,B605053,PRNNT B605053,679.0
600.0,Browsey,PRS,B6020,PRS B6020,684.0
601.0,Browyll,PRL,B604,PRL B604,681.0
602.0,Broyte,PRT,B6030,PRT B6030,682.0
603.0,Brunter,PRNTR,B605306,PRNTR B605306,683.0
604.0,Brusey,PRS,B6020,PRS B6020,684.0
605.0,Brushford,PRXFRT,B60201063,PRXFRT B60201063,685.0
606.0,Brusten,PRSTN,B602305,PRSTN B602305,686.0
607.0,Bruton,PRTN,B60305,PRTN B60305,687.0
608.0,Bucke,PK,B020,PK B020,688.0
609.0,Bucklegh,PKLK,B024020,PKLK B024020,689.0
610.0,Buckler,PKLR,B02406,PKLR B02406,690.0
611.0,Bucknoll,PKNL,B02504,PKNL B02504,691.0
612.0,Budde,PT,B030,PT B030,734.0
612.0,Bude,PT,B030,PT B030,734.0
613.0,Buggeford,PKFRT,B0201063,PKFRT B0201063,694.0
614.0,Bulcombe,PLKMP,B0420510,PLKMP B0420510,695.0
615.0,Bulhedde,PLT,B04030,PLT B04030,696.0
616.0,Bull,PL,B040,PL B040,698.0
617.0,Bulley,PL,B040,PL B040,698.0
618.0,Bulling,PLNK,B04052,PLNK B04052,699.0
619.0,Bullock,PLK,B0402,PLK B0402,700.0
620.0,Bulmer,PLMR,B04506,PLMR B04506,701.0
621.0,Bulworthy,PLR0,B040630,PLR0 B040630,702.0
622.0,Bunston,PNSTN,B052305,PNSTN B052305,703.0
623.0,Burdon,PRTN,B06305,PRTN B06305,704.0
624.0,Burford,PRFRT,B061063,PRFRT B061063,705.0
625.0,Burges,PRJS,B06202,PRJS B06202,707.0
625.0,Burgis,PRJS,B06202,PRJS B06202,707.0
626.0,Burgh,PRK,B0620,PRK B0620,708.0
627.0,Burgyn,PRJN,B06205,PRJN B06205,709.0
628.0,Burley,PRL,B0640,PRL B0640,710.0
629.0,Burmeford,PRMFRT,B06501063,PRMFRT B06501063,711.0
630.0,Burne,PRN,B0650,PRN B0650,712.0
631.0,Burnell,PRNL,B06504,PRNL B06504,713.0
632.0,Burrell,PRL,B0604,PRL B0604,714.0
633.0,Burrett,PRT,B0603,PRT B0603,715.0
634.0,Burring,PRNK,B06052,PRNK B06052,716.0
635.0,Burrough,PRF,B06020,PRF B06020,717.0
636.0,Bursacote,PRSKT,B06202030,PRSKT B06202030,718.0
637.0,Bursawynlb,PRSNLP,B0620541,PRSNLP B0620541,719.0
638.0,Bursdon,PRSTN,B062305,PRSTN B062305,721.0
639.0,Burstyn,PRSTN,B062305,PRSTN B062305,721.0
640.0,Bursy,PRS,B0620,PRS B0620,722.0
641.0,Burthe,PR0,B0630,PR0 B0630,723.0
642.0,Burwarde,PRRT,B060630,PRRT B060630,724.0
643.0,Bury,PR,B060,PR B060,725.0
644.0,Buryman,PRMN,B060505,PRMN B060505,726.0
645.0,Bushe,PX,B020,PX B020,727.0
646.0,Bushell,PXL,B0204,PXL B0204,728.0
647.0,Busse,PS,B020,PS B020,729.0
648.0,Bussell,PSL,B0204,PSL B0204,730.0
649.0,Bussett,PST,B0203,PST B0203,731.0
650.0,Butler,PTLR,B03406,PTLR B03406,732.0
651.0,Butlond,PTLNT,B034053,PTLNT B034053,733.0
652.0,Butt,PT,B030,PT B030,734.0
653.0,Butter,PTR,B0306,PTR B0306,735.0
654.0,Butterford,PTRFRT,B03061063,PTRFRT B03061063,736.0
655.0,Buttisham,PTXM,B030205,PTXM B030205,737.0
656.0,Buttyston,PTSTN,B0302305,PTSTN B0302305,738.0
657.0,Butycombe,PTKMP,B03020510,PTKMP B03020510,739.0
658.0,Cabill,KPL,C0104,KPL C0104,740.0
659.0,Cadbury,KTPR,C031060,KTPR C031060,741.0
660.0,Cadda,KT,C030,KT C030,1239.0
661.0,Cadding,KTNK,C03052,KTNK C03052,1240.0
662.0,Cade,KT,C030,KT C030,1239.0
663.0,Cadman,KTMN,C03505,KTMN C03505,1236.0
664.0,Cadmore,KTMR,C035060,KTMR C035060,1237.0
665.0,Cady,KT,C030,KT C030,1239.0
666.0,Cadyhoo,KTH,C030,KTH C030,748.0
667.0,Cahan,KHN,C050,KHN C050,749.0
668.0,Cake,KK,C020,KK C020,1212.0
669.0,Calaway,KL,C040,KL C040,1217.0
670.0,Calcote,KLKT,C042030,KLKT C042030,752.0
671.0,Caleman,KLMN,C040505,KLMN C040505,753.0
672.0,Call,KL,C040,KL C040,1217.0
672.0,Cawle,KL,C040,KL C040,1217.0
673.0,Callerd,KLRT,C04063,KLRT C04063,1006.0
674.0,Calley,KL,C040,KL C040,1217.0
674.0,Cawley,KL,C040,KL C040,1217.0
675.0,Callow,KL,C040,KL C040,1217.0
676.0,Callysworthy,KLSR0,C04020630,KLSR0 C04020630,760.0
677.0,Calryg,KLRK,C04602,KLRK C04602,761.0
678.0,Calys,KLS,C0402,KLS C0402,1010.0
679.0,Came,KM,C050,KM C050,1030.0
680.0,Campe,KMP,C0510,KMP C0510,1032.0
681.0,Campyn,KMPN,C05105,KMPN C05105,765.0
682.0,Camylford,KMLFRT,C05041063,KMLFRT C05041063,766.0
683.0,Camyll,KML,C0504,KML C0504,767.0
684.0,Candyche,KNTX,C053020,KNTX C053020,768.0
685.0,Canell,KNL,C0504,KNL C0504,769.0
686.0,Canford,KNFRT,C051063,KNFRT C051063,770.0
687.0,Canington,KNNKTN,C05052305,KNNKTN C05052305,771.0
688.0,Canne,KN,C050,KN C050,1125.0
689.0,Canon,KNN,C0505,KNN C0505,773.0
690.0,Cantell,KNTL,C05304,KNTL C05304,1221.0
691.0,Canterell,KNTRL,C0530604,KNTRL C0530604,775.0
692.0,Canworthy,KNR0,C050630,KNR0 C050630,776.0
693.0,Canycote,KNKT,C0502030,KNKT C0502030,777.0
694.0,Caponer,KPNR,C010506,KPNR C010506,778.0
695.0,Capper,KPR,C0106,KPR C0106,1223.0
696.0,Capron,KPRN,C01605,KPRN C01605,780.0
697.0,Captour,KPTR,C01306,KPTR C01306,781.0
698.0,Carde,KRT,C0630,KRT C0630,783.0
698.0,Cardy,KRT,C0630,KRT C0630,783.0
699.0,Carder,KRTR,C06306,KRTR C06306,1083.0
700.0,Care,KR,C060,KR C060,1126.0
701.0,Carell,KRL,C0604,KRL C0604,786.0
702.0,Carew,KR,C060,KR C060,1126.0
703.0,Carkeke,KRKK,C062020,KRKK C062020,788.0
704.0,Carnyk,KRNK,C06502,KRNK C06502,789.0
705.0,Carnyll,KRNL,C06504,KRNL C06504,1079.0
706.0,Carnys,KRNS,C06502,KRNS C06502,1078.0
707.0,Carpenter,KRPNTR,C06105306,KRPNTR C06105306,792.0
708.0,Carre,KR,C060,KR C060,1126.0
709.0,Carsebrooke,KRSPRK,C062016020,KRSPRK C062016020,794.0
710.0,Carslake,KRSLK,C0624020,KRSLK C0624020,795.0
711.0,Carswill,KRSL,C06204,KRSL C06204,796.0
712.0,Carter,KRTR,C06306,KRTR C06306,1083.0
713.0,Cartlake,KRTLK,C0634020,KRTLK C0634020,798.0
714.0,Cartworth,KRTR0,C0630630,KRTR0 C0630630,799.0
715.0,Cartwright,KRTRT,C063060203,KRTRT C063060203,800.0
716.0,Carver,KRFR,C06106,KRFR C06106,801.0
717.0,Carwethy,KR0,C06030,KR0 C06030,802.0
718.0,Carwithan,KR0N,C060305,KR0N C060305,803.0
719.0,Cary,KR,C060,KR C060,1126.0
720.0,Caselegh,KSLK,C0204020,KSLK C0204020,805.0
721.0,Caskyng,KSKNK,C02052,KSKNK C02052,806.0
722.0,Castell,KSTL,C02304,KSTL C02304,807.0
723.0,Castelman,KSTLMN,C02304505,KSTLMN C02304505,808.0
724.0,Caswyll,KSL,C0204,KSL C0204,809.0
725.0,Cate,KT,C030,KT C030,1239.0
726.0,Catelake,KTLK,C0304020,KTLK C0304020,1103.0
727.0,Catell,KTL,C0304,KTL C0304,1241.0
728.0,Cater,KTR,C0306,KTR C0306,1094.0
729.0,Catrew,KTR,C0360,KTR C0360,814.0
730.0,Catrik,KTRK,C03602,KTRK C03602,815.0
731.0,Catyford,KTFRT,C0301063,KTFRT C0301063,1102.0
732.0,Cauffe,KF,C010,KF C010,1115.0
733.0,Caunte,KNT,C0530,KNT C0530,1222.0
734.0,Caunter,KNTR,C05306,KNTR C05306,1040.0
735.0,Cave,KF,C010,KF C010,1115.0
736.0,Cawker,KKR,C0206,KKR C0206,1047.0
737.0,Cawsey,KS,C020,KS C020,1228.0
738.0,Cawtay,KT,C030,KT C030,1239.0
739.0,Cawton,KTN,C0305,KTN C0305,1104.0
740.0,Cayle,KL,C040,KL C040,1217.0
741.0,Cedyll,STL,C0304,STL C0304,826.0
742.0,Cegbeer,SKPR,C02106,SKPR C02106,827.0
743.0,Cely,SL,C040,SL C040,828.0
744.0,Cesseley,SSL,C02040,SSL C02040,829.0
745.0,Chadder,XTR,C0306,XTR C0306,830.0
746.0,Chaffe,XF,C010,XF C010,832.0
746.0,Chave,XF,C010,XF C010,832.0
747.0,Chahfyld,XFLT,C01043,XFLT C01043,833.0
748.0,Chalacombe,XLKMP,C04020510,XLKMP C04020510,835.0
748.0,Cholacombe,XLKMP,C04020510,XLKMP C04020510,835.0
749.0,Chalans,XLNS,C04052,XLNS C04052,836.0
750.0,Chalmor,XLMR,C04506,XLMR C04506,837.0
751.0,Chalnedon,XLNTN,C0450305,XLNTN C0450305,839.0
751.0,Chelnedon,XLNTN,C0450305,XLNTN C0450305,839.0
752.0,Chamber,XMPR,C05106,XMPR C05106,840.0
753.0,Chamberlayne,XMPRLN,C051064050,XMPRLN C051064050,841.0
754.0,Chamblett,XMPLT,C051403,XMPLT C051403,842.0
755.0,Chamburne,XMPRN,C0510650,XMPRN C0510650,843.0
756.0,Chamon,XMN,C0505,XMN C0505,844.0
757.0,Champelyn,XMPLN,C0510405,XMPLN C0510405,845.0
758.0,Champernon,XMPRNN,C05106505,XMPRNN C05106505,846.0
759.0,Champyn,XMPN,C05105,XMPN C05105,847.0
760.0,Chanon,XNN,C0505,XNN C0505,848.0
761.0,Chante,XNT,C0530,XNT C0530,849.0
762.0,Chapell,XPL,C0104,XPL C0104,850.0
763.0,Chapelman,XPLMN,C0104505,XPLMN C0104505,851.0
764.0,Chaplin,XPLN,C01405,XPLN C01405,852.0
765.0,Chapman,XPMN,C01505,XPMN C01505,892.0
766.0,Chard,XRT,C063,XRT C063,854.0
767.0,Charells,XRLS,C06042,XRLS C06042,855.0
768.0,Charelton,XRLTN,C0604305,XRLTN C0604305,856.0
769.0,Charke,XRK,C0620,XRK C0620,857.0
770.0,Charley,XRL,C0640,XRL C0640,916.0
771.0,Charlys,XRLS,C06402,XRLS C06402,859.0
772.0,Chase,XS,C020,XS C020,883.0
773.0,Chastey,XST,C0230,XST C0230,861.0
774.0,Chathay,X0,C030,X0 C030,862.0
775.0,Chaunterell,XNTRL,C0530604,XNTRL C0530604,863.0
776.0,Chaye,X,C000,X C000,864.0
777.0,Chayny,XN,C050,XN C050,906.0
777.0,Cheyney,XN,C050,XN C050,906.0
777.0,Cheyny,XN,C050,XN C050,906.0
778.0,Chaynyng,XNNK,C05052,XNNK C05052,868.0
779.0,Chechehowe,XXH,C020,XXH C020,869.0
780.0,Chechester,XXSTR,C0202306,XXSTR C0202306,871.0
780.0,Chichester,XXSTR,C0202306,XXSTR C0202306,871.0
781.0,Cheke,XK,C020,XK C020,911.0
782.0,Chelcote,XLKT,C042030,XLKT C042030,873.0
783.0,Cheldon,XLTN,C04305,XLTN C04305,902.0
784.0,Chelston,XLSTN,C042305,XLSTN C042305,891.0
785.0,Chepe,XP,C010,XP C010,904.0
786.0,Chepman,XPMN,C01505,XPMN C01505,892.0
787.0,Cherdon,XRTN,C06305,XRTN C06305,878.0
788.0,Chere,XR,C060,XR C060,879.0
789.0,Cheriton,XRTN,C060305,XRTN C060305,880.0
790.0,Cherlen,XRLN,C06405,XRLN C06405,881.0
791.0,Cherygge,XRK,C06020,XRK C06020,882.0
792.0,Chese,XS,C020,XS C020,883.0
793.0,Cheseman,XSMN,C020505,XSMN C020505,884.0
794.0,Chesewyll,XSL,C0204,XSL C0204,885.0
795.0,Chester,XSTR,C02306,XSTR C02306,886.0
796.0,Cheston,XSTN,C02305,XSTN C02305,887.0
797.0,Chetehay,XTH,C030,XTH C030,888.0
798.0,Child,XLT,C043,XLT C043,889.0
799.0,Chillam,XLM,C0405,XLM C0405,890.0
800.0,Chilston,XLSTN,C042305,XLSTN C042305,891.0
801.0,Chipman,XPMN,C01505,XPMN C01505,892.0
802.0,Chippyston,XPSTN,C0102305,XPSTN C0102305,893.0
803.0,Choke,XK,C020,XK C020,911.0
804.0,Cholacote,XLKT,C0402030,XLKT C0402030,895.0
805.0,Choladon,XLTN,C040305,XLTN C040305,896.0
806.0,Cholashe,XLX,C04020,XLX C04020,897.0
807.0,Choldyche,XLTX,C043020,XLTX C043020,898.0
808.0,Choleswych,XLSX,C0402020,XLSX C0402020,899.0
809.0,Cholmore,XLMR,C045060,XLMR C045060,900.0
810.0,Cholowill,XLL,C0404,XLL C0404,901.0
811.0,Cholton,XLTN,C04305,XLTN C04305,902.0
812.0,Chont,XNT,C053,XNT C053,903.0
813.0,Chope,XP,C010,XP C010,904.0
814.0,Chopin,XPN,C0105,XPN C0105,905.0
815.0,Chown,XN,C050,XN C050,906.0
816.0,Christopher,KRSTFR,C060230106,KRSTFR C060230106,907.0
817.0,Chubdb,XPTP,C0131,XPTP C0131,908.0
818.0,Chuckman,XKMN,C02505,XKMN C02505,909.0
819.0,Chudleigh,XTL,C034020,XTL C034020,910.0
820.0,Chugge,XK,C020,XK C020,911.0
821.0,Churchill,XRXL,C06204,XRXL C06204,912.0
822.0,Churchward,XRXRT,C062063,XRXRT C062063,915.0
823.0,Churchyate,XRXT,C062030,XRXT C062030,914.0
824.0,Churchyerd,XRXRT,C062063,XRXRT C062063,915.0
825.0,Churley,XRL,C0640,XRL C0640,916.0
826.0,Churne,XRN,C0650,XRN C0650,917.0
827.0,Churston,XRSTN,C062305,XRSTN C062305,918.0
828.0,Clacombe,KLKMP,C4020510,KLKMP C4020510,919.0
829.0,Clake,KLK,C4020,KLK C4020,950.0
830.0,Clambor,KLMPR,C405106,KLMPR C405106,921.0
831.0,Clampytt,KLMPT,C405103,KLMPT C405103,922.0
832.0,Clapp,KLP,C401,KLP C401,923.0
833.0,Clare,KLR,C4060,KLR C4060,924.0
834.0,Clarke,KLRK,C40620,KLRK C40620,926.0
834.0,Clerke,KLRK,C40620,KLRK C40620,926.0
835.0,Classe,KLS,C4020,KLS C4020,928.0
835.0,Claysh,KLX,C4020,KLX C4020,928.0
836.0,Clawe,KL,C400,KL C400,955.0
837.0,Cleer,KLR,C406,KLR C406,930.0
838.0,Cleff,KLF,C401,KLF C401,932.0
838.0,Cleve,KLF,C4010,KLF C4010,942.0
839.0,Clegg,KLK,C402,KLK C402,949.0
840.0,Cleke,KLK,C4020,KLK C4020,950.0
841.0,Clement,KLMNT,C405053,KLMNT C405053,935.0
842.0,Clemys,KLMS,C40502,KLMS C40502,936.0
843.0,Clendon,KLNTN,C405305,KLNTN C405305,937.0
844.0,Clene,KLN,C4050,KLN C4050,938.0
845.0,Cleveanger,KLFNKR,C40105206,KLFNKR C40105206,939.0
846.0,Cleverdon,KLFRTN,C40106305,KLFRTN C40106305,943.0
847.0,Clevytt,KLFT,C40103,KLFT C40103,941.0
848.0,Cliffe,KLF,C4010,KLF C4010,942.0
849.0,Clifferton,KLFRTN,C40106305,KLFRTN C40106305,943.0
850.0,Clifford,KLFRT,C401063,KLFRT C401063,944.0
851.0,Clifton,KLFTN,C401305,KLFTN C401305,945.0
852.0,Clinche,KLNX,C40520,KLNX C40520,946.0
