name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"Dickerson, Elizabeth, 269, 271; John, 269, 271",Dickerson,7120.0,0.0,0.0,0.0,0.0,TKRSN,D0206205,TKRSN D0206205,7120.0,7120.0,0,0,0,0,TKRSN,6093,4247,2952,6319,2952,0,0,0,0,0,0,0,0,0,0,,,,,
"Dickinson, Benjamin, 303; Charles, 170(2); David, 44; Ernest, 170; Steven, 242",Dickinson,6893.0,0.0,0.0,0.0,0.0,TKNSN,D0205205,TKNSN D0205205,6893.0,6893.0,0,0,0,0,TKNSN,26596,4247,2952,3025,2952,0,0,0,0,0,0,0,0,0,0,,,,,
"Dillon, Frances, Robert, 161",Dillon,1354.0,0.0,0.0,0.0,0.0,TLN,D0405,TLN D0405,1354.0,1354.0,0,0,0,0,TLN,26928,4315,2975,2237,2975,0,0,0,0,0,0,0,0,0,0,,,,,
"Dimond-Churchward, Marcus, 215",Dimondchurchward,7936.0,0.0,0.0,0.0,0.0,TMNTXRXRT,D050532062063,TMNTXRXRT D050532062063,7936.0,7936.0,0,0,0,0,TMNTXRXRT,53954,36660,31963,10264,11968,0,0,0,0,0,0,0,0,0,0,,,,,
"Dimond-Hogg, Mary, Thomas, 144",Dimondhogg,7937.0,0.0,0.0,0.0,0.0,TMNTK,D0505302,TMNTK D0505302,7937.0,7937.0,0,0,0,0,TMNTK,53955,36661,31964,10265,2900,0,0,0,0,0,0,0,0,0,0,,,,,
"Dingley, Marion, 337, 338",Dingley,1357.0,0.0,0.0,0.0,0.0,TNKL,D05240,TNKL D05240,1357.0,1357.0,0,0,0,0,TNKL,8275,4352,3225,1912,3225,0,0,0,0,0,0,0,0,0,0,,,,,
"Dinham, John, 252",Dinham,1358.0,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0,TNM,31074,4354,2987,5547,2987,0,0,0,0,0,0,0,0,0,0,,,,,
"Dobbie, Wallace, 292",Dobbie,,0.0,0.0,0.0,0.0,TP,D010,TP D010,1369.0,1369.0,0,0,0,0,TP,53956,36662,31965,544,10032,0,0,0,0,0,0,0,0,0,0,,,,10.0,
"Dobell, Robert, 202; S., 101; William, 202",Dobell,1371.0,0.0,0.0,0.0,0.0,TPL,D0104,TPL D0104,1371.0,1371.0,0,0,0,0,TPL,11452,4603,3076,4911,3076,0,0,0,0,0,0,0,0,0,0,,,,,
"Dockings, Edith, 291",Dockings,13157.0,0.0,0.0,0.0,0.0,TKNKS,D02052,TKNKS D02052,13157.0,13157.0,0,0,0,0,TKNKS,24207,4434,3014,4866,3014,0,0,0,0,0,0,0,0,0,0,,,,,
"Docton, ach. of, 157, 159; Alice, 157; Thomas, 157(2)",Docton,1378.0,0.0,0.0,0.0,0.0,TKTN,D02305,TKTN D02305,1378.0,1378.0,0,0,0,0,TKTN,45129,19497,14823,8478,2864,0,0,0,0,0,0,0,0,0,0,,,,,19.0
"Dodbrooke (near Kingsbridge), 5(2), 288; St. Thomas à Becket, 102; rector of, 102",Dodbrooke,7938.0,0.0,0.0,0.0,0.0,TTPRK,D0316020,TTPRK D0316020,7938.0,7938.0,0,0,0,0,TTPRK,53957,36663,31966,10266,3178,0,0,0,0,0,0,0,0,0,0,,,,,
"Dodd, G., 237",Dodd,,0.0,0.0,0.0,0.0,TT,D030,TT D030,1419.0,1419.0,0,0,0,0,TT,3439,3834,3017,1787,3017,0,0,0,0,0,0,0,0,0,0,,,,14.0,
"Doddiscombleigh, 104, 105; parson of, 104; rectors of, 104(2)",Doddiscombleigh,7939.0,0.0,0.0,0.0,0.0,TTSKMPL,D03020514020,TTSKMPL D03020514020,7939.0,7939.0,0,0,0,0,TTSKMPL,53958,36664,31967,10267,11969,0,0,0,0,0,0,0,0,0,0,,,,,
"Dodds, Vera, 149",Dodds,,0.0,0.0,0.0,0.0,TTS,D032,TTS D032,12192.0,12192.0,0,0,0,0,TTS,31996,4446,3017,5176,3017,0,0,0,0,0,0,0,0,0,0,,,,,
"Doe, George, 312(2); Samuel, 312",Doe,,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0,T,10715,4471,3029,1068,3029,0,0,0,0,0,0,0,1,0,0,,,,5.0,
"Doidge, Barbara, 80; Horace, 199; Samuel, 314",Doidge,,0.0,0.0,0.0,0.0,TJ,D0320,TJ D0320,9868.0,9868.0,0,0,0,0,TJ,12333,4453,3019,1898,3019,0,0,0,0,0,0,0,0,0,0,,,,,
"Domett, Elizabeth, 38(3); Frances, John, Joseph, Laura, Martha, Newell, 38; Philobeth, 38(2); Susanna, 38",Domett,1391.0,0.0,0.0,0.0,0.0,TMT,D0503,TMT D0503,1391.0,1391.0,0,0,0,0,TMT,46504,16496,11845,4055,2981,0,0,0,0,0,0,0,0,0,0,,,23.0,,
"Domvil, Alice, 285",Domvil,13158.0,0.0,0.0,0.0,0.0,TMFL,D05104,TMFL D05104,13158.0,13158.0,0,0,0,0,TMFL,53959,36665,31968,3150,3052,0,0,0,0,0,0,0,0,0,0,,,,,
"Donore, 81",Donore,13159.0,0.0,0.0,0.0,0.0,TNR,D05060,TNR D05060,13159.0,13159.0,0,0,0,0,TNR,53960,36666,31969,6355,3099,0,0,0,0,0,0,0,0,0,0,,,,18.0,
"Donovan, Emily, John, 179",Donovan,11924.0,0.0,0.0,0.0,0.0,TNFN,D050105,TNFN D050105,11924.0,11924.0,0,0,0,0,TNFN,50182,32888,28192,9764,2748,0,0,0,0,0,0,0,0,0,0,,,,,
"”Dorcas•, 5",Dorcas,,0.0,0.0,0.0,0.0,TRKS,D06202,TRKS D06202,10874.0,10874.0,0,0,0,0,TRKS,53961,36667,31970,1510,2928,0,0,0,0,0,0,0,0,0,0,,,,,
"Dorchester, 293",Dorchester,1401.0,0.0,0.0,0.0,0.0,TRKSTR,D06202306,TRKSTR D06202306,1401.0,1401.0,0,0,0,0,TRKSTR,4242,4564,3064,1427,3064,0,0,0,0,0,0,0,0,0,0,,,,,
"Dorriers, Walter, 82",Dorriers,7940.0,0.0,0.0,0.0,0.0,TRRS,D06062,TRRS D06062,7940.0,7940.0,0,0,0,0,TRRS,53962,36668,31971,3547,2942,0,0,0,0,0,0,0,0,0,0,,,,,
"Dorwall, Robert, 242",Dorwall,,0.0,0.0,0.0,0.0,TRL,D0604,TRL D0604,1364.0,1364.0,0,0,0,0,TRL,53963,36669,31972,2785,2927,0,0,0,0,0,0,0,0,0,0,,,,,
"Dotin, Henry, 276, 278; Katherine, 277, 278",Dotin,,0.0,0.0,0.0,0.0,TTN,D0305,TTN D0305,1404.0,1404.0,0,0,0,0,TTN,53964,36670,31973,3431,3004,0,0,0,0,0,0,0,0,0,0,,,,,
"Douglas, Frank, Sarah, 276",Douglas,6874.0,0.0,0.0,0.0,0.0,TKLS,D02402,TKLS D02402,6874.0,6874.0,0,0,0,0,TKLS,50743,32984,28288,453,3082,0,0,0,0,0,0,0,0,0,0,,,,,
"Dovell, Richard, 226",Dovell,,0.0,0.0,0.0,0.0,TFL,D0104,TFL D0104,9060.0,9060.0,0,0,0,0,TFL,28848,5039,3274,6620,3274,0,0,0,0,0,0,0,0,0,0,,,,,
"Dowell, Malcolm, 346",Dowell,,0.0,0.0,0.0,0.0,TL,D040,TL D040,1412.0,1412.0,0,0,0,0,TL,11539,4490,3095,1441,3095,0,0,0,0,0,0,0,0,0,0,,,,,
"Dowling, Cecil, 15; Edith, 15",Dowling,,0.0,0.0,0.0,0.0,TLNK,D04052,TLNK D04052,1389.0,1389.0,0,0,0,0,TLNK,181,4657,3063,1255,3063,0,0,0,0,0,0,0,0,0,0,,,,,
"Down, East, 106; West, 106; vicar of, 106",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0,TN,24186,4659,3100,5850,3100,0,0,0,0,0,0,0,1,0,0,,1.0,1.0,11.0,
"Down St. Mary, 106; rector of, 106",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0,TN,24186,4659,3100,5850,3100,0,0,0,0,0,0,0,1,0,0,,1.0,1.0,11.0,
"Down, Downes, A., 266; Alice, 294; Charles, 168, 169, 294; Edward, 169(2), 170; Eileen, 170; Eliza, 169; Ellen, 13; F., 158(2); Florence, 170; Frank, 226; Harriet, 13; James, 169; Jane, 170; Lilian, 266; Margaret, May, 170; Percy, 227; Stephen, 8; William, 8, 9, 170, 280",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0,TN,24186,4659,3100,5850,3100,0,0,0,0,0,0,0,1,0,0,,1.0,1.0,11.0,
"Downing, G., 237; J., 166; Joshua, 165(2), 166; Pam, 220; Penelope, Philippa, 165; R., 166",Downing,1449.0,0.0,0.0,0.0,0.0,TNNK,D05052,TNNK D05052,1449.0,1449.0,0,0,0,0,TNNK,32513,4667,3098,280,3098,0,0,0,0,0,0,0,0,0,0,,,,,
"Dowrich, 266, House, 268",Dowrich,,0.0,0.0,0.0,0.0,TRX,D06020,TRX D06020,1417.0,1417.0,0,0,0,0,TRX,22790,4673,3104,4078,3104,0,0,0,0,0,0,0,0,0,0,,,,,
"Dowrich, Lewis, Mary, Thomas, Walter, William, 266",Dowrich,,0.0,0.0,0.0,0.0,TRX,D06020,TRX D06020,1417.0,1417.0,0,0,0,0,TRX,22790,4673,3104,4078,3104,0,0,0,0,0,0,0,0,0,0,,,,,
"Dowson, Catherine, Joseph, 160",Dowson,,0.0,0.0,0.0,0.0,TSN,D0205,TSN D0205,11768.0,11768.0,0,0,0,0,TSN,19856,4676,3105,1655,3105,0,0,0,0,0,0,0,0,0,0,,,,,
"Drake, Ann, 185; Sir Bernard, 141, 143; Betty, Caroline, 210; Charles, 185; Elizabeth, 187, 199; Francis, 11, 210; Frederick, 113; Sir Francis, 199(2); Henry, 82, 266(2), 268; Jessie, 268; Leslie, 27; Maria, Mary, 134; May, 27; Philip, 187; Thomas, 134; Zachary, 11",Drake,1423.0,0.0,0.0,1.0,0.0,TRK,D6020,TRK D6020,1423.0,1423.0,0,0,1,1,TRK,9282,4696,3112,7331,3112,1,0,1,0,1,0,1,0,1,0,6.0,10.0,11.0,15.0,17.0
"Drake, H.M.S., 246(2), 247(2)",Drake,1423.0,0.0,0.0,1.0,0.0,TRK,D6020,TRK D6020,1423.0,1423.0,0,0,1,1,TRK,9282,4696,3112,7331,3112,1,0,1,0,1,0,1,0,1,0,6.0,10.0,11.0,15.0,17.0
"Dreadon, 189",Dreadon,,0.0,0.0,0.0,0.0,TRTN,D60305,TRTN D60305,1426.0,1426.0,0,0,0,0,TRTN,53965,36671,31974,3518,3126,0,0,0,0,0,0,0,0,0,0,,,,,
"Drew, Drewe, Adrian, 49; Arthur, 40; Beatrice, Cedric, 49; Emily, 112; Frances, 49, 146; Harry, 178; Helen, 40; Jane, 39; John, 178; Julius, 49; Marion, 39; Rosa, 112; Samuel, 146; William, 40",Drew,,0.0,0.0,0.0,0.0,TR,D600,TR D600,1431.0,1431.0,0,0,0,0,TR,21075,4723,3129,3665,3129,0,0,0,0,0,0,0,0,0,0,,8.0,9.0,8.0,12.0
"Dreyton, John de, 122, 127",Dreyton,,0.0,0.0,0.0,0.0,TRTN,D60305,TRTN D60305,1426.0,1426.0,0,0,0,0,TRTN,46169,17782,13122,3518,3126,0,0,0,0,0,0,0,0,0,0,,,,,
"Drinkwater, F., 309",Drinkwater,7941.0,0.0,0.0,0.0,0.0,TRNKTR,D60520306,TRNKTR D60520306,7941.0,7941.0,0,0,0,0,TRNKTR,13821,4746,3140,1365,3140,0,0,0,0,0,0,0,0,0,0,,,,,
"Drummond, Alexander, 104",Drummond,,0.0,0.0,0.0,0.0,TRMNT,D605053,TRMNT D605053,10717.0,10717.0,0,0,0,0,TRMNT,53966,36672,31975,1220,3142,0,0,0,0,0,0,0,0,0,0,,,,,
"Dubb, Adelaide, Beresford, Clarence, Graham, Leonard, 20",Dubb,,0.0,0.0,0.0,0.0,TP,D010,TP D010,1369.0,1369.0,0,0,0,0,TP,32839,4406,3160,544,3160,0,0,0,0,0,0,0,0,0,0,,,,10.0,
"Dublin, Eire, 53, 81, 212",Dublin,7942.0,0.0,0.0,0.0,0.0,TPLN,D01405,TPLN D01405,7942.0,7942.0,0,0,0,0,TPLN,12069,4787,3163,6874,3163,0,0,0,0,0,0,0,0,0,0,,,,,
"”Duchess of Chester•, 8",Duchess,7943.0,0.0,0.0,0.0,0.0,TXS,D0202,TXS D0202,7943.0,7943.0,0,0,0,0,TXS,50746,33451,28755,9854,2968,0,0,0,0,0,0,0,0,0,0,,,,,
"Duckworth, Mary, 130(2), 131(2); Robert, 305; Sir Thomas, 130, 131",Duckworth,,0.0,0.0,0.0,0.0,TKR0,D020630,TKR0 D020630,1250.0,1250.0,0,0,0,0,TKR0,4960,4811,3176,3904,3176,0,0,0,0,0,0,0,0,0,0,,,,,
"Dufty, John, 227",Dufty,11815.0,0.0,0.0,0.0,0.0,TFT,D0130,TFT D0130,11815.0,11815.0,0,0,0,0,TFT,24989,4614,3075,7951,3075,0,0,0,0,0,0,0,0,0,0,,,,,
"Duke, John, 220; Richard, 220(2), 221; Robert, 220; Sarah, 220, 221; Susanna, 220",Duke,1440.0,0.0,0.0,1.0,0.0,TK,D020,TK D020,1440.0,1440.0,0,0,0,1,TK,15097,4860,3165,6523,3165,1,0,1,0,1,0,1,0,1,0,8.0,9.0,10.0,13.0,14.0
"Dulverton, Somerset, 8, 49, 195, 312",Dulverton,7944.0,0.0,0.0,0.0,0.0,TLFRTN,D04106305,TLFRTN D04106305,7944.0,7944.0,0,0,0,0,TLFRTN,53967,36673,31976,10268,11970,0,0,0,0,0,0,0,0,0,0,,,,,
"Dumbleton, Ellen, 122; Edgar, 122, 124; Henry, 122, 169",Dumbleton,13160.0,0.0,0.0,0.0,0.0,TMPLTN,D05140305,TMPLTN D05140305,13160.0,13160.0,0,0,0,0,TMPLTN,3772,4880,3202,2627,3202,0,0,0,0,0,0,0,0,0,0,,,,,
"Dun Esk, 299",Dun,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0,TN,15039,4892,3053,5850,3053,0,0,0,0,0,0,0,1,0,0,,,,11.0,
"Dunboyne, Lady 193, 340; Marion, 193",Dunboyne,7945.0,0.0,0.0,0.0,0.0,TNPN,D051050,TNPN D051050,7945.0,7945.0,0,0,0,0,TNPN,53968,36674,31977,4343,3206,0,0,0,0,0,0,0,0,0,0,,,,,
"Duncan, G., 88",Duncan,,0.0,0.0,0.0,0.0,TNKN,D05205,TNKN D05205,1396.0,1396.0,0,0,0,0,TNKN,53969,36675,31978,2554,2921,0,0,0,0,0,0,0,0,0,0,,,,,
"Dunkley, 63",Dunkley,,0.0,0.0,0.0,0.0,TNKL,D05240,TNKL D05240,1357.0,1357.0,0,0,0,0,TNKL,2520,4352,3225,1912,3225,0,0,0,0,0,0,0,0,0,0,,,,,
"Dunn, Samuel, 337; Walter, 8",Dunn,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0,TN,7902,4892,3053,5850,3053,0,0,0,0,0,0,0,1,0,0,,,,11.0,
"Dunn-Pattison, Richard, 43",Dunnpattison,7946.0,0.0,0.0,0.0,0.0,TNPTSN,D051030205,TNPTSN D051030205,7946.0,7946.0,0,0,0,0,TNPTSN,53970,36676,31979,10269,11971,0,0,0,0,0,0,0,0,0,0,,,,,
"Dunning, Alfred, 165; Harriet, Richard, 296",Dunning,1449.0,0.0,0.0,0.0,0.0,TNNK,D05052,TNNK D05052,1449.0,1449.0,0,0,0,0,TNNK,2512,4667,3098,280,3098,0,0,0,0,0,0,0,0,0,0,,,,,
"Dunnose, 1",Dunnose,,1.0,0.0,0.0,0.0,TNS,D05020,TNS D05020,8811.0,8811.0,0,0,0,0,TNS,53971,36677,31980,7575,3234,0,0,0,0,0,0,1,0,0,0,,,,14.0,
"Dunsland, 38; John de, 39",Dunsland,7947.0,0.0,0.0,0.0,0.0,TNSLNT,D0524053,TNSLNT D0524053,7947.0,7947.0,0,0,0,0,TNSLNT,53972,36678,31981,10270,11972,0,0,0,0,0,0,0,0,0,0,,,,,
"Durant, Henry, 296; Jane, 294; John, William, 296",Durant,,0.0,0.0,0.0,0.0,TRNT,D06053,TRNT D06053,1461.0,1461.0,0,0,0,0,TRNT,3504,5016,2810,8111,2810,0,0,0,0,0,0,0,0,0,0,,,,,
"Durham, Frank, 247",Durham,,0.0,0.0,0.0,0.0,TRM,D0605,TRM D0605,1325.0,1325.0,0,0,0,0,TRM,30934,4157,3256,6201,3256,0,0,0,0,0,0,0,0,0,0,,,,,
"Durling, Charles, 164",Durling,13161.0,0.0,0.0,0.0,0.0,TRLNK,D064052,TRLNK D064052,13161.0,13161.0,0,0,0,0,TRLNK,30897,5001,3258,5499,3258,0,0,0,0,0,0,0,0,0,0,,,,,
"Durnford, Arthur, 255(2); Caroline, 162; Victoria, 255",Durnford,7717.0,0.0,0.0,0.0,0.0,TRNFRT,D0651063,TRNFRT D0651063,7717.0,7717.0,0,0,0,0,TRNFRT,24348,5006,3261,4411,3261,0,0,0,0,0,0,0,0,0,0,,12.0,13.0,,
"Duryard Lodge, 130",Duryard,,0.0,0.0,0.0,0.0,TRRT,D06063,TRRT D06063,1332.0,1332.0,0,0,0,0,TRRT,53973,36679,31982,4071,3067,0,0,0,0,0,0,0,0,0,0,,,,,
"Dutton, Annie, 275; Constance, 166; Frederic, 275; Guy, 166; John, Victoria, 275; Walter, 166; William, 275",Dutton,,0.0,0.0,0.0,0.0,TTN,D0305,TTN D0305,1404.0,1404.0,0,0,0,0,TTN,7772,5037,3273,3431,3273,0,0,0,0,0,0,0,0,0,0,,,,,
"Dyer, Jane, 50; John, 342(2); Kitty, 342; S., 316",Dyer,1465.0,0.0,0.0,1.0,0.0,TR,D060,TR D060,1465.0,1465.0,0,0,0,0,TR,21525,5057,3281,3665,3281,0,0,0,0,0,0,0,0,0,0,,7.0,8.0,8.0,
"Dykes, James, 268",Dykes,,0.0,0.0,0.0,0.0,TKS,D0202,TKS D0202,12368.0,12368.0,0,0,0,0,TKS,13315,4241,2968,3290,2968,0,0,0,0,0,0,0,0,0,0,,,,34.0,
"Dynham, Alice, John, 192",Dynham,,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0,TNM,47365,17464,12807,5547,2920,0,0,0,0,0,0,0,0,0,0,,,,,
"Dypford, Elizabeth, 24, 25; Henry, 24, 25",Dypford,,0.0,0.0,0.0,0.0,TPFRT,D01063,TPFRT D01063,1360.0,1360.0,0,0,0,0,TPFRT,44274,21938,17253,8137,2879,0,0,0,0,0,0,0,0,0,0,,,,,
"Eaglemont, 178(3)",Eaglemont,7948.0,0.0,0.0,0.0,0.0,AKLMNT,E02405053,AKLMNT E02405053,7948.0,7948.0,0,0,0,0,AKLMNT,53974,36680,31983,10271,3463,0,0,0,0,0,0,0,0,0,0,,,,,
"Earl, Gilbert, 330",Earl,10738.0,0.0,0.0,1.0,0.0,ARL,E064,ARL E064,10738.0,10738.0,0,0,0,0,ARL,15640,5099,5462,1372,5462,0,0,0,0,0,0,1,0,0,0,,,,23.0,
"Eason, E., 336",Eason,13162.0,0.0,0.0,0.0,0.0,ASN,E0205,ASN E0205,13162.0,13162.0,0,0,0,0,ASN,28745,5134,3323,4398,3323,0,0,0,0,0,0,0,0,0,1,,11.0,2.0,,13.0
"Easson-Brown, Harald, 210-1",Eassonbrown,7949.0,0.0,0.0,0.0,0.0,ASNPRN,E02051605,ASNPRN E02051605,7949.0,7949.0,0,0,0,0,ASNPRN,53975,36681,31984,10272,11973,0,0,0,0,0,0,0,0,0,0,,,,,
"East Grinstead, Sussex, 1",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0,AST,20099,5111,3312,1021,3312,0,0,0,0,0,0,0,0,0,0,,,,,
"East Langdon, 1",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0,AST,20099,5111,3312,1021,3312,0,0,0,0,0,0,0,0,0,0,,,,,
"East Leigh, 58(2)",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0,AST,20099,5111,3312,1021,3312,0,0,0,0,0,0,0,0,0,0,,,,,
"East Wray, 192",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0,AST,20099,5111,3312,1021,3312,0,0,0,0,0,0,0,0,0,0,,,,,
"East-the-Water, Bideford, 215",Eastthewater,7950.0,0.0,0.0,0.0,0.0,AS0TR,E0230306,AS0TR E0230306,7950.0,7950.0,0,0,0,0,AS0TR,53976,36682,31985,10273,368,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastabrook, Henry, Louisa, 50",Eastabrook,,0.0,0.0,0.0,0.0,ASTPRK,E02301602,ASTPRK E02301602,10613.0,10613.0,0,0,0,0,ASTPRK,28536,5119,3511,4653,3511,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastcliff, 180",Eastcliff,7951.0,0.0,0.0,0.0,0.0,ASTKLF,E0232401,ASTKLF E0232401,7951.0,7951.0,0,0,0,0,ASTKLF,53977,36683,31986,10274,11974,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastdowne, 198, 289; rector of, 13",Eastdowne,13163.0,0.0,0.0,0.0,0.0,ASTN,E023050,ASTN E023050,13163.0,13163.0,0,0,0,0,ASTN,53978,36684,31987,7525,3314,0,0,0,0,0,0,0,0,0,0,,,,0.0,2.0
"Easter, Agnes, 340",Easter,12985.0,0.0,0.0,0.0,0.0,ASTR,E02306,ASTR E02306,12985.0,12985.0,0,0,0,0,ASTR,22857,5118,3319,2101,3319,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastlake, Eliza, George, 249",Eastlake,11426.0,0.0,0.0,0.0,0.0,ASTLK,E0234020,ASTLK E0234020,11426.0,11426.0,0,0,0,0,ASTLK,11307,5130,3326,2381,3326,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastleigh, 331",Eastleigh,12853.0,0.0,0.0,0.0,0.0,ASTL,E0234020,ASTL E0234020,12853.0,12853.0,0,0,0,0,ASTL,52947,35653,30957,5195,3314,0,0,0,0,0,0,0,0,0,0,,,,,2.0
"Eastmond, P., 312",Eastmond,,0.0,0.0,0.0,0.0,ASTMNT,E0235053,ASTMNT E0235053,11263.0,11263.0,0,0,0,0,ASTMNT,50726,32865,28169,8387,7417,0,0,0,0,0,0,0,0,0,0,,,,,
"Eastney, 240, 242",Eastney,13164.0,0.0,0.0,0.0,0.0,ASTN,E02350,ASTN E02350,13164.0,13164.0,0,0,0,0,ASTN,53979,36685,31988,7525,3314,0,0,0,0,0,0,0,0,0,0,,,,0.0,2.0
"Eastwell, Wilts., 22",Eastwell,13165.0,0.0,0.0,0.0,0.0,ASTL,E02304,ASTL E02304,13165.0,13165.0,0,0,0,0,ASTL,31103,5135,3329,5195,3329,0,0,0,0,0,0,0,0,0,0,,,,,
"Ebberly, 21",Ebberly,13166.0,0.0,0.0,0.0,0.0,APRL,E10640,APRL E10640,13166.0,13166.0,0,0,0,0,APRL,53980,36686,31989,3396,3333,0,0,0,0,0,0,0,0,0,0,,,,,
"Ebford Barton, 70",Ebford,13167.0,0.0,0.0,0.0,0.0,APFRT,E1063,APFRT E1063,13167.0,13167.0,0,0,0,0,APFRT,53981,36687,31990,6965,432,0,0,0,0,0,0,0,0,0,0,,,,,
"Ebourne, 50",Ebourne,13168.0,0.0,0.0,0.0,0.0,APRN,E10650,APRN E10650,13168.0,13168.0,0,0,0,0,APRN,53982,36688,31991,2063,11575,0,0,0,0,0,0,0,0,0,0,,,,,
"Echo, H.M. Surveying Ship, 247",Echo,,0.0,0.0,0.0,0.0,AX,E200,AX E200,11361.0,11361.0,0,0,0,0,AX,53983,36689,31992,5791,23,0,0,0,0,0,0,0,0,0,0,,,,,
"Ede, Harry, 286",Ede,,0.0,0.0,0.0,0.0,AT,E300,AT E300,8679.0,8679.0,0,0,0,0,AT,3192,5165,3347,2742,3347,0,0,0,0,0,0,0,1,0,0,,,,4.0,
"Eden, Lionel, 173; Robert, S., 87; Thomas, 303",Eden,,0.0,0.0,0.0,0.0,ATN,E305,ATN E305,10249.0,10249.0,0,0,0,0,ATN,6577,5166,3290,5334,3290,0,0,0,0,0,0,1,0,0,0,,,,10.0,
"Edenbridge, Kent, 209",Edenbridge,7952.0,0.0,0.0,0.0,0.0,ATNPRJ,E305160320,ATNPRJ E305160320,7952.0,7952.0,0,0,0,0,ATNPRJ,53984,36690,31993,10275,3357,0,0,0,0,0,0,0,0,0,0,,,,,
"Edgcumbe, 201",Edgcumbe,5573.0,0.0,0.0,0.0,0.0,ATKKMP,E320510,ATKKMP E320510,5573.0,5573.0,0,0,0,0,ATKKMP,32114,5171,3348,3937,3348,0,0,0,0,0,0,0,0,0,0,,,,,
"Edgcumbe, Edgecumbe, John, 201(2); Joseph, 244; Margaret, 201; Mary, 293",Edgcumbe,5573.0,0.0,0.0,0.0,0.0,ATKKMP,E320510,ATKKMP E320510,5573.0,5573.0,0,0,0,0,ATKKMP,32114,5171,3348,3937,3348,0,0,0,0,0,0,0,0,0,0,,,,,
"Edge, Mary, 244",Edge,13169.0,0.0,0.0,0.0,0.0,AJ,E320,AJ E320,13169.0,13169.0,0,0,0,0,AJ,21662,5170,4653,4331,4653,0,0,0,0,0,0,0,0,0,0,,,,,
"Edger, Anne, 215",Edger,,0.0,0.0,0.0,0.0,AJR,E3206,AJR E3206,5944.0,5944.0,0,0,0,0,AJR,2170,5169,51,4285,51,0,0,0,0,0,0,0,0,0,0,,,,,
"Edinburgh, 301; Duke of, 90; lord rector of the university, 324",Edinburgh,7953.0,0.0,0.0,0.0,0.0,ATNPRK,E30510620,ATNPRK E30510620,7953.0,7953.0,0,0,0,0,ATNPRK,15700,5180,3357,261,3357,0,0,0,0,0,0,0,0,0,0,,,,,
"Edmonds, Courtenay, 44; Nicholas, Sophia, 277; Walter, 44; William, 277(2)",Edmonds,5842.0,0.0,0.0,0.0,0.0,ATMNTS,E350532,ATMNTS E350532,5842.0,5842.0,0,0,0,0,ATMNTS,198,5191,3463,3199,3463,0,0,0,0,0,0,0,0,0,0,,,,,
"Edward I, King, 113",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0,ATRT,6532,5197,3370,969,3370,0,0,0,0,0,0,0,0,0,0,,,8.0,,
"Edward IV, King, 75, 343",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0,ATRT,6532,5197,3370,969,3370,0,0,0,0,0,0,0,0,0,0,,,8.0,,
"Edward VII, King, 269, 326(2)",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0,ATRT,6532,5197,3370,969,3370,0,0,0,0,0,0,0,0,0,0,,,8.0,,
