name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"Smyth-Osbourne, Elisa, 167",Smythosbourne,8200.0,0.0,0.0,0.0,0.0,SM0SPRN,S5030210650,SM0SPRN S5030210650,8200.0,8200.0,0,0,0,0,SM0SPRN,54429,37135,32438,10434,12045,0,0,0,0,0,0,0,0,0,0,,,,,
"Smytham House, 315",Smytham,,0.0,0.0,0.0,0.0,SMTM,S50305,SMTM S50305,3912.0,3912.0,0,0,0,0,SMTM,42184,24182,19492,6859,9267,0,0,0,0,0,0,0,0,0,0,,,,,
"Smythies, Bernard, 104",Smythies,,0.0,0.0,0.0,0.0,SM0S,S50302,SM0S S50302,6579.0,6579.0,0,0,0,0,SM0S,54430,37136,32439,2738,9268,0,0,0,0,0,0,0,0,0,0,,,,,
"Snelgrove, Ivy, Reginald, 172",Snelgrove,8201.0,0.0,0.0,0.0,0.0,SNLKRF,S50426010,SNLKRF S50426010,8201.0,8201.0,0,0,0,0,SNLKRF,16741,13253,9289,4665,9289,0,0,0,0,0,0,0,0,0,0,,,,,
"Snell, Alfred, 100; Florence, 24, 291; Leonard, 336; Walter, 326",Snell,3916.0,0.0,0.0,0.0,0.0,SNL,S504,SNL S504,3916.0,3916.0,0,0,0,0,SNL,17341,13254,9288,4094,9288,0,0,0,0,0,1,0,0,0,0,,14.0,15.0,,25.0
"Snook, Elizabeth, 75",Snook,,0.0,0.0,0.0,0.0,SNK,S502,SNK S502,11008.0,11008.0,0,0,0,0,SNK,33245,13262,9295,255,9295,0,0,0,0,0,0,0,0,0,0,,,,,
"Snow, Caroline, Elsie, 294; Florence, J., 43; Jonathan, 294; Juliana, Lavinia, 130; Louisa, 43; Margaretta, Marianna, 130; Sharon, 301; T., 130; Thomas, 130",Snow,3921.0,0.0,0.0,0.0,0.0,SN,S500,SN S500,3921.0,3921.0,0,0,0,0,SN,6161,13264,9296,4873,9296,0,0,0,0,0,0,0,0,0,0,,,,,
"Snowdon, Countess of, 82",Snowdon,3922.0,0.0,0.0,0.0,0.0,SNTN,S50305,SNTN S50305,3922.0,3922.0,0,0,0,0,SNTN,32690,13266,9283,7995,9283,0,0,0,0,0,0,0,0,0,0,,,,,
"Soham, Augusta, William, 37",Soham,13357.0,0.0,0.0,0.0,0.0,SHM,S050,SHM S050,13357.0,13357.0,0,0,0,0,SHM,534,13270,9301,4693,9301,0,0,0,0,0,0,0,0,0,0,,,,,
"Somerset, Florence, 149",Somerset,8202.0,0.0,0.0,0.0,0.0,SMRST,S0506203,SMRST S0506203,8202.0,8202.0,0,0,0,0,SMRST,515,13291,9729,6489,9729,0,0,0,0,0,0,0,0,0,0,,,,,
"Soolis, Annie, 342",Soolis,13358.0,0.0,0.0,0.0,0.0,SLS,S0402,SLS S0402,13358.0,13358.0,0,0,0,0,SLS,54431,37137,32440,3440,8856,0,0,0,0,0,0,0,0,0,0,,,,,
"Soper, Elizabeth, 9(3); John, Walter, 9",Soper,3939.0,0.0,0.0,0.0,0.0,SPR,S0106,SPR S0106,3939.0,3939.0,0,0,0,0,SPR,29208,13299,9302,5908,9302,0,0,0,1,0,1,0,0,0,0,,5.0,6.0,12.0,
"Sothar, Edward, 276",Sothar,,0.0,0.0,0.0,0.0,S0R,S0306,S0R S0306,9535.0,9535.0,0,0,0,0,S0R,54432,37138,32441,6986,11406,0,0,0,0,0,0,0,0,0,0,,,,,
"South African Parliament, member of, 47",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,3252,13313,9339,6514,9339,0,0,0,0,0,0,0,0,0,0,,,,,
"South Stockbeare, 174",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,3252,13313,9339,6514,9339,0,0,0,0,0,0,0,0,0,0,,,,,
"South Yeo, 6",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,3252,13313,9339,6514,9339,0,0,0,0,0,0,0,0,0,0,,,,,
"South Zeal, 348",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,3252,13313,9339,6514,9339,0,0,0,0,0,0,0,0,0,0,,,,,
"South, Muriel, 200",South,4100.0,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,3252,13313,9339,6514,9339,0,0,0,0,0,0,0,0,0,0,,,,,
"Southampton, H.M.S., 240",Southampton,13359.0,0.0,0.0,0.0,0.0,STMPTN,S03051305,STMPTN S03051305,13359.0,13359.0,0,0,0,0,STMPTN,54433,37139,32442,9226,9732,0,0,0,0,0,0,0,0,0,0,,,,,
"Southcomb, Edmund,",Southcomb,11265.0,0.0,0.0,0.0,0.0,S0KMP,S0302051,S0KMP S0302051,11265.0,11265.0,0,0,0,0,S0KMP,47508,30213,25519,7485,9342,0,0,0,0,0,0,0,0,0,0,,,,,
"Southcote, Southcott, arms of, 38; family, 84; ----, Sir George, Sarah, 160; Thomas, 312",Southcote,3949.0,1.0,0.0,1.0,0.0,S0KT,S0302030,S0KT S0302030,3949.0,3949.0,0,0,0,0,S0KT,15229,13318,9330,2344,9330,0,0,1,0,1,0,1,0,1,0,,18.0,19.0,28.0,22.0
"Southey, R., 331",Southey,,0.0,0.0,0.0,0.0,S0,S030,S0 S030,4100.0,4100.0,0,0,0,0,S0,21195,13323,9343,6514,9343,0,0,0,0,0,0,0,0,0,0,,,,,29.0
"Southover, Sussex, 276",Southover,8203.0,0.0,0.0,0.0,0.0,S0FR,S030106,S0FR S030106,8203.0,8203.0,0,0,0,0,S0FR,54434,37140,32443,10435,8849,0,0,0,0,0,0,0,0,0,0,,,,,
"Southstoke Woodcote, Oxon., vicar of, 158",Southstoke,8204.0,0.0,0.0,0.0,0.0,S0STK,S03023020,S0STK S03023020,8204.0,8204.0,0,0,0,0,S0STK,54435,37141,32444,10436,9748,0,0,0,0,0,0,0,0,0,0,,,,,
"Southwell, Richard, 64, 65; Selina, 64, 65",Southwell,,0.0,0.0,0.0,0.0,S0L,S0304,S0L S0304,12444.0,12444.0,0,0,0,0,S0L,29678,13298,9752,6378,9752,0,0,0,0,0,0,0,0,0,0,,,,,
"Southwood, Fanny, 83",Southwood,3953.0,0.0,0.0,0.0,0.0,S0T,S0303,S0T S0303,3953.0,3953.0,0,0,0,0,S0T,31864,13331,9346,540,9346,0,0,0,0,0,0,0,0,0,0,,,,,
"Sowerby, Mary, 180",Sowerby,13030.0,0.0,0.0,0.0,0.0,SRP,S0610,SRP S0610,13030.0,13030.0,0,0,0,0,SRP,1438,13335,9327,822,9327,0,0,0,0,0,0,0,0,0,0,,,,,
"Spackman, Harold, 16",Spackman,13360.0,0.0,0.0,0.0,0.0,SPKMN,S102505,SPKMN S102505,13360.0,13360.0,0,0,0,0,SPKMN,49,13364,9374,7869,9374,0,0,0,0,0,0,0,0,0,0,,,,,
"Spalding, Julia, William, 276",Spalding,8205.0,0.0,0.0,0.0,0.0,SPLTNK,S1043052,SPLTNK S1043052,8205.0,8205.0,0,0,0,0,SPLTNK,54436,37142,32445,10437,9378,0,0,0,0,0,0,0,0,0,0,,,,,
"Sparkes, Sidney, 44",Sparkes,6946.0,0.0,0.0,0.0,0.0,SPRKS,S106202,SPRKS S106202,6946.0,6946.0,0,0,0,0,SPRKS,32286,13351,9418,3704,9418,0,0,0,0,0,0,0,0,0,0,,,,,
"Sparkwell, 279-80",Sparkwell,,0.0,0.0,0.0,0.0,SPRKL,S106204,SPRKL S106204,3964.0,3964.0,0,0,0,0,SPRKL,48876,31582,26886,570,553,0,0,0,0,0,0,0,0,0,0,,,,,
"Sparling, Annette, 44",Sparling,8206.0,0.0,0.0,0.0,0.0,SPRLNK,S1064052,SPRLNK S1064052,8206.0,8206.0,0,0,0,0,SPRLNK,21162,13354,9437,1030,9437,0,0,0,0,0,0,0,0,0,0,,,,,
"Sparrow, Elizabeth, 234",Sparrow,,0.0,0.0,0.0,0.0,SPR,S1060,SPR S1060,3986.0,3986.0,0,0,0,0,SPR,20943,13355,9365,5908,9365,0,0,0,0,0,0,0,0,0,0,,,,12.0,
"Speck, Anne, Henry, Leslie, 203",Speck,13361.0,0.0,0.0,0.0,0.0,SPK,S102,SPK S102,13361.0,13361.0,0,0,0,0,SPK,23721,13363,7677,1045,7677,0,0,0,0,0,0,0,0,0,0,,,,,11.0
"Spelman, G., 146",Spelman,8207.0,0.0,0.0,0.0,0.0,SPLMN,S104505,SPLMN S104505,8207.0,8207.0,0,0,0,0,SPLMN,10703,13401,9393,6550,9393,0,0,0,0,0,0,0,0,0,0,,,,,
"Spencer, Arthur, 294; Betty, 8; Charles, 294(2); Edward, 293, 294(4); Frances, 294; Henry, 200; Sophia, 294; Wilfred, 240, 294",Spencer,,0.0,0.0,0.0,0.0,SPNSR,S105206,SPNSR S105206,3970.0,3970.0,0,0,0,0,SPNSR,18692,13381,9382,7080,9382,0,0,0,0,0,0,0,0,0,0,,,,,
"Spicer, Angel, 8",Spicer,3967.0,0.0,0.0,0.0,0.0,SPSR,S10206,SPSR S10206,3967.0,3967.0,0,0,0,0,SPSR,1722,13389,9385,3411,9385,0,0,0,0,0,0,0,0,0,0,,,,,
"Spiegelhalter, Aldwyn, 211",Spiegelhalter,8208.0,0.0,0.0,0.0,0.0,SPJLLTR,S1020404306,SPJLLTR S1020404306,8208.0,8208.0,0,0,0,0,SPJLLTR,54437,37143,32446,10438,12046,0,0,0,0,0,0,0,0,0,0,,,,,
"Spiller, Ambrose, Sheila, 17",Spiller,3976.0,0.0,0.0,0.0,0.0,SPLR,S10406,SPLR S10406,3976.0,3976.0,0,0,0,0,SPLR,6118,13376,9391,253,9391,0,0,0,0,0,0,0,0,0,0,,,,,
"Splatt, Thomas, 47",Splatt,3979.0,0.0,0.0,0.0,0.0,SPLT,S1403,SPLT S1403,3979.0,3979.0,0,0,0,0,SPLT,20041,13417,9404,7385,9404,0,0,0,0,0,0,0,0,0,0,,,,,
"Spottiswoode, George, John, 201",Spottiswoode,8209.0,0.0,0.0,0.0,0.0,SPTST,S10302030,SPTST S10302030,8209.0,8209.0,0,0,0,0,SPTST,54438,37144,32447,10439,9354,0,0,0,0,0,0,0,0,0,0,,,,,
"Sprague, Henry, 274",Sprague,,0.0,0.0,0.0,0.0,SPRK,S16020,SPRK S16020,3984.0,3984.0,0,0,0,0,SPRK,23980,13429,9418,6978,9418,0,0,0,0,0,0,0,1,0,0,,,,14.0,
"Spriddlestone, 51",Spriddlestone,6191.0,0.0,0.0,0.0,0.0,SPRTLSTN,S16034023050,SPRTLSTN S16034023050,6191.0,6191.0,0,0,0,0,SPRTLSTN,54439,37145,32448,10440,12047,0,0,0,0,0,0,0,0,0,0,,,,,
"Spring, Harold, 6; Henry, 6(4); Trevor, 6",Spring,,0.0,0.0,0.0,0.0,SPRNK,S16052,SPRNK S16052,3981.0,3981.0,0,0,0,0,SPRNK,29996,13443,9428,324,9428,0,0,0,0,0,0,0,0,0,0,,,,,
"Springfield, Barnstaple, 185",Springfield,8210.0,0.0,0.0,0.0,0.0,SPRNKFLT,S160521043,SPRNKFLT S160521043,8210.0,8210.0,0,0,0,0,SPRNKFLT,26188,13447,9424,6258,9424,0,0,0,0,0,0,0,0,0,0,,,,,
"Spry, James, 155",Spry,3985.0,0.0,0.0,0.0,0.0,SPR,S160,SPR S160,3985.0,3985.0,0,0,0,0,SPR,49951,20563,15886,5908,9423,0,0,0,0,0,0,0,0,0,0,,,,12.0,
"Spurland, 1",Spurland,8211.0,0.0,0.0,0.0,0.0,SPRLNT,S1064053,SPRLNT S1064053,8211.0,8211.0,0,0,0,0,SPRLNT,54440,37146,32449,10441,9437,0,0,0,0,0,0,0,0,0,0,,,,,
"Spurway, Elizabeth, 305; John, 305(2); William, 305",Spurway,3986.0,0.0,0.0,0.0,0.0,SPR,S1060,SPR S1060,3986.0,3986.0,0,0,0,0,SPR,13338,13468,9440,5908,9440,0,0,0,0,0,0,0,0,0,0,,,,12.0,
"Squire, D., 106; Edward, 301; J., 291; Letitia, 301; T., 255",Squire,3989.0,0.0,0.0,0.0,0.0,SKR,S2060,SKR S2060,3989.0,3989.0,0,0,0,0,SKR,19577,13474,9172,435,9172,0,0,0,0,0,0,0,0,0,0,,,,,
"Stabb, Arthur, Henry, Mary, 169; Thomas, 169(2)",Stabb,,0.0,0.0,0.0,0.0,STP,S301,STP S301,9968.0,9968.0,0,0,0,0,STP,31035,13477,9443,5424,9443,0,0,0,0,0,0,0,0,0,0,,,,,
"Stacey, Stacy, Ada, Cecil, 276; Frederick, 200; Ronald, 276",Stacey,,0.0,0.0,0.0,0.0,STS,S3020,STS S3020,3993.0,3993.0,0,0,0,0,STS,14601,13481,9448,4222,9448,0,0,0,0,0,0,0,0,0,0,,,,,
"Staddon, David, 83",Staddon,4044.0,0.0,0.0,0.0,0.0,STTN,S30305,STTN S30305,4044.0,4044.0,0,0,0,0,STTN,9763,13486,9452,3051,9452,0,0,0,0,0,0,0,0,0,0,,,,,
"Stalham, Norfolk, 141",Stalham,8212.0,0.0,0.0,0.0,0.0,STLM,S30405,STLM S30405,8212.0,8212.0,0,0,0,0,STLM,23134,13507,9464,4903,9464,0,0,0,0,0,0,0,0,0,0,,,,,
"Stanbury, L., 187; Leslie, 331; Michael, Phyllis, 297; William, 260",Stanbury,3999.0,0.0,0.0,0.0,0.0,STNPR,S3051060,STNPR S3051060,3999.0,3999.0,0,0,0,0,STNPR,48388,18854,14184,8416,9474,0,0,0,0,0,0,0,0,0,0,,,,,
"Standerton, 296",Standerton,8213.0,0.0,0.0,0.0,0.0,STNTRTN,S305306305,STNTRTN S305306305,8213.0,8213.0,0,0,0,0,STNTRTN,54441,37147,32450,10442,9481,0,0,0,0,0,0,0,0,0,0,,,,,
"Standing, Margaret, 282",Standing,8214.0,0.0,0.0,0.0,0.0,STNTNK,S3053052,STNTNK S3053052,8214.0,8214.0,0,0,0,0,STNTNK,15437,13523,9480,521,9480,0,0,0,0,0,0,0,0,0,0,,,,,
"Stanley, Louisa, 217",Stanley,5600.0,0.0,0.0,0.0,0.0,STNL,S30540,STNL S30540,5600.0,5600.0,0,0,0,0,STNL,31153,13698,9601,5028,9601,0,0,0,0,0,0,0,0,0,0,,,,,
"Stanncombe, Emmeline, Isabelle, 200",Stanncombe,,0.0,0.0,0.0,0.0,STNKMP,S30520510,STNKMP S30520510,4000.0,4000.0,0,0,0,0,STNKMP,54442,37148,32451,199,9541,0,0,0,0,0,0,0,0,0,0,,,,,
"Stannes, James, 293",Stannes,,0.0,0.0,0.0,0.0,STNS,S30502,STNS S30502,7074.0,7074.0,0,0,0,0,STNS,54443,37149,32452,6122,9537,0,0,0,0,0,0,0,0,0,0,,,,,
"Stansbury, Helen, 170",Stansbury,8215.0,0.0,0.0,0.0,0.0,STNSPR,S30521060,STNSPR S30521060,8215.0,8215.0,0,0,0,0,STNSPR,54444,37150,32453,10443,12048,0,0,0,0,0,0,0,0,0,0,,,,,
"Staplehill, Anne, 316, 317; Elizabeth, 316, 317; Gilbert, 96, 99; Hugh, 316, 317; John, 316, 317; Mary, 316, 317; Roger, 316, 317; Sabian, 316, 317; Thomas, 316, 317",Staplehill,4007.0,0.0,0.0,0.0,0.0,STPLHL,S301404,STPLHL S301404,4007.0,4007.0,0,0,0,0,STPLHL,49883,28650,23956,8952,9444,0,0,0,0,0,0,0,0,0,0,,,,,
"Staples, John, Mary, 78",Staples,7314.0,0.0,0.0,0.0,0.0,STPLS,S301402,STPLS S301402,7314.0,7314.0,0,0,0,0,STPLS,32993,13554,9444,3278,9444,0,0,0,0,0,0,0,0,0,0,,,,,
"Stapleton, Anne, Catherine, 312; George, 227; Gertrude, 227, 228; Lt. Col., 312",Stapleton,,0.0,0.0,0.0,0.0,STPLTN,S30140305,STPLTN S30140305,4006.0,4006.0,0,0,0,0,STPLTN,48496,27550,22856,8415,9548,0,0,0,0,0,0,0,0,0,0,,,,,
"Starcross, 40, 280, 348",Starcross,8216.0,0.0,0.0,0.0,0.0,STRKRS,S3062602,STRKRS S3062602,8216.0,8216.0,0,0,0,0,STRKRS,54445,37151,32454,10444,9697,0,0,0,0,0,0,0,0,0,0,,,,,
"Startin, Francis, 13; Henry, Jessie, 106",Startin,8217.0,0.0,0.0,0.0,0.0,STRTN,S306305,STRTN S306305,8217.0,8217.0,0,0,0,0,STRTN,27933,13573,9515,944,9515,0,0,0,0,0,0,0,0,0,0,,,,,
"Staunton, 5",Staunton,,0.0,0.0,0.0,0.0,STNTN,S305305,STNTN S305305,4049.0,4049.0,0,0,0,0,STNTN,27809,13546,9460,8020,9460,0,0,0,0,0,0,0,0,0,0,,,,,
"Staveley, Clive, 346",Staveley,,0.0,0.0,0.0,0.0,STFL,S301040,STFL S301040,4012.0,4012.0,0,0,0,0,STFL,10412,13581,9519,59,9519,0,0,0,0,0,0,0,0,0,0,,,,,
"Stead, Havilland, Margaret, 38; Walter, 38(2)",Stead,,0.0,0.0,0.0,0.0,STT,S303,STT S303,8777.0,8777.0,0,0,0,0,STT,1237,13585,9525,7147,9525,0,0,0,0,0,0,0,0,0,0,,,,,
"Steadman, W., 167",Steadman,8218.0,0.0,0.0,0.0,0.0,STTMN,S303505,STTMN S303505,8218.0,8218.0,0,0,0,0,STTMN,29279,13586,9528,2306,9528,0,0,0,0,0,0,0,0,0,0,,,,,
"Stedcombe, 16",Stedcombe,,0.0,0.0,0.0,0.0,STTKMP,S30320510,STTKMP S30320510,4057.0,4057.0,0,0,0,0,STTKMP,54446,37152,32455,8190,11433,0,0,0,0,0,0,0,0,0,0,,,,,
"Steele, Arthur, Phyllis, 277",Steele,,0.0,0.0,0.0,0.0,STL,S3040,STL S3040,4036.0,4036.0,0,0,0,0,STL,33284,13834,9559,2358,9559,0,0,0,0,0,0,0,0,0,0,,,,,
"Steer, Cyril, 15; George, 60",Steer,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0,STR,16565,13602,9534,2553,9534,0,0,0,0,0,0,0,0,0,0,,,,20.0,
"Stelfox, H., 328",Stelfox,8219.0,0.0,0.0,0.0,0.0,STLFKS,S304102,STLFKS S304102,8219.0,8219.0,0,0,0,0,STLFKS,22031,13607,9538,5988,9538,0,0,0,0,0,0,0,0,0,0,,,,,
"Stella, S.S., 166",Stella,,0.0,0.0,0.0,0.0,STL,S3040,STL S3040,4036.0,4036.0,0,0,0,0,STL,54447,37153,32456,2358,9559,0,0,0,0,0,0,0,0,0,0,,,,,
"Stephen, Stephens, Stevens, Annie, 325; Arthur, 245(2); Elsie, 227; Henry, 280; Herbert, 292, 342; John, 22, 104, 105, 251; Majorie, 332; Mary, 22, 245; Michael, 248; Robert, 38; Sophia, Thomas, 314; W., Walter, 245; William, 217, 245, 332",Stephen,4024.0,0.0,0.0,0.0,0.0,STFN,S30105,STFN S30105,4024.0,4024.0,0,0,0,0,STFN,20650,13619,9537,1837,9537,0,0,0,0,0,0,0,0,0,0,,,,11.0,
"Stephenson, Stevenson, Edward, 238, 286; Frederick, 173; Hew, 172, 173; Mary, 173, 238; Royce, 293",Stephenson,,0.0,0.0,0.0,0.0,STFNSN,S30105205,STFNSN S30105205,7250.0,7250.0,0,0,0,0,STFNSN,15759,13625,9544,7502,9544,0,0,0,0,0,0,0,0,0,0,,,,,
"Steuart, George, 335",Steuart,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0,STRT,54448,37154,32457,7981,9609,0,0,0,0,0,0,0,0,0,0,,,,15.0,
"Stevenston, Stevinstone, 27, 227, 257; Lord of, 257",Stevenston,8220.0,0.0,0.0,0.0,0.0,STFNSTN,S301052305,STFNSTN S301052305,8220.0,8220.0,0,0,0,0,STFNSTN,54449,37155,32458,10445,9544,0,0,0,0,0,0,0,0,0,0,,,,,
"Steward, Susanna, 224",Steward,,0.0,0.0,0.0,0.0,STRT,S3063,STRT S3063,4059.0,4059.0,0,0,0,0,STRT,46628,26270,21577,7981,9534,0,0,0,0,0,0,0,0,0,0,,,,15.0,
"Steyning, Alce, 323, 326; Philip, 326",Steyning,,0.0,0.0,0.0,0.0,STNNK,S305052,STNNK S305052,4053.0,4053.0,0,0,0,0,STNNK,54450,37156,32459,6145,9537,0,0,0,0,0,0,0,0,0,0,,,,,
"Stidson, Ernest, 195",Stidson,5852.0,0.0,0.0,0.0,0.0,STTSN,S303205,STTSN S303205,5852.0,5852.0,0,0,0,0,STTSN,23751,13662,9566,4886,9566,0,0,0,0,0,0,0,0,0,0,,,,,
"Stiles, Edith, 284; Vincent, 301; Walter, 284",Stiles,,0.0,0.0,0.0,0.0,STLS,S30402,STLS S30402,9477.0,9477.0,0,0,0,0,STLS,8654,13836,9559,4109,9559,0,0,0,0,0,0,0,0,0,0,,,,,
"Stirling, Cecil, 256(2); Colin, 256; J., 256(2); James, Wilfred, 256",Stirling,,0.0,0.0,0.0,0.0,STRLNK,S3064052,STRLNK S3064052,6790.0,6790.0,0,0,0,0,STRLNK,2270,13568,9551,6231,9551,0,0,0,0,0,0,0,0,0,0,,,,,
"Stirling-Webb, Christine, 335",Stirlingwebb,8221.0,0.0,0.0,0.0,0.0,STRLNKP,S306405201,STRLNKP S306405201,8221.0,8221.0,0,0,0,0,STRLNKP,54451,37157,32460,10446,9653,0,0,0,0,0,0,0,0,0,0,,,,,
"Stockdale, Catherine, W., 2",Stockdale,8222.0,0.0,0.0,0.0,0.0,STKTL,S3023040,STKTL S3023040,8222.0,8222.0,0,0,0,0,STKTL,1897,13667,9593,1643,9593,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoddard, Leslie, Nora, 292",Stoddard,8223.0,0.0,0.0,0.0,0.0,STTRT,S303063,STTRT S303063,8223.0,8223.0,0,0,0,0,STTRT,17017,13680,9591,4187,9591,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoford, 155",Stoford,,0.0,1.0,0.0,0.0,STFRT,S301063,STFRT S301063,4060.0,4060.0,0,0,0,0,STFRT,44832,16126,11479,5623,9546,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoke Climsland, 47",Stoke,4047.0,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0,STK,48940,16147,11500,3523,9594,0,0,0,0,0,0,0,0,0,0,,,,6.0,
"Stoke, 248",Stoke,4047.0,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0,STK,48940,16147,11500,3523,9594,0,0,0,0,0,0,0,0,0,0,,,,6.0,
"Stoke-in-Teignhead, 286, 287, 290; rector of, 286",Stokeinteignhead,8224.0,0.0,0.0,0.0,0.0,STKNTKNT,S30205302503,STKNTKNT S30205302503,8224.0,8224.0,0,0,0,0,STKNTKNT,54452,37158,32461,10447,12049,0,0,0,0,0,0,0,0,0,0,,,,,
"Stokeley, 195",Stokeley,,0.0,0.0,0.0,0.0,STKL,S302040,STKL S302040,9116.0,9116.0,0,0,0,0,STKL,54453,37159,32462,4569,9584,0,0,0,0,0,0,1,0,0,0,,,,32.0,
"Stokes, Henry, 137",Stokes,,0.0,0.0,0.0,0.0,STKS,S30202,STKS S30202,6293.0,6293.0,0,0,0,0,STKS,32036,13682,9595,4973,9595,0,0,0,0,0,0,0,0,0,0,,,,,
"Stomford Le Hope, Essex, rector of, 180",Stomford,13362.0,0.0,0.0,0.0,0.0,STMFRT,S3051063,STMFRT S3051063,13362.0,13362.0,0,0,0,0,STMFRT,54454,37160,32463,817,9474,0,0,0,0,0,0,0,0,0,0,,,,,
"Stone, Anne, 53; Arthur, Cedric, 288; Clell, 190; Leslie, 102; Lily, William, 53, 83, 85, 111",Stone,4050.0,0.0,0.0,0.0,1.0,STN,S3050,STN S3050,4050.0,4050.0,0,0,0,0,STN,18795,13689,9603,1240,9603,0,0,0,0,0,0,0,1,0,0,,,,12.0,
"Stone-Doyle, Northants., rector of, 130",Stonedoyle,13363.0,0.0,0.0,0.0,0.0,STNTL,S30503040,STNTL S30503040,13363.0,13363.0,0,0,0,0,STNTL,54455,37161,32464,5696,9605,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoneborough, 54",Stoneborough,13364.0,0.0,0.0,0.0,0.0,STNPRF,S3050106020,STNPRF S3050106020,13364.0,13364.0,0,0,0,0,STNPRF,54456,37162,32465,10448,12050,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoneham, North, Hants., 75",Stoneham,6499.0,0.0,0.0,0.0,0.0,STNHM,S30505,STNHM S30505,6499.0,6499.0,0,0,0,0,STNHM,6539,13693,9604,691,9604,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoneham, Philip, 171",Stoneham,6499.0,0.0,0.0,0.0,0.0,STNHM,S30505,STNHM S30505,6499.0,6499.0,0,0,0,0,STNHM,6539,13693,9604,691,9604,0,0,0,0,0,0,0,0,0,0,,,,,
"Stonehouse, 27, 64, 240-2, 243, 248, 273",Stonehouse,7778.0,0.0,0.0,0.0,0.0,STNHS,S305020,STNHS S305020,7778.0,7778.0,0,0,0,0,STNHS,18288,13696,9492,723,9492,0,0,0,0,0,0,0,0,0,0,,,,,
"Stoney, Ramsay, 62",Stoney,,0.0,0.0,0.0,1.0,STN,S3050,STN S3050,4050.0,4050.0,0,0,0,0,STN,32137,13703,9494,1240,9494,0,0,0,0,0,0,0,1,0,0,,,,12.0,
"Stooke, Constance, 338; Frances, James, 179; Lettia, 255",Stooke,,0.0,0.0,0.0,0.0,STK,S3020,STK S3020,4047.0,4047.0,0,0,0,0,STK,49885,29784,25090,3523,9594,0,0,0,0,0,0,0,0,0,0,,,,6.0,
"Stopham, Sussex, 276, 277",Stopham,13365.0,0.0,0.0,0.0,0.0,STFM,S30105,STFM S30105,13365.0,13365.0,0,0,0,0,STFM,54457,37163,32466,10449,9537,0,0,0,0,0,0,0,0,0,0,,,,,
"Stork, Joseph, 90",Stork,4055.0,0.0,0.0,0.0,0.0,STRK,S3062,STRK S3062,4055.0,4055.0,0,0,0,0,STRK,29808,13713,9614,2684,9614,0,0,0,0,0,0,0,0,0,0,,,,,
"Stothard, Charles, 18, 22",Stothard,13366.0,0.0,0.0,0.0,0.0,ST0RT,S303063,ST0RT S303063,13366.0,13366.0,0,0,0,0,ST0RT,5534,13680,9591,5234,9591,0,0,0,0,0,0,0,0,0,0,,,,,
"Stower, East, curate of, 185",Stower,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0,STR,21073,13727,9623,2553,9623,0,0,0,0,0,0,0,0,0,0,,,,20.0,
"Stower, West, curate of, 185",Stower,,0.0,0.0,0.0,0.0,STR,S306,STR S306,8467.0,8467.0,0,0,0,0,STR,21073,13727,9623,2553,9623,0,0,0,0,0,0,0,0,0,0,,,,20.0,
"Stowford Water, 176",Stowford,4060.0,0.0,0.0,0.0,0.0,STFRT,S301063,STFRT S301063,4060.0,4060.0,0,0,0,0,STFRT,44864,19289,14617,5623,9546,0,0,0,0,0,0,0,0,0,0,,,,,
"Strachan, Sir John, 301",Strachan,7173.0,0.0,0.0,0.0,0.0,STRKN,S360205,STRKN S360205,7173.0,7173.0,0,0,0,0,STRKN,50440,33145,28449,3100,9514,0,0,0,0,0,0,0,0,0,0,,,,,
